faq_id,question,answer,beneficiaries,sector,subsite,page_number,page_url,source,searchable_text,source_type,source_name,legal_category,document_unit_id,text_for_indexing,normalized_text,faq_domain_label,faq_filter_reason,keep_for_rag,keep_for_eval
143,ما هي أهمية خدمة لوائح تنظيم العمل؟,هي خدمة تهدف إلى تنظيم البيئة الداخلية في المنشآت من خلال اعتماد لوائح تنظيم العمل إلكترونياً، مما يخلق بيئة عمل آمنة وفعالة ويعمل على رفع مستوى الوعي وتحسين بيئة العمل,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,12,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: ما هي أهمية خدمة لوائح تنظيم العمل؟ الإجابة: هي خدمة تهدف إلى تنظيم البيئة الداخلية في المنشآت من خلال اعتماد لوائح تنظيم العمل إلكترونياً، مما يخلق بيئة عمل آمنة وفعالة ويعمل على رفع مستوى الوعي وتحسين بيئة العمل,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,36462a1994041a9a3f02437aa99d3b623d30043e1e0b9ab39c805101fe7593f3,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي أهمية خدمة لوائح تنظيم العمل؟ الإجابة: هي خدمة تهدف إلى تنظيم البيئة الداخلية في المنشآت من خلال اعتماد لوائح تنظيم العمل إلكترونياً، مما يخلق بيئة عمل آمنة وفعالة ويعمل على رفع مستوى الوعي وتحسين بيئة العمل,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: ما هي اهميه خدمه لوايح تنظيم العمل؟ الاجابه: هي خدمه تهدف الي تنظيم البييه الداخليه في المنشات من خلال اعتماد لوايح تنظيم العمل الكترونيا، مما يخلق بييه عمل امنه وفعاله ويعمل علي رفع مستوي الوعي وتحسين بييه العمل,keep_labor_faq,Sector is labor and question/answer contains labor-related terms,True,True
145,هل يمكن إلغاء التأشيرة المصدرة من مساند؟,نعم يمكنك إلغاء التأشيرة من خلال حساب مقدم الطلب لدى مساند: التأشيرات المصدرة - اختيار التأشيرة المراد إلغاؤها - إلغاء التأشيرة.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,13,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل يمكن إلغاء التأشيرة المصدرة من مساند؟ الإجابة: نعم يمكنك إلغاء التأشيرة من خلال حساب مقدم الطلب لدى مساند: التأشيرات المصدرة - اختيار التأشيرة المراد إلغاؤها - إلغاء التأشيرة.,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,d7c4671d90f27ba13c9ad6e098620034fd87d67f2acde3cb4ea8d24d4811b8b8,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يمكن إلغاء التأشيرة المصدرة من مساند؟ الإجابة: نعم يمكنك إلغاء التأشيرة من خلال حساب مقدم الطلب لدى مساند: التأشيرات المصدرة - اختيار التأشيرة المراد إلغاؤها - إلغاء التأشيرة.,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل يمكن الغاء التاشيره المصدره من مساند؟ الاجابه: نعم يمكنك الغاء التاشيره من خلال حساب مقدم الطلب لدي مساند: التاشيرات المصدره - اختيار التاشيره المراد الغاوها - الغاء التاشيره.,keep_labor_faq,Strong labor-law or labor-service evidence found in question/answer,True,True
148,هل يمكنني تغيير مهنة الموظف الوافد إلى مهنة خاضعة لقرارات التوطين؟,لا يمكن ذلك,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,13,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل يمكنني تغيير مهنة الموظف الوافد إلى مهنة خاضعة لقرارات التوطين؟ الإجابة: لا يمكن ذلك,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,33bbdc81d58c8362d9928b3f892a9b5efc53e680df951f62a0fdcbc32a676701,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يمكنني تغيير مهنة الموظف الوافد إلى مهنة خاضعة لقرارات التوطين؟ الإجابة: لا يمكن ذلك,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل يمكنني تغيير مهنه الموظف الوافد الي مهنه خاضعه لقرارات التوطين؟ الاجابه: لا يمكن ذلك,keep_labor_faq,Strong labor-law or labor-service evidence found in question/answer,True,True
149,هل يمكن تغيير المهنة في التأشيرة بعد إصدارها؟,يمكن تغيير المهنة للموظف بعد القدوم أو إلغاء التأشيرة وإعادة إصدارها باختيار المهنة المطلوبة,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,13,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل يمكن تغيير المهنة في التأشيرة بعد إصدارها؟ الإجابة: يمكن تغيير المهنة للموظف بعد القدوم أو إلغاء التأشيرة وإعادة إصدارها باختيار المهنة المطلوبة,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,2f4eea80f000604efbd2df75024e38585299da915411a66d6eeebfc078be2b45,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يمكن تغيير المهنة في التأشيرة بعد إصدارها؟ الإجابة: يمكن تغيير المهنة للموظف بعد القدوم أو إلغاء التأشيرة وإعادة إصدارها باختيار المهنة المطلوبة,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل يمكن تغيير المهنه في التاشيره بعد اصدارها؟ الاجابه: يمكن تغيير المهنه للموظف بعد القدوم او الغاء التاشيره واعاده اصدارها باختيار المهنه المطلوبه,keep_labor_faq,Sector is labor and question/answer contains labor-related terms,True,True
150,كيف يمكنني إلغاء أو تعديل طلب تغيير المهنة؟,يمكن الدخول على الطلبات المرسلة في منصة قوى أو اختيار عرض الطلبات من صفحة الخدمات,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,13,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: كيف يمكنني إلغاء أو تعديل طلب تغيير المهنة؟ الإجابة: يمكن الدخول على الطلبات المرسلة في منصة قوى أو اختيار عرض الطلبات من صفحة الخدمات,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,f21821c706a73cea0189c74afd39b6fab9f3c00df86d508e4dbc347f8e2e81ff,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: كيف يمكنني إلغاء أو تعديل طلب تغيير المهنة؟ الإجابة: يمكن الدخول على الطلبات المرسلة في منصة قوى أو اختيار عرض الطلبات من صفحة الخدمات,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: كيف يمكنني الغاء او تعديل طلب تغيير المهنه؟ الاجابه: يمكن الدخول علي الطلبات المرسله في منصه قوي او اختيار عرض الطلبات من صفحه الخدمات,keep_labor_faq,Strong labor-law or labor-service evidence found in question/answer,True,True
153,كيف يمكنني معرفة إذا كنت مؤهل لتوثيق عقدي مع العامل/ة؟,في حال كان لديك عامل/ـة منزلي/ـة دون أي عقد عمل سارِ داخل منصة مساند، فأنت مؤهل لطلب توثيق العقد. يمكنك الدخول على خدمة توثيق العقود للإطلاع على قائمة العمالة التي يمكنك توثيق عقودهم.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,13,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: كيف يمكنني معرفة إذا كنت مؤهل لتوثيق عقدي مع العامل/ة؟ الإجابة: في حال كان لديك عامل/ـة منزلي/ـة دون أي عقد عمل سارِ داخل منصة مساند، فأنت مؤهل لطلب توثيق العقد. يمكنك الدخول على خدمة توثيق العقود للإطلاع على قائمة العمالة التي يمكنك توثيق عقودهم.,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,5eba454702f0e063612cb5d6d44774a791231781c240e5f90e4e97f8b55b81b5,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: كيف يمكنني معرفة إذا كنت مؤهل لتوثيق عقدي مع العامل/ة؟ الإجابة: في حال كان لديك عامل/ـة منزلي/ـة دون أي عقد عمل سارِ داخل منصة مساند، فأنت مؤهل لطلب توثيق العقد. يمكنك الدخول على خدمة توثيق العقود للإطلاع على قائمة العمالة التي يمكنك توثيق عقودهم.,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: كيف يمكنني معرفه اذا كنت موهل لتوثيق عقدي مع العامل/ه؟ الاجابه: في حال كان لديك عامل/ه منزلي/ه دون اي عقد عمل سار داخل منصه مساند، فانت موهل لطلب توثيق العقد. يمكنك الدخول علي خدمه توثيق العقود للاطلاع علي قايمه العماله التي يمكنك توثيق عقودهم.,keep_labor_faq,Strong labor-law or labor-service evidence found in question/answer,True,True
155,ماذا لو كانت نتائج التقييم الذاتي للمنشأة غير جيّدة؟,الهدف من مرحلة التقييم الذاتي أن تتعرّف المنشأة على نسبة امتثالها لأنظمة العمل ثمّ العمل على تصحيح الأخطاء والمخالفات، ولن يترتب على المنشأة أي غرامات مالية في هذه المرحلة.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,13,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: ماذا لو كانت نتائج التقييم الذاتي للمنشأة غير جيّدة؟ الإجابة: الهدف من مرحلة التقييم الذاتي أن تتعرّف المنشأة على نسبة امتثالها لأنظمة العمل ثمّ العمل على تصحيح الأخطاء والمخالفات، ولن يترتب على المنشأة أي غرامات مالية في هذه المرحلة.,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,d6c696d3a52d1a49d31f6ecbf1aa83de0041610bd0055116e47fffa1cf9b8324,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماذا لو كانت نتائج التقييم الذاتي للمنشأة غير جيّدة؟ الإجابة: الهدف من مرحلة التقييم الذاتي أن تتعرّف المنشأة على نسبة امتثالها لأنظمة العمل ثمّ العمل على تصحيح الأخطاء والمخالفات، ولن يترتب على المنشأة أي غرامات مالية في هذه المرحلة.,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: ماذا لو كانت نتايج التقييم الذاتي للمنشاه غير جيده؟ الاجابه: الهدف من مرحله التقييم الذاتي ان تتعرف المنشاه علي نسبه امتثالها لانظمه العمل ثم العمل علي تصحيح الاخطاء والمخالفات، ولن يترتب علي المنشاه اي غرامات ماليه في هذه المرحله.,keep_labor_faq,Sector is labor and question/answer contains labor-related terms,True,True
156,هل سيترتب على المنشأة أيّ غراماتٍ مالية إذا لم تكن ملتزمةً بأحد معايير وزارة الموارد البشرية في مرحلة التقييم الذاتي؟,في الفترة الحاليّة لن يترتب على المنشأة أيّ غرامات مالية,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,14,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل سيترتب على المنشأة أيّ غراماتٍ مالية إذا لم تكن ملتزمةً بأحد معايير وزارة الموارد البشرية في مرحلة التقييم الذاتي؟ الإجابة: في الفترة الحاليّة لن يترتب على المنشأة أيّ غرامات مالية,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,21cc731663cf0b85df7aa923c809fb11ebede568aafbf064f9da9fac9f748c66,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل سيترتب على المنشأة أيّ غراماتٍ مالية إذا لم تكن ملتزمةً بأحد معايير وزارة الموارد البشرية في مرحلة التقييم الذاتي؟ الإجابة: في الفترة الحاليّة لن يترتب على المنشأة أيّ غرامات مالية,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل سيترتب علي المنشاه اي غرامات ماليه اذا لم تكن ملتزمه باحد معايير وزاره الموارد البشريه في مرحله التقييم الذاتي؟ الاجابه: في الفتره الحاليه لن يترتب علي المنشاه اي غرامات ماليه,keep_labor_faq,Sector is labor and question/answer contains labor-related terms,True,True
157,لماذا يتوجب على المنشأة القيام بالتقيّيم الذاتي؟,التقييم الذاتي يساعد المنشأة على التعرّف بأنظمة وقوانين وزارة الموارد البشرية والتنمية الاجتماعية وتصحيح الأخطاء ذاتيًّا مما يحميها من الوقوع في المخالفات، كما أنه متطلّب للاستفادة من خدمات الوزارة.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,14,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: لماذا يتوجب على المنشأة القيام بالتقيّيم الذاتي؟ الإجابة: التقييم الذاتي يساعد المنشأة على التعرّف بأنظمة وقوانين وزارة الموارد البشرية والتنمية الاجتماعية وتصحيح الأخطاء ذاتيًّا مما يحميها من الوقوع في المخالفات، كما أنه متطلّب للاستفادة من خدمات الوزارة.,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,f43f2719e3ff9336ad9a1bfb44e7fb2cc9c5bdf824d2be9a97218366842a3bec,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: لماذا يتوجب على المنشأة القيام بالتقيّيم الذاتي؟ الإجابة: التقييم الذاتي يساعد المنشأة على التعرّف بأنظمة وقوانين وزارة الموارد البشرية والتنمية الاجتماعية وتصحيح الأخطاء ذاتيًّا مما يحميها من الوقوع في المخالفات، كما أنه متطلّب للاستفادة من خدمات الوزارة.,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: لماذا يتوجب علي المنشاه القيام بالتقييم الذاتي؟ الاجابه: التقييم الذاتي يساعد المنشاه علي التعرف بانظمه وقوانين وزاره الموارد البشريه والتنميه الاجتماعيه وتصحيح الاخطاء ذاتيا مما يحميها من الوقوع في المخالفات، كما انه متطلب للاستفاده من خدمات الوزاره.,keep_labor_faq,Sector is labor and question/answer contains labor-related terms,True,True
158,كيف سأستفيد من المنصة,كل ما عليك هو القيام بالآتي: من خلال المنصة ستتعرف المنشآت على جميع مخالفاتها - إن وجدت - لأنظمة وزارة الموارد البشرية والتنمية الاجتماعية. حمايتها من الوقوع في المخالفات قبل زيارة مفتّشي وزارة الموارد البشرية والتنمية الاجتماعية. إعطاء الفرصة للمنشآت لقياس نسبة امتثالها للوائح نظام العمل السعودي. إبقاء المنشآت على علمٍ بتحديثات نظام العمل السعودي. رفع الوعي لدى المنشآت فيما يخصّ متطلّبات نظام العمل.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,14,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: كيف سأستفيد من المنصة الإجابة: كل ما عليك هو القيام بالآتي: من خلال المنصة ستتعرف المنشآت على جميع مخالفاتها - إن وجدت - لأنظمة وزارة الموارد البشرية والتنمية الاجتماعية. حمايتها من الوقوع في المخالفات قبل زيارة مفتّشي وزارة الموارد البشرية والتنمية الاجتماعية. إعطاء الفرصة للمنشآت لقياس نسبة امتثالها للوائح نظام العمل السعودي. إبقاء المنشآت على علمٍ بتحديثات نظام العمل السعودي. رفع الوعي لدى المنشآت فيما يخصّ متطلّبات نظام العمل.,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,65a61f1918192bfca86a43b8aec0ca232d22d8438ff00f8c0895598856d25067,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: كيف سأستفيد من المنصة الإجابة: كل ما عليك هو القيام بالآتي: من خلال المنصة ستتعرف المنشآت على جميع مخالفاتها - إن وجدت - لأنظمة وزارة الموارد البشرية والتنمية الاجتماعية. حمايتها من الوقوع في المخالفات قبل زيارة مفتّشي وزارة الموارد البشرية والتنمية الاجتماعية. إعطاء الفرصة للمنشآت لقياس نسبة امتثالها للوائح نظام العمل السعودي. إبقاء المنشآت على علمٍ بتحديثات نظام العمل السعودي. رفع الوعي لدى المنشآت فيما يخصّ متطلّبات نظام العمل.,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: كيف ساستفيد من المنصه الاجابه: كل ما عليك هو القيام بالاتي: من خلال المنصه ستتعرف المنشات علي جميع مخالفاتها - ان وجدت - لانظمه وزاره الموارد البشريه والتنميه الاجتماعيه. حمايتها من الوقوع في المخالفات قبل زياره مفتشي وزاره الموارد البشريه والتنميه الاجتماعيه. اعطاء الفرصه للمنشات لقياس نسبه امتثالها للوايح نظام العمل السعودي. ابقاء المنشات علي علم بتحديثات نظام العمل السعودي. رفع الوعي لدي المنشات فيما يخص متطلبات نظام العمل.,keep_labor_faq,Strong labor-law or labor-service evidence found in question/answer,True,True
159,ما هي منصة التقييم الذاتي؟,هي منصة تهدف إلى تحقيق أعلى درجات الامتثال لأنظمة وزارة الموارد البشرية والتنمية الاجتماعية من خلال حلقةٍ متكاملة تبدأ بتقييم المنشأة لنفسها ذاتيًّا والعمل على تصحيح أخطائها قبل الزيارة التفتيشية من قبل مفتّشي وزارة الموارد البشرية والتنمية الاجتماعية.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,14,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: ما هي منصة التقييم الذاتي؟ الإجابة: هي منصة تهدف إلى تحقيق أعلى درجات الامتثال لأنظمة وزارة الموارد البشرية والتنمية الاجتماعية من خلال حلقةٍ متكاملة تبدأ بتقييم المنشأة لنفسها ذاتيًّا والعمل على تصحيح أخطائها قبل الزيارة التفتيشية من قبل مفتّشي وزارة الموارد البشرية والتنمية الاجتماعية.,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,b2d6f7b202dfeb02ce907da61f098f5c5241cc70ab9923ea0d934a80851dc681,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي منصة التقييم الذاتي؟ الإجابة: هي منصة تهدف إلى تحقيق أعلى درجات الامتثال لأنظمة وزارة الموارد البشرية والتنمية الاجتماعية من خلال حلقةٍ متكاملة تبدأ بتقييم المنشأة لنفسها ذاتيًّا والعمل على تصحيح أخطائها قبل الزيارة التفتيشية من قبل مفتّشي وزارة الموارد البشرية والتنمية الاجتماعية.,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: ما هي منصه التقييم الذاتي؟ الاجابه: هي منصه تهدف الي تحقيق اعلي درجات الامتثال لانظمه وزاره الموارد البشريه والتنميه الاجتماعيه من خلال حلقه متكامله تبدا بتقييم المنشاه لنفسها ذاتيا والعمل علي تصحيح اخطايها قبل الزياره التفتيشيه من قبل مفتشي وزاره الموارد البشريه والتنميه الاجتماعيه.,keep_labor_faq,Sector is labor and question/answer contains labor-related terms,True,True
160,هل هنالك مؤهلات محدده للانضمام للبرنامج؟,لا يوجد مؤهلات محددة في العمل عن بعد، لكن على حسب متطلبات كل شركة تحدد المؤهل المطلوب للوظائف المعروضة,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,14,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل هنالك مؤهلات محدده للانضمام للبرنامج؟ الإجابة: لا يوجد مؤهلات محددة في العمل عن بعد، لكن على حسب متطلبات كل شركة تحدد المؤهل المطلوب للوظائف المعروضة,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,d4680d14fa7ef691e8a9549218a31d522e86c6ac13ee973ef56077649723cc60,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل هنالك مؤهلات محدده للانضمام للبرنامج؟ الإجابة: لا يوجد مؤهلات محددة في العمل عن بعد، لكن على حسب متطلبات كل شركة تحدد المؤهل المطلوب للوظائف المعروضة,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل هنالك موهلات محدده للانضمام للبرنامج؟ الاجابه: لا يوجد موهلات محدده في العمل عن بعد، لكن علي حسب متطلبات كل شركه تحدد الموهل المطلوب للوظايف المعروضه,keep_labor_faq,Sector is labor and question/answer contains labor-related terms,True,True
163,هل يوجد وظائف دوام كامل وجزئي؟,نعم، يمكن العمل بدوام كامل أو جزئي بحسب الوظائف المطروحة,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,14,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل يوجد وظائف دوام كامل وجزئي؟ الإجابة: نعم، يمكن العمل بدوام كامل أو جزئي بحسب الوظائف المطروحة,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,bc49b639ae69db26a2ae489e850d3e694f7a624aa8bb4cace495111e6d7fef3d,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يوجد وظائف دوام كامل وجزئي؟ الإجابة: نعم، يمكن العمل بدوام كامل أو جزئي بحسب الوظائف المطروحة,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل يوجد وظايف دوام كامل وجزيي؟ الاجابه: نعم، يمكن العمل بدوام كامل او جزيي بحسب الوظايف المطروحه,keep_labor_faq,Sector is labor and question/answer contains labor-related terms,True,True
164,ماهي انواع اشعارات العمل المؤقت؟,يوجد 3 انواع لاشعارات العمل المؤقت: - اشعارات تقديم خدمات العمالة المنزلية سنوية - اشعارات تقديم خدمات العمالة المنزلية شهرية المؤقتة - اشعارات تقديم خدمات العمالة المنزلية بالساعة المؤقتة,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,14,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: ماهي انواع اشعارات العمل المؤقت؟ الإجابة: يوجد 3 انواع لاشعارات العمل المؤقت: - اشعارات تقديم خدمات العمالة المنزلية سنوية - اشعارات تقديم خدمات العمالة المنزلية شهرية المؤقتة - اشعارات تقديم خدمات العمالة المنزلية بالساعة المؤقتة,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,615ae66b84504710e49e73651ef9478cc062fb38c093905e6ab1d96285b96526,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي انواع اشعارات العمل المؤقت؟ الإجابة: يوجد 3 انواع لاشعارات العمل المؤقت: - اشعارات تقديم خدمات العمالة المنزلية سنوية - اشعارات تقديم خدمات العمالة المنزلية شهرية المؤقتة - اشعارات تقديم خدمات العمالة المنزلية بالساعة المؤقتة,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: ماهي انواع اشعارات العمل الموقت؟ الاجابه: يوجد 3 انواع لاشعارات العمل الموقت: - اشعارات تقديم خدمات العماله المنزليه سنويه - اشعارات تقديم خدمات العماله المنزليه شهريه الموقته - اشعارات تقديم خدمات العماله المنزليه بالساعه الموقته,keep_labor_faq,Strong labor-law or labor-service evidence found in question/answer,True,True
