faq_id,question,answer,beneficiaries,sector,subsite,page_number,page_url,source,searchable_text,source_type,source_name,legal_category,document_unit_id,text_for_indexing,normalized_text,faq_domain_label,faq_filter_reason,keep_for_rag,keep_for_eval
151,هل يمكن تقديم تسوية بعد سداد المخالفة؟,يجب ان تكون المخالفة غير مسددة,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,13,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل يمكن تقديم تسوية بعد سداد المخالفة؟ الإجابة: يجب ان تكون المخالفة غير مسددة,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,1f8dcca798667a1d78a1d198e9342117d62137e20c44daf6e4d49e19b23a8b21,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يمكن تقديم تسوية بعد سداد المخالفة؟ الإجابة: يجب ان تكون المخالفة غير مسددة,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل يمكن تقديم تسويه بعد سداد المخالفه؟ الاجابه: يجب ان تكون المخالفه غير مسدده,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
152,هل يمكن تقديم اعتراض ولدي طلب تسوية ؟,لايمكن تقديم اعتراض في حال وجود طلب تسوية قائم,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,13,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل يمكن تقديم اعتراض ولدي طلب تسوية ؟ الإجابة: لايمكن تقديم اعتراض في حال وجود طلب تسوية قائم,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,6630690ff52866919b6f173cf39ab84c587bbd264a8d9bb5ec9b44e5a2f4e78b,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يمكن تقديم اعتراض ولدي طلب تسوية ؟ الإجابة: لايمكن تقديم اعتراض في حال وجود طلب تسوية قائم,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل يمكن تقديم اعتراض ولدي طلب تسويه ؟ الاجابه: لايمكن تقديم اعتراض في حال وجود طلب تسويه قايم,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
154,هل خدمة توثيق العقود الزامية؟,خدمة توثيق العقود غير إلزامية.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,13,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل خدمة توثيق العقود الزامية؟ الإجابة: خدمة توثيق العقود غير إلزامية.,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,1c15922b47a504610b3ec65ce7f25f544c5a8f76dc6ef8b59c35b01c7b7126d0,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل خدمة توثيق العقود الزامية؟ الإجابة: خدمة توثيق العقود غير إلزامية.,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل خدمه توثيق العقود الزاميه؟ الاجابه: خدمه توثيق العقود غير الزاميه.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
161,هل يمكن تقديم تسوية ولدي طلب اعتراض ؟,لايمكن تقديم تسوية في ال وجود طلب اعتراض قائم,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,14,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل يمكن تقديم تسوية ولدي طلب اعتراض ؟ الإجابة: لايمكن تقديم تسوية في ال وجود طلب اعتراض قائم,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,b4c82492df8f2567cab8a46b726034e692cd5780ff7c42de29dfaf15c1c12858,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يمكن تقديم تسوية ولدي طلب اعتراض ؟ الإجابة: لايمكن تقديم تسوية في ال وجود طلب اعتراض قائم,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل يمكن تقديم تسويه ولدي طلب اعتراض ؟ الاجابه: لايمكن تقديم تسويه في ال وجود طلب اعتراض قايم,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
162,متى يمكن تقديم الاعتراض ؟,يتم تقديم الاعتراض خلال 60 يوم من تاريخ اصدار القرار الإداري,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,14,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: متى يمكن تقديم الاعتراض ؟ الإجابة: يتم تقديم الاعتراض خلال 60 يوم من تاريخ اصدار القرار الإداري,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,0d68c0500c4d9eec4e81f737039f1470f13a6f5ed8ca1cca524fc764eee3ea97,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: متى يمكن تقديم الاعتراض ؟ الإجابة: يتم تقديم الاعتراض خلال 60 يوم من تاريخ اصدار القرار الإداري,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: متي يمكن تقديم الاعتراض ؟ الاجابه: يتم تقديم الاعتراض خلال 60 يوم من تاريخ اصدار القرار الاداري,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
168,ماهي مدة صلاحية الوثيقة؟,مدة صالحية الوثيقة سنة واحدة من تاريخ الإصدار.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,15,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: ماهي مدة صلاحية الوثيقة؟ الإجابة: مدة صالحية الوثيقة سنة واحدة من تاريخ الإصدار.,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,bfe9fef2ecb9ca9e6e22d8d7adad61d9c2745b47e00d4017a84d5ee82199c55a,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي مدة صلاحية الوثيقة؟ الإجابة: مدة صالحية الوثيقة سنة واحدة من تاريخ الإصدار.,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: ماهي مده صلاحيه الوثيقه؟ الاجابه: مده صالحيه الوثيقه سنه واحده من تاريخ الاصدار.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
175,ما هي آلية الدفع؟,"يتم دفع الرسوم عبر البوابة الإلكترونية للسداد في موقع ""مواءمة"".",أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,15,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,"التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: ما هي آلية الدفع؟ الإجابة: يتم دفع الرسوم عبر البوابة الإلكترونية للسداد في موقع ""مواءمة"".",faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,dad35a2737033a828420ef5d257a1046ae6c9c7ebfac1417111dc4d0af1cd78a,"المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي آلية الدفع؟ الإجابة: يتم دفع الرسوم عبر البوابة الإلكترونية للسداد في موقع ""مواءمة"".",المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: ما هي اليه الدفع؟ الاجابه: يتم دفع الرسوم عبر البوابه الالكترونيه للسداد في موقع مواءمه .,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
186,ما هي مدة صلاحية الشهادة؟,الشهادة تكون صالحة لمدة 3 أشهر من تاريخ الإصدار,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,16,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: ما هي مدة صلاحية الشهادة؟ الإجابة: الشهادة تكون صالحة لمدة 3 أشهر من تاريخ الإصدار,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,6d39d2dd9e09ecba39f64790c3e35dec8d1e511293a92971c72263bed54cdc1a,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي مدة صلاحية الشهادة؟ الإجابة: الشهادة تكون صالحة لمدة 3 أشهر من تاريخ الإصدار,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: ما هي مده صلاحيه الشهاده؟ الاجابه: الشهاده تكون صالحه لمده 3 اشهر من تاريخ الاصدار,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
194,لمن يتم تقديم الرخصة؟,الرخصة مقدمة للسعودي والخليجي,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,17,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: لمن يتم تقديم الرخصة؟ الإجابة: الرخصة مقدمة للسعودي والخليجي,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,77e8d02d6eba60068d8980f47a184d399d1af335e7b3310913a71aab1f961e64,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: لمن يتم تقديم الرخصة؟ الإجابة: الرخصة مقدمة للسعودي والخليجي,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: لمن يتم تقديم الرخصه؟ الاجابه: الرخصه مقدمه للسعودي والخليجي,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
195,ما هي مدة صلاحية الرخصة ؟,مدة صلاحية الرخصة سنة واحدة.,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,17,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: ما هي مدة صلاحية الرخصة ؟ الإجابة: مدة صلاحية الرخصة سنة واحدة.,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,aa614f765408d980798f1c6a6206991af47d0b26d252ec89ed851add5d644046,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي مدة صلاحية الرخصة ؟ الإجابة: مدة صلاحية الرخصة سنة واحدة.,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: ما هي مده صلاحيه الرخصه ؟ الاجابه: مده صلاحيه الرخصه سنه واحده.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
196,هل يمكنني التقديم على أكثر من وظيفه في نفس الوقت؟,نعم، يمكنك التقديم على أكثر من وظيفة,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,17,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل يمكنني التقديم على أكثر من وظيفه في نفس الوقت؟ الإجابة: نعم، يمكنك التقديم على أكثر من وظيفة,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,50fd5d89ce77071fb0aeadc0d7755d9ff77ed342204ba1c0f3760d535b6e80c4,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يمكنني التقديم على أكثر من وظيفه في نفس الوقت؟ الإجابة: نعم، يمكنك التقديم على أكثر من وظيفة,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل يمكنني التقديم علي اكثر من وظيفه في نفس الوقت؟ الاجابه: نعم، يمكنك التقديم علي اكثر من وظيفه,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
199,كم عدد العقود التي يمكن للفرد توقيعها؟,لا يوجد عدد محدد للعقود بشرط الا يكون هناك تعارض فيما بينها,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,17,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: كم عدد العقود التي يمكن للفرد توقيعها؟ الإجابة: لا يوجد عدد محدد للعقود بشرط الا يكون هناك تعارض فيما بينها,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,e3c4cbd61f7478685c5fad34715a5866672bc80609bcd55c489f32e3645c6b17,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: كم عدد العقود التي يمكن للفرد توقيعها؟ الإجابة: لا يوجد عدد محدد للعقود بشرط الا يكون هناك تعارض فيما بينها,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: كم عدد العقود التي يمكن للفرد توقيعها؟ الاجابه: لا يوجد عدد محدد للعقود بشرط الا يكون هناك تعارض فيما بينها,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
200,هل التعاقد من خلال البوابة الإلكترونية للعمل المرن إلزامي؟,نعم، لا بد من توثيق العقد بالبوابة الالكترونية التي أطلقتها الوزارة ولن يتم قبول أي عقد تم خارج البوابة الالكتروني,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن,قطاع العمل,مركز الرياض للسياسات السلوكية,17,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن قطاع العمل مركز الرياض للسياسات السلوكية السؤال: هل التعاقد من خلال البوابة الإلكترونية للعمل المرن إلزامي؟ الإجابة: نعم، لا بد من توثيق العقد بالبوابة الالكترونية التي أطلقتها الوزارة ولن يتم قبول أي عقد تم خارج البوابة الالكتروني,faq,HRSD FAQ,أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية,dc45f57a3da70931a3b0d6dbc9b61ce51056df0ea2836101be5118e3fec5b8f3,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل التعاقد من خلال البوابة الإلكترونية للعمل المرن إلزامي؟ الإجابة: نعم، لا بد من توثيق العقد بالبوابة الالكترونية التي أطلقتها الوزارة ولن يتم قبول أي عقد تم خارج البوابة الالكتروني,المصدر: HRSD FAQ التصنيف: اصحاب عمل افراد العماله المنزليه كبار السن قطاع العمل مركز الرياض للسياسات السلوكيه السوال: هل التعاقد من خلال البوابه الالكترونيه للعمل المرن الزامي؟ الاجابه: نعم، لا بد من توثيق العقد بالبوابه الالكترونيه التي اطلقتها الوزاره ولن يتم قبول اي عقد تم خارج البوابه الالكتروني,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
203,ماهي طريقة التسجيل في الضمان المطور؟,إنشاء مستخدم جديد وتعبئة البيانات المطلوبة: رقم الهوية، وتاريخ الميلاد، ورقم الجوال. سيتم إرسال ”رمز التحقق“ إلى رقم الجوال المدخل إدخال رمز التحقق المرسل إلى جوالك والضغط على ”توثيق“ تسجيل الدخول إلى المنصة باستخدام: رقم الهوية وكلمة المرور. بعدها يتم تعبئة البيانات المطلوبة في المنصة.,أفراد | العمالة المنزلية | كبار السن,قطاع التنمية الاجتماعية,مركز الرياض للسياسات السلوكية,18,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع التنمية الاجتماعية مركز الرياض للسياسات السلوكية السؤال: ماهي طريقة التسجيل في الضمان المطور؟ الإجابة: إنشاء مستخدم جديد وتعبئة البيانات المطلوبة: رقم الهوية، وتاريخ الميلاد، ورقم الجوال. سيتم إرسال ”رمز التحقق“ إلى رقم الجوال المدخل إدخال رمز التحقق المرسل إلى جوالك والضغط على ”توثيق“ تسجيل الدخول إلى المنصة باستخدام: رقم الهوية وكلمة المرور. بعدها يتم تعبئة البيانات المطلوبة في المنصة.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية,54df97bc22f8be702f363ec0e0b07f1440207cd9d12dd4ed68cf18b3e8f1fd15,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ماهي طريقة التسجيل في الضمان المطور؟ الإجابة: إنشاء مستخدم جديد وتعبئة البيانات المطلوبة: رقم الهوية، وتاريخ الميلاد، ورقم الجوال. سيتم إرسال ”رمز التحقق“ إلى رقم الجوال المدخل إدخال رمز التحقق المرسل إلى جوالك والضغط على ”توثيق“ تسجيل الدخول إلى المنصة باستخدام: رقم الهوية وكلمة المرور. بعدها يتم تعبئة البيانات المطلوبة في المنصة.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع التنميه الاجتماعيه مركز الرياض للسياسات السلوكيه السوال: ماهي طريقه التسجيل في الضمان المطور؟ الاجابه: انشاء مستخدم جديد وتعبيه البيانات المطلوبه: رقم الهويه، وتاريخ الميلاد، ورقم الجوال. سيتم ارسال رمز التحقق الي رقم الجوال المدخل ادخال رمز التحقق المرسل الي جوالك والضغط علي توثيق تسجيل الدخول الي المنصه باستخدام: رقم الهويه وكلمه المرور. بعدها يتم تعبيه البيانات المطلوبه في المنصه.,exclude_non_labor_faq,Social-development FAQ without strong labor-law evidence.,False,False
204,هل التقديم على الضمان الإجتماعي المطور يؤثر على إستحقاق معاش الضمان السابق؟,لا يؤثر التقديم على الضمان الاجتماعي المطور على استحقاق معاش الضمان الاجتماعي السابق,أفراد | العمالة المنزلية | كبار السن,قطاع التنمية الاجتماعية,مركز الرياض للسياسات السلوكية,18,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع التنمية الاجتماعية مركز الرياض للسياسات السلوكية السؤال: هل التقديم على الضمان الإجتماعي المطور يؤثر على إستحقاق معاش الضمان السابق؟ الإجابة: لا يؤثر التقديم على الضمان الاجتماعي المطور على استحقاق معاش الضمان الاجتماعي السابق,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية,7405bfbccd76dc65060212db74ce3df175e87c3c6dd9e7e1f8b67afd6fd5a225,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: هل التقديم على الضمان الإجتماعي المطور يؤثر على إستحقاق معاش الضمان السابق؟ الإجابة: لا يؤثر التقديم على الضمان الاجتماعي المطور على استحقاق معاش الضمان الاجتماعي السابق,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع التنميه الاجتماعيه مركز الرياض للسياسات السلوكيه السوال: هل التقديم علي الضمان الاجتماعي المطور يوثر علي استحقاق معاش الضمان السابق؟ الاجابه: لا يوثر التقديم علي الضمان الاجتماعي المطور علي استحقاق معاش الضمان الاجتماعي السابق,exclude_non_labor_faq,Social-development FAQ without strong labor-law evidence.,False,False
205,ماهي الفئات المستهدفة التي سيشملها المعاش في النظام المطور، وهل سيقتصر على فئات محددة مثل النظام السابق؟,يستهدف النظام المحتاجين فقط بغض النظر عن الجنس أو الحالة الاجتماعية مادامت المعايير والشروط متحققة,أفراد | العمالة المنزلية | كبار السن,قطاع التنمية الاجتماعية,مركز الرياض للسياسات السلوكية,18,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع التنمية الاجتماعية مركز الرياض للسياسات السلوكية السؤال: ماهي الفئات المستهدفة التي سيشملها المعاش في النظام المطور، وهل سيقتصر على فئات محددة مثل النظام السابق؟ الإجابة: يستهدف النظام المحتاجين فقط بغض النظر عن الجنس أو الحالة الاجتماعية مادامت المعايير والشروط متحققة,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية,a42a7f0f50371a12d43e2b8e5a24807cb741d4b3bc2f80cfb6bf2bf42be75b2d,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ماهي الفئات المستهدفة التي سيشملها المعاش في النظام المطور، وهل سيقتصر على فئات محددة مثل النظام السابق؟ الإجابة: يستهدف النظام المحتاجين فقط بغض النظر عن الجنس أو الحالة الاجتماعية مادامت المعايير والشروط متحققة,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع التنميه الاجتماعيه مركز الرياض للسياسات السلوكيه السوال: ماهي الفيات المستهدفه التي سيشملها المعاش في النظام المطور، وهل سيقتصر علي فيات محدده مثل النظام السابق؟ الاجابه: يستهدف النظام المحتاجين فقط بغض النظر عن الجنس او الحاله الاجتماعيه مادامت المعايير والشروط متحققه,exclude_non_labor_faq,Social-development FAQ without strong labor-law evidence.,False,False
206,ما الفرق بين النظام السابق والمطور؟,يستهدف نظام الضمان الاجتماعي المطور الفئات الأشد حاجة في المجتمع بغض النظر عن التصنيف السابق للحالة الاجتماعية، كما تضمن أحكام النظام الحالي وصول المعاش للمستحقين مع تمكينهم من السعي لتحقيق الاستقلال المالي ودعمهم للتحول من أفراد محتاجين إلى أفراد منتجين في المجتمع، مع رقابة عالية ومتابعة مستمرة لتحقيق أهداف النظام,أفراد | العمالة المنزلية | كبار السن,قطاع التنمية الاجتماعية,مركز الرياض للسياسات السلوكية,18,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع التنمية الاجتماعية مركز الرياض للسياسات السلوكية السؤال: ما الفرق بين النظام السابق والمطور؟ الإجابة: يستهدف نظام الضمان الاجتماعي المطور الفئات الأشد حاجة في المجتمع بغض النظر عن التصنيف السابق للحالة الاجتماعية، كما تضمن أحكام النظام الحالي وصول المعاش للمستحقين مع تمكينهم من السعي لتحقيق الاستقلال المالي ودعمهم للتحول من أفراد محتاجين إلى أفراد منتجين في المجتمع، مع رقابة عالية ومتابعة مستمرة لتحقيق أهداف النظام,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية,cf05d04362c029a69fdfa934683609ec966e97913226b45236b7755e93945c25,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ما الفرق بين النظام السابق والمطور؟ الإجابة: يستهدف نظام الضمان الاجتماعي المطور الفئات الأشد حاجة في المجتمع بغض النظر عن التصنيف السابق للحالة الاجتماعية، كما تضمن أحكام النظام الحالي وصول المعاش للمستحقين مع تمكينهم من السعي لتحقيق الاستقلال المالي ودعمهم للتحول من أفراد محتاجين إلى أفراد منتجين في المجتمع، مع رقابة عالية ومتابعة مستمرة لتحقيق أهداف النظام,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع التنميه الاجتماعيه مركز الرياض للسياسات السلوكيه السوال: ما الفرق بين النظام السابق والمطور؟ الاجابه: يستهدف نظام الضمان الاجتماعي المطور الفيات الاشد حاجه في المجتمع بغض النظر عن التصنيف السابق للحاله الاجتماعيه، كما تضمن احكام النظام الحالي وصول المعاش للمستحقين مع تمكينهم من السعي لتحقيق الاستقلال المالي ودعمهم للتحول من افراد محتاجين الي افراد منتجين في المجتمع، مع رقابه عاليه ومتابعه مستمره لتحقيق اهداف النظام,exclude_non_labor_faq,Social-development FAQ without strong labor-law evidence.,False,False
