faq_id,question,answer,beneficiaries,sector,subsite,page_number,page_url,source,searchable_text,source_type,source_name,legal_category,document_unit_id,text_for_indexing,normalized_text,faq_domain_label,faq_filter_reason,keep_for_rag,keep_for_eval
372,هل تتوفر ((الشروط المسبقة)) لاستخدام أو اكمال الخدمة؟,"نعم , تتوفر الشروط لاستخدام و اكمال الخدمة عبر الرابط",أفراد | العمالة المنزلية | كبار السن,,مركز الرياض للسياسات السلوكية,32,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,"التصنيف: أفراد | العمالة المنزلية | كبار السن مركز الرياض للسياسات السلوكية السؤال: هل تتوفر ((الشروط المسبقة)) لاستخدام أو اكمال الخدمة؟ الإجابة: نعم , تتوفر الشروط لاستخدام و اكمال الخدمة عبر الرابط",faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية,524124e05ec3614171a1b81d38e3d41847c6c1b4c51b3d231505571831b337ed,"المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: هل تتوفر ((الشروط المسبقة)) لاستخدام أو اكمال الخدمة؟ الإجابة: نعم , تتوفر الشروط لاستخدام و اكمال الخدمة عبر الرابط","المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن مركز الرياض للسياسات السلوكيه السوال: هل تتوفر ((الشروط المسبقه)) لاستخدام او اكمال الخدمه؟ الاجابه: نعم , تتوفر الشروط لاستخدام و اكمال الخدمه عبر الرابط",review_labor_related,Weak labor signal; requires manual review before indexing or evaluation.,False,False
382,هل تحتوي البوابة على حسابات في مواقع التواصل الاجتماعي؟,نعم تتواجد وزارة الموارد البشرية على المنصات التالية: تويتر فيس بوك انستقرام يوتيوب سناب تشات لينكد إن,أفراد | العمالة المنزلية | كبار السن,,مركز الرياض للسياسات السلوكية,33,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن مركز الرياض للسياسات السلوكية السؤال: هل تحتوي البوابة على حسابات في مواقع التواصل الاجتماعي؟ الإجابة: نعم تتواجد وزارة الموارد البشرية على المنصات التالية: تويتر فيس بوك انستقرام يوتيوب سناب تشات لينكد إن,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية,8014e101b8a49f7532c6121f81045eac261fe61977cc78725bb84d52f7948eeb,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: هل تحتوي البوابة على حسابات في مواقع التواصل الاجتماعي؟ الإجابة: نعم تتواجد وزارة الموارد البشرية على المنصات التالية: تويتر فيس بوك انستقرام يوتيوب سناب تشات لينكد إن,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن مركز الرياض للسياسات السلوكيه السوال: هل تحتوي البوابه علي حسابات في مواقع التواصل الاجتماعي؟ الاجابه: نعم تتواجد وزاره الموارد البشريه علي المنصات التاليه: تويتر فيس بوك انستقرام يوتيوب سناب تشات لينكد ان,review_labor_related,Weak labor signal; requires manual review before indexing or evaluation.,False,False
492,ما مدى إمكانية صرف البدلات المقررة للموظف المتدرب في الداخل والخارج؟,يجوز صرف البدلات المقررة للموظف المتدرب في الداخل والخارج حيث أن التدريب يعتبر جزءاً من واجبات العمل النظامية انطلاقاً من نص المادة (34) من نظام الخدمة المدنية ويستثنى من ذلك بدل المناطق النائية فصرفه مرتبط بمكان العمل وليس بطبيعته.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,42,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية صرف البدلات المقررة للموظف المتدرب في الداخل والخارج؟ الإجابة: يجوز صرف البدلات المقررة للموظف المتدرب في الداخل والخارج حيث أن التدريب يعتبر جزءاً من واجبات العمل النظامية انطلاقاً من نص المادة (34) من نظام الخدمة المدنية ويستثنى من ذلك بدل المناطق النائية فصرفه مرتبط بمكان العمل وليس بطبيعته.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,c6d27b1007b1f6b05440c77f0e5411f53ec19fa47ef84826ec88b152fcd3e30c,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية صرف البدلات المقررة للموظف المتدرب في الداخل والخارج؟ الإجابة: يجوز صرف البدلات المقررة للموظف المتدرب في الداخل والخارج حيث أن التدريب يعتبر جزءاً من واجبات العمل النظامية انطلاقاً من نص المادة (34) من نظام الخدمة المدنية ويستثنى من ذلك بدل المناطق النائية فصرفه مرتبط بمكان العمل وليس بطبيعته.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: ما مدي امكانيه صرف البدلات المقرره للموظف المتدرب في الداخل والخارج؟ الاجابه: يجوز صرف البدلات المقرره للموظف المتدرب في الداخل والخارج حيث ان التدريب يعتبر جزءا من واجبات العمل النظاميه انطلاقا من نص الماده (34) من نظام الخدمه المدنيه ويستثني من ذلك بدل المناطق الناييه فصرفه مرتبط بمكان العمل وليس بطبيعته.,review_labor_related,Weak labor signal; requires manual review before indexing or evaluation.,False,False
512,ما مدى شمول أيام المناوبات المطلوبة من الاطباء الاستشاريون بموجب المادة (7) من لائحة الوظائف الصحية للعطلة الاسبوعية إذا تخللتها هذه الأيام؟,الأطباء الاستشاريون يلتزمون بالبقاء رهن الطلب مدة عشرة أيام في الشهر سواء وافق ذلك أيام العمل الرسمية أو أيام العطل الاسبوعية دون ان يصرف لهم مقابل مالي اضافي.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,43,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: ما مدى شمول أيام المناوبات المطلوبة من الاطباء الاستشاريون بموجب المادة (7) من لائحة الوظائف الصحية للعطلة الاسبوعية إذا تخللتها هذه الأيام؟ الإجابة: الأطباء الاستشاريون يلتزمون بالبقاء رهن الطلب مدة عشرة أيام في الشهر سواء وافق ذلك أيام العمل الرسمية أو أيام العطل الاسبوعية دون ان يصرف لهم مقابل مالي اضافي.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,06545274f1341618551a70cdbaece84a7cee393e33af63505d2291caa865ea76,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى شمول أيام المناوبات المطلوبة من الاطباء الاستشاريون بموجب المادة (7) من لائحة الوظائف الصحية للعطلة الاسبوعية إذا تخللتها هذه الأيام؟ الإجابة: الأطباء الاستشاريون يلتزمون بالبقاء رهن الطلب مدة عشرة أيام في الشهر سواء وافق ذلك أيام العمل الرسمية أو أيام العطل الاسبوعية دون ان يصرف لهم مقابل مالي اضافي.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: ما مدي شمول ايام المناوبات المطلوبه من الاطباء الاستشاريون بموجب الماده (7) من لايحه الوظايف الصحيه للعطله الاسبوعيه اذا تخللتها هذه الايام؟ الاجابه: الاطباء الاستشاريون يلتزمون بالبقاء رهن الطلب مده عشره ايام في الشهر سواء وافق ذلك ايام العمل الرسميه او ايام العطل الاسبوعيه دون ان يصرف لهم مقابل مالي اضافي.,review_labor_related,Weak labor signal; requires manual review before indexing or evaluation.,False,False
517,ما مدى شمول المتعاقد معه بنظام الوظائف المؤقتة لأحكام كف اليد المنصوص عليها في المادة (19) من نظام الخدمة المدنية؟,عدم شمول المتعاقد معه وفقا لنظام الوظائف المؤقتة لأحكام كف اليد المنصوص عليه في هذه المادة لعدم خضوعه أصلا لنظام الخدمة المدنية وإنما يخضع لنظام الوظائف المؤقتة والعقد النموذجي المرفق به.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,44,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: ما مدى شمول المتعاقد معه بنظام الوظائف المؤقتة لأحكام كف اليد المنصوص عليها في المادة (19) من نظام الخدمة المدنية؟ الإجابة: عدم شمول المتعاقد معه وفقا لنظام الوظائف المؤقتة لأحكام كف اليد المنصوص عليه في هذه المادة لعدم خضوعه أصلا لنظام الخدمة المدنية وإنما يخضع لنظام الوظائف المؤقتة والعقد النموذجي المرفق به.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,d3ae28059c61736202885da3734a714dfd6512aa8b4af8ec38a6a90602d82a11,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى شمول المتعاقد معه بنظام الوظائف المؤقتة لأحكام كف اليد المنصوص عليها في المادة (19) من نظام الخدمة المدنية؟ الإجابة: عدم شمول المتعاقد معه وفقا لنظام الوظائف المؤقتة لأحكام كف اليد المنصوص عليه في هذه المادة لعدم خضوعه أصلا لنظام الخدمة المدنية وإنما يخضع لنظام الوظائف المؤقتة والعقد النموذجي المرفق به.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: ما مدي شمول المتعاقد معه بنظام الوظايف الموقته لاحكام كف اليد المنصوص عليها في الماده (19) من نظام الخدمه المدنيه؟ الاجابه: عدم شمول المتعاقد معه وفقا لنظام الوظايف الموقته لاحكام كف اليد المنصوص عليه في هذه الماده لعدم خضوعه اصلا لنظام الخدمه المدنيه وانما يخضع لنظام الوظايف الموقته والعقد النموذجي المرفق به.,review_labor_related,Weak labor signal; requires manual review before indexing or evaluation.,False,False
521,ما مدى جواز منح المستخدم المرقى بالمفاضلة الدرجة الإضافية عند ترقيته؟,يجوز للجهة الإدارية منح المستخدم عند ترقيته بالمفاضلة الدرجة الإضافية التي تمنح للموظف عند الترقية وذلك وفقاً للمادة (18/ب) من نظام الخدمة المدنية والمادة (3) من لائحة الحقوق والمزايا المالية استناداً للمادة (14) من لائحة المستخدمين.,أفراد | العمالة المنزلية | كبار السن,,مركز الرياض للسياسات السلوكية,44,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن مركز الرياض للسياسات السلوكية السؤال: ما مدى جواز منح المستخدم المرقى بالمفاضلة الدرجة الإضافية عند ترقيته؟ الإجابة: يجوز للجهة الإدارية منح المستخدم عند ترقيته بالمفاضلة الدرجة الإضافية التي تمنح للموظف عند الترقية وذلك وفقاً للمادة (18/ب) من نظام الخدمة المدنية والمادة (3) من لائحة الحقوق والمزايا المالية استناداً للمادة (14) من لائحة المستخدمين.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية,b71140e3ddea14d3245d2bea67d4b6bd2f479f3d57f4aeea8672b7028634a990,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: ما مدى جواز منح المستخدم المرقى بالمفاضلة الدرجة الإضافية عند ترقيته؟ الإجابة: يجوز للجهة الإدارية منح المستخدم عند ترقيته بالمفاضلة الدرجة الإضافية التي تمنح للموظف عند الترقية وذلك وفقاً للمادة (18/ب) من نظام الخدمة المدنية والمادة (3) من لائحة الحقوق والمزايا المالية استناداً للمادة (14) من لائحة المستخدمين.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن مركز الرياض للسياسات السلوكيه السوال: ما مدي جواز منح المستخدم المرقي بالمفاضله الدرجه الاضافيه عند ترقيته؟ الاجابه: يجوز للجهه الاداريه منح المستخدم عند ترقيته بالمفاضله الدرجه الاضافيه التي تمنح للموظف عند الترقيه وذلك وفقا للماده (18/ب) من نظام الخدمه المدنيه والماده (3) من لايحه الحقوق والمزايا الماليه استنادا للماده (14) من لايحه المستخدمين.,review_labor_related,Weak labor signal; requires manual review before indexing or evaluation.,False,False
534,ما مدى امكانية نقل العمال غير السعوديين من مؤسسة خاصة أو أشخاص إلى جهات حكومية؟,لا يجوز نقل كفالة العمال من مؤسسات خاصة أو أشخاص إلى جهات حكومية وفقاً لتعاميم وزارة الخدمة المدنية رقم (9/11) وتاريخ 7/2/1401هـ ورقم (35) وتاريخ 23/7/1401هـ.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,45,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: ما مدى امكانية نقل العمال غير السعوديين من مؤسسة خاصة أو أشخاص إلى جهات حكومية؟ الإجابة: لا يجوز نقل كفالة العمال من مؤسسات خاصة أو أشخاص إلى جهات حكومية وفقاً لتعاميم وزارة الخدمة المدنية رقم (9/11) وتاريخ 7/2/1401هـ ورقم (35) وتاريخ 23/7/1401هـ.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,6a30df7865f90dadecdd709f24dd98f00be8abb85e91ca51942da843d45e4383,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى امكانية نقل العمال غير السعوديين من مؤسسة خاصة أو أشخاص إلى جهات حكومية؟ الإجابة: لا يجوز نقل كفالة العمال من مؤسسات خاصة أو أشخاص إلى جهات حكومية وفقاً لتعاميم وزارة الخدمة المدنية رقم (9/11) وتاريخ 7/2/1401هـ ورقم (35) وتاريخ 23/7/1401هـ.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: ما مدي امكانيه نقل العمال غير السعوديين من موسسه خاصه او اشخاص الي جهات حكوميه؟ الاجابه: لا يجوز نقل كفاله العمال من موسسات خاصه او اشخاص الي جهات حكوميه وفقا لتعاميم وزاره الخدمه المدنيه رقم (9/11) وتاريخ 7/2/1401ه ورقم (35) وتاريخ 23/7/1401ه.,review_labor_related,Weak labor signal; requires manual review before indexing or evaluation.,False,False
556,ما مدى امكانية الجمع بين المكافأة المقطوعة للمستشارين غير المتفرغين ومكافأة العمل خارج وقت الدوام الرسمي وأيام العطل الرسمية والأعياد؟,الاستعانة بأعضاء هيئة التدريس للعمل كمستشارين غير متفرغين بالجهات الحكومية يتم وفق القواعد المنظمة لذلك والتكليف بالعمل خارج وقت الدوام الرسمي محكوم بنظام الخدمة المدنية ولائحة الحقوق والمزايا المالية وبالتالي فإنه لا يجوز الجمع بين المكافأتين وإذا كانت طبيعة الأعمال التي تحتاج الجهة إنجازها بالتعاون مع عضو هيئة التدريس تتطلب فترة طويلة فيمكن أن يتم ذلك عن طريق التفرغ الكامل وفقاً لقواعد التكليف أو الإعارة.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,47,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: ما مدى امكانية الجمع بين المكافأة المقطوعة للمستشارين غير المتفرغين ومكافأة العمل خارج وقت الدوام الرسمي وأيام العطل الرسمية والأعياد؟ الإجابة: الاستعانة بأعضاء هيئة التدريس للعمل كمستشارين غير متفرغين بالجهات الحكومية يتم وفق القواعد المنظمة لذلك والتكليف بالعمل خارج وقت الدوام الرسمي محكوم بنظام الخدمة المدنية ولائحة الحقوق والمزايا المالية وبالتالي فإنه لا يجوز الجمع بين المكافأتين وإذا كانت طبيعة الأعمال التي تحتاج الجهة إنجازها بالتعاون مع عضو هيئة التدريس تتطلب فترة طويلة فيمكن أن يتم ذلك عن طريق التفرغ الكامل وفقاً لقواعد التكليف أو الإعارة.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,486f8265889bb1cb71b039ce24e5d65ba171764ac0fd47ef3693ce9d9b64c9b6,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى امكانية الجمع بين المكافأة المقطوعة للمستشارين غير المتفرغين ومكافأة العمل خارج وقت الدوام الرسمي وأيام العطل الرسمية والأعياد؟ الإجابة: الاستعانة بأعضاء هيئة التدريس للعمل كمستشارين غير متفرغين بالجهات الحكومية يتم وفق القواعد المنظمة لذلك والتكليف بالعمل خارج وقت الدوام الرسمي محكوم بنظام الخدمة المدنية ولائحة الحقوق والمزايا المالية وبالتالي فإنه لا يجوز الجمع بين المكافأتين وإذا كانت طبيعة الأعمال التي تحتاج الجهة إنجازها بالتعاون مع عضو هيئة التدريس تتطلب فترة طويلة فيمكن أن يتم ذلك عن طريق التفرغ الكامل وفقاً لقواعد التكليف أو الإعارة.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: ما مدي امكانيه الجمع بين المكافاه المقطوعه للمستشارين غير المتفرغين ومكافاه العمل خارج وقت الدوام الرسمي وايام العطل الرسميه والاعياد؟ الاجابه: الاستعانه باعضاء هييه التدريس للعمل كمستشارين غير متفرغين بالجهات الحكوميه يتم وفق القواعد المنظمه لذلك والتكليف بالعمل خارج وقت الدوام الرسمي محكوم بنظام الخدمه المدنيه ولايحه الحقوق والمزايا الماليه وبالتالي فانه لا يجوز الجمع بين المكافاتين واذا كانت طبيعه الاعمال التي تحتاج الجهه انجازها بالتعاون مع عضو هييه التدريس تتطلب فتره طويله فيمكن ان يتم ذلك عن طريق التفرغ الكامل وفقا لقواعد التكليف او الاعاره.,review_labor_related,Weak labor signal; requires manual review before indexing or evaluation.,False,False
559,ما مدى إمكانية جمع الأطباء البيطريين بين مكافأة العمل أثناء العطل الرسمية والأعياد والمكافأة التي تصرف لهم بموجب المادة (50) من لائحة الحقوق والمزايا المالية التي تنص على ما يلي: أ‌. يصرف للأطباء البيطريين الذين يشرفون على الذبح واللحوم خارج وقت الدوام,إذا كلف الطبيب البيطري بالعمل أثناء العطل الرسمية والأعياد الذين للإشراف على الذبح واللحوم فإنه يستفيد من المكافأة الخاصة بالعمل في العطل الرسمية والأعياد، بالإضافة إلى المكافأة المنصوص عليها في هذه المادة إذ أن هناك فرق نظامي بين العمل خارج وقت الدوام الرسمي ومكافأته وبين العمل في العطل الرسمية والأعياد ومكافأتهما ومقدار هذه المكافأة.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,47,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية جمع الأطباء البيطريين بين مكافأة العمل أثناء العطل الرسمية والأعياد والمكافأة التي تصرف لهم بموجب المادة (50) من لائحة الحقوق والمزايا المالية التي تنص على ما يلي: أ‌. يصرف للأطباء البيطريين الذين يشرفون على الذبح واللحوم خارج وقت الدوام الإجابة: إذا كلف الطبيب البيطري بالعمل أثناء العطل الرسمية والأعياد الذين للإشراف على الذبح واللحوم فإنه يستفيد من المكافأة الخاصة بالعمل في العطل الرسمية والأعياد، بالإضافة إلى المكافأة المنصوص عليها في هذه المادة إذ أن هناك فرق نظامي بين العمل خارج وقت الدوام الرسمي ومكافأته وبين العمل في العطل الرسمية والأعياد ومكافأتهما ومقدار هذه المكافأة.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,3601b726fee9518b82fa8eec6bbc14b207e6eebc11f8d239d14480c2ee24abff,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية جمع الأطباء البيطريين بين مكافأة العمل أثناء العطل الرسمية والأعياد والمكافأة التي تصرف لهم بموجب المادة (50) من لائحة الحقوق والمزايا المالية التي تنص على ما يلي: أ‌. يصرف للأطباء البيطريين الذين يشرفون على الذبح واللحوم خارج وقت الدوام الإجابة: إذا كلف الطبيب البيطري بالعمل أثناء العطل الرسمية والأعياد الذين للإشراف على الذبح واللحوم فإنه يستفيد من المكافأة الخاصة بالعمل في العطل الرسمية والأعياد، بالإضافة إلى المكافأة المنصوص عليها في هذه المادة إذ أن هناك فرق نظامي بين العمل خارج وقت الدوام الرسمي ومكافأته وبين العمل في العطل الرسمية والأعياد ومكافأتهما ومقدار هذه المكافأة.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: ما مدي امكانيه جمع الاطباء البيطريين بين مكافاه العمل اثناء العطل الرسميه والاعياد والمكافاه التي تصرف لهم بموجب الماده (50) من لايحه الحقوق والمزايا الماليه التي تنص علي ما يلي: ا . يصرف للاطباء البيطريين الذين يشرفون علي الذبح واللحوم خارج وقت الدوام الاجابه: اذا كلف الطبيب البيطري بالعمل اثناء العطل الرسميه والاعياد الذين للاشراف علي الذبح واللحوم فانه يستفيد من المكافاه الخاصه بالعمل في العطل الرسميه والاعياد، بالاضافه الي المكافاه المنصوص عليها في هذه الماده اذ ان هناك فرق نظامي بين العمل خارج وقت الدوام الرسمي ومكافاته وبين العمل في العطل الرسميه والاعياد ومكافاتهما ومقدار هذه المكافاه.,review_labor_related,Weak labor signal; requires manual review before indexing or evaluation.,False,False
562,ما مدى إمكانية صرف المكافأة المقررة لسائقي سيارات الخاضعين لنظام الوزراء ونواب الوزراء وموظفي المرتبة الممتازة الواردة في قرار مجلس الخدمة المدنية (622) لعام 1402هـ على سائقي الرتب العسكرية المعادلة للمرتبة الممتازة؟,عدم شمول سائقي سيارات العسكريين ممن تعادل رتبهم العسكرية المرتبة الممتازة للمكافأة المقررة بموجب قرار مجلس الخدمة المدنية المشار إليه لأن هذا القرار حدد الفئات التي يمنح سائقي سياراتهم المكافأة المذكورة وليس من ضمنهم العسكريين,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,48,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية صرف المكافأة المقررة لسائقي سيارات الخاضعين لنظام الوزراء ونواب الوزراء وموظفي المرتبة الممتازة الواردة في قرار مجلس الخدمة المدنية (622) لعام 1402هـ على سائقي الرتب العسكرية المعادلة للمرتبة الممتازة؟ الإجابة: عدم شمول سائقي سيارات العسكريين ممن تعادل رتبهم العسكرية المرتبة الممتازة للمكافأة المقررة بموجب قرار مجلس الخدمة المدنية المشار إليه لأن هذا القرار حدد الفئات التي يمنح سائقي سياراتهم المكافأة المذكورة وليس من ضمنهم العسكريين,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,b262c6d1cea66acd81a90f656e6be7876b13963204ef914c9875eea7d4a0a367,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية صرف المكافأة المقررة لسائقي سيارات الخاضعين لنظام الوزراء ونواب الوزراء وموظفي المرتبة الممتازة الواردة في قرار مجلس الخدمة المدنية (622) لعام 1402هـ على سائقي الرتب العسكرية المعادلة للمرتبة الممتازة؟ الإجابة: عدم شمول سائقي سيارات العسكريين ممن تعادل رتبهم العسكرية المرتبة الممتازة للمكافأة المقررة بموجب قرار مجلس الخدمة المدنية المشار إليه لأن هذا القرار حدد الفئات التي يمنح سائقي سياراتهم المكافأة المذكورة وليس من ضمنهم العسكريين,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: ما مدي امكانيه صرف المكافاه المقرره لسايقي سيارات الخاضعين لنظام الوزراء ونواب الوزراء وموظفي المرتبه الممتازه الوارده في قرار مجلس الخدمه المدنيه (622) لعام 1402ه علي سايقي الرتب العسكريه المعادله للمرتبه الممتازه؟ الاجابه: عدم شمول سايقي سيارات العسكريين ممن تعادل رتبهم العسكريه المرتبه الممتازه للمكافاه المقرره بموجب قرار مجلس الخدمه المدنيه المشار اليه لان هذا القرار حدد الفيات التي يمنح سايقي سياراتهم المكافاه المذكوره وليس من ضمنهم العسكريين,review_labor_related,Weak labor signal; requires manual review before indexing or evaluation.,False,False
