model_key,model_name,eval_id,question_index,question,eval_type,expected_answer,is_out_of_scope,intent,gold_article_numbers,gold_article_numbers_parsed,top_article_number,cited_article_numbers,retrieved_article_hit,citation_hit,retrieval_reliable,top_score,top_source_type,top_context_preview,answer,answered,refusal,answer_correct,strict_legal_correct,lexical_groundedness_proxy,hallucination_proxy,voice_suitability_score,total_latency_sec,generation_latency_sec,retrieval_latency_sec,output_tokens,tokens_per_sec,runtime_error
allam_7b,ALLaM-7B-Instruct-preview,65,11,من يدفع رسوم الإقامة ورخص العمل في النظام الجديد العامل أم صاحب العمل؟,faq_retrieval,لا يوجد تعديل على الآلية الحالية.,False,legal_or_service,,N/A,"1, 2, 3, 4, 40",40,,,True,0.7981371521949767,faq,نوع المصدر: FAQ السؤال: على من تكون رسوم نقل الخدمات والاستقدام ورخصة العمل وتجديدهما؟ الإجابة الرسمية: عملاً بالمادة 40 من نظام العمل : 1 - يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما وما يترتب على تأخير ذلك من غرامات، ورسوم تغيير المهنة، والخروج والعودة، وتذكرة عودة العامل إلى موطنه بعد انتهاء العلاقة بين الطرفين. 2 - يتحمل العامل تكاليف عودته إلى بلده في حالة عدم صلاحيته للعمل أو إذا رغب في العودة دون سبب مشروع. 3 - يتحمل صاحب العمل رسوم نقل خدمات الع...,وفقًا للمادة رقم 40 من نظام العمل السعودي، يتحمل صاحب العمل رسوم الإقامة ورخصة العمل وتجديدهما، بالإضافة إلى أي غرامات ناتجة عن تأخير ذلك، ورسوم تغيير المهنة، والخروج والعودة، وتذكرة عودة العامل إلى موطنه بعد انتهاء العلاقة بين الطرفين. كما يتحمل العامل تكاليف عودته إلى بلده في حالة عدم صلاحيته للعمل أو إذا رغب في العودة دون سبب مشروع.,1,0,1,1,0.9091,0,1.0,2.8013,2.5095,0.2885,76,30.2854,
allam_7b,ALLaM-7B-Instruct-preview,74,12,هل يجوز للمعين على بند الأجور تأجير عقاره الذي يملكه على الجهة الحكومية التي يعمل بها؟,faq_retrieval,لا يجوز للعامل المعين على بند الأجور تأجير عقاره الذي يملكه على الجهة الحكومية التي يعمل بها وفقاً لقرار مجلس الوزراء رقم (11) وتاريخ 26/2/1400هـ الذي حظر التعامل مع موظفي الحكومة ومنهم العمال المعينين على بند الأجور.,False,unknown,,N/A,N/A,N/A,,,True,0.755258959531784,faq,نوع المصدر: FAQ السؤال: هل يجوز نقل العامل المعين على بند الأجور إلى إحدى الجهات الحكومية مع الاحتفاظ براتبه؟ الإجابة الرسمية: لا مانع من نقل العامل من جهة إلى أخرى على إحدى الوظائف المشمولة بلائحة المعينين على بند الأجور التي تتوفر لديه شروط شغلها مع احتفاظه براتبه عند النقل. النص: المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز نقل العامل المعين على بند الأجور إلى إحدى الجهات الحكومية مع الاحتفاظ براتب...,المعلومات المتاحة غير كافية للإجابة بدقة.,0,1,0,0,0.0,0,1.0,0.6107,0.3828,0.2249,10,26.1233,
allam_7b,ALLaM-7B-Instruct-preview,11,13,هل تمكن البوابة والانظمة التابعة لها المستخدم من الوصول إلى البيانات الشخصية؟,faq_retrieval,نعم تمكن البوابة والأنظمة التابعة لها المستفيد من الوصول إلى البيانات الشخصية وقد تم توضيح ذلك من خلال الدليل العام للمنصات دليل مستخدم قوى دليل مستخدم مساند دليل المنصة الوطنية للتأهيل والتوجيه,False,unknown,,N/A,N/A,N/A,,,True,0.8006850877896509,faq,نوع المصدر: FAQ السؤال: هل تمكن البوابة والانظمة التابعة لها المستخدم من تعديل بياناته. الإجابة الرسمية: نعم تمكن البوابة والأنظمة التابعة لها المستفيد من تعديل بياناته وقد تم توضيح ذلك من خلال الدليل العام للمنصات دليل مستخدم قوى دليل مستخدم مساند دليل المنصة الوطنية للتأهيل والتوجيه النص: المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | قطاع الخدمة المدنية (العام) | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل تمكن البوابة والانظمة...,نعم، تمكن البوابة والأنظمة التابعة لها المستخدم من الوصول إلى البيانات الشخصية وتعديلها.,1,0,1,1,0.8182,0,1.0,0.875,0.6634,0.2092,18,27.132,
allam_7b,ALLaM-7B-Instruct-preview,41,14,كيف اتابع الشكوى وما هي الوثائق المطلوبة؟,faq_retrieval,على العميل متابعة الموضوع مع مكتب الشكاوى في وزارة الموارد البشرية والتنمية الاجتماعية عن طريق مركز الاتصال أو الحضور شخصياً إلى الوزارة وإبراز رقم الشكوى المقدمة للتأكد من صحتها ومتابعتها عبر وزارة الموارد البشرية ومن ثم يتم الاتصال بالعميل للإفادة. ولمتابعة الشكوى، على العميل إبراز الآتي: رقم السجل المدني رقم المنشأة رقم التليفون رقم الشكوى المقدمة في مكتب العمل,False,unknown,,N/A,N/A,122,,,True,0.687678474187851,faq,نوع المصدر: FAQ السؤال: كيف أقدم شكوى على أحد الموظفين في مكاتب العمل؟ وما الحل إذا لم تتم الإفادة من المدير المباشر؟ الإجابة الرسمية: على العميل التوجه إلى مكتب العمل الذي يعمل فيه الموظف، وتقديم الشكوى للمدير المباشر حيث تتم متابعة الشكوى وإفادة العميل. وفي حال عدم الإفادة من قبل المدير المباشر، على العميل التوجه إلى وزارة الموارد البشرية والتنمية الاجتماعية، وتقديم إفادة مكتوبة بخصوص المشكلة التي حصلت، إضافةً إلى إقرار بصحة المعلومات، مرفقةً ببياناته الكاملة. النص: المصدر: HRSD FAQ التصنيف: أ...,وفقًا للمادة رقم 122 من نظام العمل السعودي، يتم متابعة الشكوى من خلال مكتب العمل الذي يعمل فيه الموظف، حيث يتم تقديم الشكوى للمدير المباشر، وفي حال عدم الإفادة، على العميل التوجه إلى وزارة الموارد البشرية والتنمية الاجتماعية وتقديم إفادة مكتوبة بخصوص المشكلة، مع إقرار بصحة المعلومات، مرفقةً ببياناته الكاملة.,1,0,1,1,0.825,0,1.0,2.6641,2.4637,0.1975,68,27.6005,
allam_7b,ALLaM-7B-Instruct-preview,109,15,هل يشمل حكم المادة (41) من لائحة الحقوق والمزايا المالية الموظف الذي يستدعى من مقر عمله لمقابلته بهدف معرفة مدى صلاحيته للعمل خارج المملكة أو الالتحاق بإحدى الدورات التدريبية؟,faq_retrieval,طالما كان الاستدعاء بناءً على طلب الإدارة ويهدف لمصلحة العمل فإن ذلك يعتبر تكليفاً بمهمة، ويعامل في هذه الحالة معاملة الموظف المنتدب.,False,unknown,,N/A,"4, 8, 12, 14, 29, 39, 856, 1392, 1404, 14754",N/A,,,True,0.6561953719577379,faq,نوع المصدر: FAQ السؤال: ما مدى استحقاق الموظف لبدل الترحيل المنصوص عليه بالمادة (39/أ) من لائحة الحقوق والمزايا المالية إذا تم تعيينه خارج مقر عمله بموجب المؤهل العلمي الحاصل عليه وهو على رأس العمل؟ الإجابة الرسمية: طالما أن رغبة الموظف اتجهت إلى مرتبة الوظيفة المعين عليها بعد حصوله على المؤهل وليس على مكانها، فإنه لا يوجد ما يمنع من استحقاقه للبدل المشار إليه وذلك استناداً إلى تعميم وزارة المالية رقم (12/14754) وتاريخ 29/8/1392هـ المؤيد بقرار مجلس الخدمة المدنية رقم (856) وتاريخ 14/4/1404هـ. ال...,المعلومات المتاحة غير كافية للإجابة بدقة.,0,1,0,0,0.0,0,1.0,0.5566,0.3995,0.1542,10,25.033,
allam_7b,ALLaM-7B-Instruct-preview,19,16,هل هنالك مؤهلات محدده للانضمام للبرنامج؟,faq_retrieval,لا يوجد مؤهلات محددة في العمل عن بعد، لكن على حسب متطلبات كل شركة تحدد المؤهل المطلوب للوظائف المعروضة,False,small_talk,,N/A,N/A,N/A,,,True,,N/A,N/A,أهلًا بك. أنا مساعد ذكي تجريبي مخصص للإجابة عن الأسئلة المتعلقة بنظام العمل السعودي وخدمات وزارة الموارد البشرية والتنمية الاجتماعية، مع الاعتماد على مصادر رسمية مسترجعة من قاعدة المعرفة.,1,0,0,0,0.0,1,1.0,0.0,0.0,0.0,29,,
allam_7b,ALLaM-7B-Instruct-preview,63,17,آليه الحصول على التأشيرة بعد إطلاق المبادرة؟,faq_retrieval,عبر منصة أبشر وستتاح الخدمة في 14 مارس 2021,False,unknown,,N/A,N/A,N/A,,,False,0.6060114779289657,faq,نوع المصدر: FAQ السؤال: ما هو وضع العمالة التي يوجد عليها بلاغ تغيب قبل إطلاق المبادرة، هل يمكن لهم الاستفادة من المبادرة؟ الإجابة الرسمية: يتم التعامل معهم وفق الإجراءات المعمول بها حالياً. النص: المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هو وضع العمالة التي يوجد عليها بلاغ تغيب قبل إطلاق المبادرة، هل يمكن لهم الاستفادة من المبادرة؟ الإجابة: يتم التعامل معهم وفق الإجراءات المعمول بها حالياً. نوع المصدر: FAQ ...,عذرًا، لا أستطيع تقديم إجابة موثوقة لهذا السؤال لأنه خارج نطاق نظام العمل السعودي أو لأن المعلومات الرسمية المسترجعة غير كافية لدعم الإجابة.,0,1,0,0,0.2,0,1.0,0.1463,0.0,0.146,23,,
allam_7b,ALLaM-7B-Instruct-preview,12,18,هل جميع السلالم ممكنة للجهات الحكومية؟,faq_retrieval,سلم الموظفين العام للمرتبة العاشرة فما دون,False,unknown,,N/A,"1, 2, 3, 28, 1399, 1430, 1435, 1811",N/A,,,False,0.5922999107837676,faq,نوع المصدر: FAQ السؤال: مدى شمول قرار مجلس الخدمة المدنية رقم (1/1811) وتاريخ 28/2/1435هـ لجميع سلالم الرواتب الوظيفية المعادلة لسلم رواتب الموظفين العام؟ الإجابة الرسمية: وفقاً لنص الفقرة (أولاً) من قراري مجلس الخدمة المدنية رقم (1/1399) وتاريخ 3/3/1430هـ ورقم (1/1811) وتاريخ 28/2/1435هـ فإن هذه المكافأة تقتصر على المعينين على سلم رواتب الموظفين العام. النص: المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: مدى ش...,عذرًا، لا أستطيع تقديم إجابة موثوقة لهذا السؤال لأنه خارج نطاق نظام العمل السعودي أو لأن المعلومات الرسمية المسترجعة غير كافية لدعم الإجابة.,0,1,0,0,0.2,0,1.0,0.2163,0.0,0.216,23,,
allam_7b,ALLaM-7B-Instruct-preview,37,19,في حال تحويل الرواتب عبر البنك، كيف أحصل على ملف حماية الأجور؟,faq_retrieval,تقدم بطلب من المصرف للحصول على ملف الأجور موقّع إلكترونيًا ثم قم بزيارة منصة مُدد والتسجيل واختيار المنشأة ورفع ملف الأجور بعد إدخال البيانات الصحيحة المطلوبة.,False,unknown,,N/A,N/A,N/A,,,False,0.6293853412950724,faq,نوع المصدر: FAQ السؤال: هل أستطيع رفع ملفات حماية الأجور عبر موقع وزارة الموارد البشرية والتنمية الاجتماعية للخدمات الإلكترونية؟ الإجابة الرسمية: يدخل المستخدم إلى برنامج حماية الأجور فقط عن طريق منصة مُدد ، بعد أن كان موقع الخدمات الإلكترونية لوزارة الموارد البشرية والتنمية الاجتماعية هو الوجهة السابقة لرفع ملفات حماية الأجور. النص: المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل أستطيع رفع ملفات حماية الأجور عبر موقع...,عذرًا، لا أستطيع تقديم إجابة موثوقة لهذا السؤال لأنه خارج نطاق نظام العمل السعودي أو لأن المعلومات الرسمية المسترجعة غير كافية لدعم الإجابة.,0,1,0,0,0.25,0,1.0,0.2792,0.0,0.2789,23,,
allam_7b,ALLaM-7B-Instruct-preview,130,20,هل يستحق العامل إجازة عند الزواج أو وفاة أحد الأقارب؟,legal_article_retrieval,مع مراعاة اجازات المرأة العاملة المحددة بموجب هذا النظام، للعامل الحق في إجازة بأجر كامل لمدة (خمسة) أيام عند زواجه، أو في حالة وفاة زوجه أو أحد أصوله أو فروعه، و(ثلاثة) أيام في حالة وفاة الأخ أو الأخت؛ تحتسب جميعها من تاريخ الواقعة. و(ثلاثة) أيام في حالة ولادة مولود له خلال (سبعة) أيام من تاريخ الولادة. ويحق لصاحب العمل أن يطلب الوثائق المؤيدة لهذه الحالات.,False,out_of_scope,113,113,N/A,N/A,0.0,0.0,False,0.0,N/A,N/A,عذرًا، لا أستطيع تقديم إجابة موثوقة لهذا السؤال لأنه خارج نطاق نظام العمل السعودي أو لأن المعلومات الرسمية المسترجعة غير كافية لدعم الإجابة.,0,1,0,0,0.0,0,1.0,0.0002,0.0,0.0,23,,
allam_7b,ALLaM-7B-Instruct-preview,138,21,هل يحق لصاحب العمل نقل العامل من مكان عمله الأصلي؟,legal_article_retrieval,لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته - كتابةً - من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته . لصاحب العمل - في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة - تكليف العامل بعمل في مكان يختلف عن المكان المتفق عليه دون اشتراط موافقته ، على أن يتحمل صاحب العمل تكاليف انتقال العامل وإقامته خلال تلك المدة.,False,legal_or_service,58,58,58,58,1.0,1.0,True,0.7970598106561979,legal_article,نوع المصدر: legal_article التصنيف القانوني: علاقات العمل الباب: علاقات العمل رقم المادة: 58.0 عنوان المادة: المادة الثامنة والخمسون: حالة المادة: active النص: الباب الخامس - علاقات العمل | الفصل الأول | المادة 58 المصدر: نظام العمل السعودي الباب الخامس - علاقات العمل الفصل الأول المادة الثامنة والخمسون: رقم المادة: 58 حالة المادة: active النص: لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته - كتابةً - من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته . لصاحب العمل - في حالات الضرورة التي ق...,وفقًا للمادة رقم 58 من نظام العمل السعودي، لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته - كتابةً - من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته.,1,0,1,1,0.9,0,1.0,1.6383,1.437,0.1985,39,27.139,
allam_7b,ALLaM-7B-Instruct-preview,122,22,كم مدة فترة التجربة في نظام العمل السعودي؟,legal_article_retrieval,إذا كان العامل خاضعاً للتجربة، وجب النص على ذلك صراحة في عقد العمل، وتحديد مدتها بوضوح، على ألا يزيد مجموع المدة في جميع الأحوال على (مائة وثمانين) يوماً. وتبين اللائحة الأحكام المتصلة بذلك بما في ذلك ما يتعلق بالإجازات التي لا تدخل في حساب المدة. ولكل من الطرفين الحق في إنهاء العقد خلال هذه المدة.,False,legal_or_service,53,53,N/A,54,0.0,0.0,True,0.7494164943695067,faq,نوع المصدر: FAQ السؤال: ماهي اشتراطات فترة التجربة؟ الإجابة الرسمية: إذا كان العامل خاضعاً لفترة تجربة، وجب النص على ذلك صراحة في عقد العمل، وتحديدها بوضوح، بحيث لا تزيد على تسعين يوماً. ويجوز باتفاق مكتوب بين العامل وصاحب العمل تمديد فترة التجربة، على ألا تزيد على مائة وثمانين يوماً. لا يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد. واستثناء من ذلك يجوز باتفاق طرفي العقد - كتابة - إخضاع العامل لفترة تجربة أخرى بشرط: أن تكون في مهنة أخرى عمل آخر أن يكون قد مضى على انتهاء علاقة ...,وفقًا للمادة رقم 54 من نظام العمل السعودي، لا يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد، مع إمكانية إخضاع العامل لفترة تجربة أخرى في مهنة أخرى أو عمل آخر، بشرط أن يكون قد مضى على انتهاء علاقة العامل بصاحب العمل مدة لا تقل عن ستة أشهر.,1,0,0,0,0.8485,0,1.0,2.6749,2.2625,0.4096,62,27.403,
