eval_id,eval_type,expected_source,question,gold_document_unit_ids,original_top5_ids,original_top5_sources,source_aware_top5_ids,source_aware_hit_at_1,source_aware_hit_at_3,source_aware_hit_at_5,source_aware_rr,source_aware_ndcg_at_5,source_aware_first_match_rank,latency_sec
FAQ_INDEXED_RETRIEVAL_0011,faq_paraphrase_retrieval,faq,أريد معرفة حالات الطلب؟,20bdc866e841063a5de34a5d7a1b023b7fbd6b026609b1236adb216c06076988,322e1c71d39e320d3dd74149475e8fa23c9a49ea491ff4fba087dc56c4130a17|3ae208527b727c603d03373ce072cdde98bd831ece2743a8896a69b18f21af1d|58b75bc977a3707c4ef398c6e22407b01bb2bc31cd8318dba9e5d4b52689d1a5|20bdc866e841063a5de34a5d7a1b023b7fbd6b026609b1236adb216c06076988|287a8fb0033fe2e262efc8b19b8a31438344a806775a6a3f559278b7ff79ef0f,faq|faq|faq|faq|faq,322e1c71d39e320d3dd74149475e8fa23c9a49ea491ff4fba087dc56c4130a17|3ae208527b727c603d03373ce072cdde98bd831ece2743a8896a69b18f21af1d|58b75bc977a3707c4ef398c6e22407b01bb2bc31cd8318dba9e5d4b52689d1a5|20bdc866e841063a5de34a5d7a1b023b7fbd6b026609b1236adb216c06076988|287a8fb0033fe2e262efc8b19b8a31438344a806775a6a3f559278b7ff79ef0f,0,0,1,0.25,0.430677,4.0,0.4143800735473633
FAQ_INDEXED_RETRIEVAL_0012,faq_paraphrase_retrieval,faq,هل يستطيع إلزام الموظفين بالعمل خلال إجازة عيد الفطر؟,4d3c642942ba10e78be4d52d8b184e5e207962ad8ee43e4bc7853a362b39190d,4d3c642942ba10e78be4d52d8b184e5e207962ad8ee43e4bc7853a362b39190d|2c3b3a7aa9f30b13b32be442929f69b0698a931f3cbd42b5fc9a3aa4a6e10666|3b88c004534c204c5feba1566db20b2467816150908d4ccb7da284a32fdf07e3|7dd9cef00a2701ada5cec36050299535bcf4c3804b7ec91c16ff118ada738134|2bac439f477f6ff5364b33722b806fd027cca1f1df184d261f1ec9536eeca13d,faq|faq|legal_article|legal_article|faq,4d3c642942ba10e78be4d52d8b184e5e207962ad8ee43e4bc7853a362b39190d|2c3b3a7aa9f30b13b32be442929f69b0698a931f3cbd42b5fc9a3aa4a6e10666|2bac439f477f6ff5364b33722b806fd027cca1f1df184d261f1ec9536eeca13d,1,1,1,1.0,1.0,1.0,0.2946286201477051
FAQ_INDEXED_RETRIEVAL_0013,faq_paraphrase_retrieval,faq,أريد معرفة ما إذا كان المبادرة تستهدف أنشطة معينة؟,b7d6b62cc8e5c25dc87fe2f936468b41e7a31a163c63f6762989b7b2a235bc2c,b7d6b62cc8e5c25dc87fe2f936468b41e7a31a163c63f6762989b7b2a235bc2c|52c186baa1a548f9375be978328f5793890ae209d42fef1584cab4e1ab3935af|7476559ea61882b531d474ad31ba41f38aee14fed089b0e26df1ea26e6ad7318|b650e939fa9e7231e81c2d1e50c6e8deda43d16dcd163e80d34ded176b956d81|71590f0bf2a2baf66319e8151c8fe16bd135970d553cd7ccb93251a7f3bec27f,faq|faq|faq|faq|faq,b7d6b62cc8e5c25dc87fe2f936468b41e7a31a163c63f6762989b7b2a235bc2c|52c186baa1a548f9375be978328f5793890ae209d42fef1584cab4e1ab3935af|7476559ea61882b531d474ad31ba41f38aee14fed089b0e26df1ea26e6ad7318|b650e939fa9e7231e81c2d1e50c6e8deda43d16dcd163e80d34ded176b956d81|71590f0bf2a2baf66319e8151c8fe16bd135970d553cd7ccb93251a7f3bec27f,1,1,1,1.0,1.0,1.0,0.368696928024292
FAQ_INDEXED_RETRIEVAL_0014,faq_paraphrase_retrieval,faq,أريد معرفة ما إذا كان تمكن البوابة والانظمة التابعة لها المستخدم الاعتباري (الشركات) من تعديل بياناتها؟,3bd22efd40a50fd37fe62428fe33778eb4918ea6a0fa8dd2e47cea459f83d393,3bd22efd40a50fd37fe62428fe33778eb4918ea6a0fa8dd2e47cea459f83d393|888e39bfc2f21b2ed78d3b648d26150c9737ce04a7004010d898d7d433c9a117|05543c0820c2cfa8fe2d9b672fd36dff12388d0aafda49c6978f1364b7e99054|bd7dabf26abca821409c8f891bcd97d9571cec066f19591481e33f836ac45057|eae7dc8ecb1a3b0eb7b1abc4f4c192109c9b33c032020e29a803bfadeec55761,faq|faq|faq|faq|faq,3bd22efd40a50fd37fe62428fe33778eb4918ea6a0fa8dd2e47cea459f83d393|888e39bfc2f21b2ed78d3b648d26150c9737ce04a7004010d898d7d433c9a117|05543c0820c2cfa8fe2d9b672fd36dff12388d0aafda49c6978f1364b7e99054|bd7dabf26abca821409c8f891bcd97d9571cec066f19591481e33f836ac45057|eae7dc8ecb1a3b0eb7b1abc4f4c192109c9b33c032020e29a803bfadeec55761,1,1,1,1.0,1.0,1.0,0.2791600227355957
FAQ_INDEXED_RETRIEVAL_0015,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: ما مدى تطبيق لائحة المعينين على بند الأجور على العمال غير السعوديين خارج المملكة؟,e25791ae74f46fef5797dbe7fa70beffff233c36730bfb9d274bd38416f60c5e,e25791ae74f46fef5797dbe7fa70beffff233c36730bfb9d274bd38416f60c5e|d19bfe351f11a6eb61482ae4ed61f0e34678076e137b4e8b4f17328d28a07ec8|eed2bf866dfc6cb6a4c08aecf02c9975b4dbd635b0f44acbd96f88ee1ccc1ba2|263f751d301c4c5a38c5e25c88e04728f429c228d9d6cfed83d69582340067be|1b41f4a6c2e24fdcc963aaf2b1982b9a619387cc679cab947499d0e78a09eba6,faq|faq|faq|faq|faq,e25791ae74f46fef5797dbe7fa70beffff233c36730bfb9d274bd38416f60c5e|d19bfe351f11a6eb61482ae4ed61f0e34678076e137b4e8b4f17328d28a07ec8|eed2bf866dfc6cb6a4c08aecf02c9975b4dbd635b0f44acbd96f88ee1ccc1ba2|263f751d301c4c5a38c5e25c88e04728f429c228d9d6cfed83d69582340067be|1b41f4a6c2e24fdcc963aaf2b1982b9a619387cc679cab947499d0e78a09eba6,1,1,1,1.0,1.0,1.0,0.4981265068054199
FAQ_INDEXED_RETRIEVAL_0016,faq_paraphrase_retrieval,faq,أريد معرفة ما إذا كان تصرف مكافأة نهاية الخدمة المنصوص عليها بالمادة (53) من لائحة الحقوق والمزايا المالية لمن يحال على التقاعد لبلوغه السن النظامية قبل إكماله سنة التجربة؟,1e3480ae389f6036ef5bcf0e523fd7b8cb4b3183a75265a89bac075015f6b285,1e3480ae389f6036ef5bcf0e523fd7b8cb4b3183a75265a89bac075015f6b285|33c5d8cacdbd239002277bf4a27bb8a37b3aa4c4d8e0cc4483e26346117900f5|7baefc03492cb2b83afc30fc033fcf8b64a0c6bb73d582d728625ec5ac857cab|35f0f19ea33d30a3a535f43d096b5ed9d0a556fe53e5f28a09aaa8bca07a8230|e8245dc0cc6febff58dc3313cbdf72f5d4a4f59e46d55bb708c21908729f84c6,faq|faq|faq|faq|faq,1e3480ae389f6036ef5bcf0e523fd7b8cb4b3183a75265a89bac075015f6b285|33c5d8cacdbd239002277bf4a27bb8a37b3aa4c4d8e0cc4483e26346117900f5|7baefc03492cb2b83afc30fc033fcf8b64a0c6bb73d582d728625ec5ac857cab|35f0f19ea33d30a3a535f43d096b5ed9d0a556fe53e5f28a09aaa8bca07a8230|e8245dc0cc6febff58dc3313cbdf72f5d4a4f59e46d55bb708c21908729f84c6,1,1,1,1.0,1.0,1.0,0.31156253814697266
FAQ_INDEXED_RETRIEVAL_0017,faq_paraphrase_retrieval,faq,أريد معرفة خدمة التقديم على برنامج الاسر الكافلة؟,205c9d97486472e83495e1680e90df74b6efff0360649683116601e06be0f30b,35a716f022e5f2f31ed46e7915b0476442c6640017d50ed35454a405a6e0e13b|205c9d97486472e83495e1680e90df74b6efff0360649683116601e06be0f30b|bf2f475380b1b4224ac8404229cc0e97f8580f46fdd331dced2cf66a74720cc9|3f7a64cf3c0cbf0f6bcfe3e9d8c0d450ee984c72e84171333c84e20119af3b3b|11b98c5209812fef54ef0b2c56897a8952abe3682e8bb3d9dcc11332e0c0ca5e,faq|faq|faq|faq|faq,35a716f022e5f2f31ed46e7915b0476442c6640017d50ed35454a405a6e0e13b|205c9d97486472e83495e1680e90df74b6efff0360649683116601e06be0f30b|bf2f475380b1b4224ac8404229cc0e97f8580f46fdd331dced2cf66a74720cc9|3f7a64cf3c0cbf0f6bcfe3e9d8c0d450ee984c72e84171333c84e20119af3b3b|11b98c5209812fef54ef0b2c56897a8952abe3682e8bb3d9dcc11332e0c0ca5e,0,1,1,0.5,0.63093,2.0,0.4137444496154785
FAQ_INDEXED_RETRIEVAL_0018,faq_paraphrase_retrieval,faq,في أي حالة يمكن للعامل التنفيذ على صاحب العمل في حال عدم التزامه بدفع الأجر لعقد العمل الموثق سندًا تنفيذيًا؟,17d98bd155a20df1f783c2bdece8e48a0c9691c9d26a364b52e3622d27c99673,17d98bd155a20df1f783c2bdece8e48a0c9691c9d26a364b52e3622d27c99673|001715202ff48d357db0ee5b5dc2f8992b5a1cec7389155a11cad6d876f37fc6|004ea50cd2e3b50e605b6d0f769d2fb418a83490050e46372e0a4ce04446c378|93106f92e2e463b2afeee9b680ab418b16cc3907a7b7f1d8308274a5081c8839|1063465e4fef3863fe843a8c9e8d47cf751f2c5a41b1ff617e1526a7a84af100,faq|faq|faq|legal_article|legal_article,17d98bd155a20df1f783c2bdece8e48a0c9691c9d26a364b52e3622d27c99673|001715202ff48d357db0ee5b5dc2f8992b5a1cec7389155a11cad6d876f37fc6|004ea50cd2e3b50e605b6d0f769d2fb418a83490050e46372e0a4ce04446c378,1,1,1,1.0,1.0,1.0,0.7138361930847168
FAQ_INDEXED_RETRIEVAL_0019,faq_paraphrase_retrieval,faq,"أريد معرفة دور المبادرة في تحقيق مستهدفات برنامج رؤية 2030 ""التحول الوطني""؟",52c186baa1a548f9375be978328f5793890ae209d42fef1584cab4e1ab3935af,52c186baa1a548f9375be978328f5793890ae209d42fef1584cab4e1ab3935af|b650e939fa9e7231e81c2d1e50c6e8deda43d16dcd163e80d34ded176b956d81|ce98b87beb3cf3158d68f7b382ecdf84d2cec8087b7c6536e4df3be55fa0fca7|142a12fd759dd7fba0df22fdd174b62842a4b4481fa33f96513a709e209aa297|b7d6b62cc8e5c25dc87fe2f936468b41e7a31a163c63f6762989b7b2a235bc2c,faq|faq|faq|faq|faq,52c186baa1a548f9375be978328f5793890ae209d42fef1584cab4e1ab3935af|b650e939fa9e7231e81c2d1e50c6e8deda43d16dcd163e80d34ded176b956d81|ce98b87beb3cf3158d68f7b382ecdf84d2cec8087b7c6536e4df3be55fa0fca7|142a12fd759dd7fba0df22fdd174b62842a4b4481fa33f96513a709e209aa297|b7d6b62cc8e5c25dc87fe2f936468b41e7a31a163c63f6762989b7b2a235bc2c,1,1,1,1.0,1.0,1.0,0.4575071334838867
FAQ_INDEXED_RETRIEVAL_0020,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: موظف أصيب بسبب العمل بعجز جزئي حددته الهيئة الطبية العامة بنسبة (40%) بالعينين و (60%) بسبب الكسور ومضاعفاتها، ما مدى إمكانية تعويضه على هذا الأساس في تحديد نسبة العجز؟,7c39560b4fe9fb4215942540a5f5fa20bf875220e0a3a3287a576cfee8ea6308,7c39560b4fe9fb4215942540a5f5fa20bf875220e0a3a3287a576cfee8ea6308|c099c8165b64bf6b286ed53972197093564513a6ff328f1602bcba47e20bc5d4|a36c7d2c4b5e6acadf3756879bc4e5c2103e97d2150c9de509398c8dc833015e|90534877966ae9e2ac231b5aab44672b318681696c8a91e5da4166cf58b3dfb4|32898bf5044e32239cdef490727e307f9171a5987f5f674612c47d685919de35,faq|faq|legal_article|legal_article|faq,7c39560b4fe9fb4215942540a5f5fa20bf875220e0a3a3287a576cfee8ea6308|c099c8165b64bf6b286ed53972197093564513a6ff328f1602bcba47e20bc5d4|32898bf5044e32239cdef490727e307f9171a5987f5f674612c47d685919de35,1,1,1,1.0,1.0,1.0,0.5432159900665283
FAQ_INDEXED_RETRIEVAL_0021,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: ماهي خدمة شهادة تعريف بالاحتضان؟,79883dfc7f7a01b9fdaaa7a024de508fc0cdbd6c7950bc3bd0083a194432defd,79883dfc7f7a01b9fdaaa7a024de508fc0cdbd6c7950bc3bd0083a194432defd|3f7a64cf3c0cbf0f6bcfe3e9d8c0d450ee984c72e84171333c84e20119af3b3b|9420b4f3d35f3b6a8ea09058dc79730b0b7569d80947c753897ec8922970607f|6aadca0a4c26a951315155e1511f3a9c5eb13a98cd4c165f3311b9f7018140f1|0422b8b071432b0a272fa4bad131a043e81a3a372207e78330633bf8018a9822,faq|faq|faq|faq|faq,79883dfc7f7a01b9fdaaa7a024de508fc0cdbd6c7950bc3bd0083a194432defd|3f7a64cf3c0cbf0f6bcfe3e9d8c0d450ee984c72e84171333c84e20119af3b3b|9420b4f3d35f3b6a8ea09058dc79730b0b7569d80947c753897ec8922970607f|6aadca0a4c26a951315155e1511f3a9c5eb13a98cd4c165f3311b9f7018140f1|0422b8b071432b0a272fa4bad131a043e81a3a372207e78330633bf8018a9822,1,1,1,1.0,1.0,1.0,0.46166086196899414
FAQ_INDEXED_RETRIEVAL_0022,faq_paraphrase_retrieval,faq,هل يستطيع للمرأة (عزباء، مطلقة، أرملة) التقديم على الخدمة؟,4d187f2b6559cfdcfe442d71430bd2eb7ad6b9b3810717a155b8087e2bf50004,4d187f2b6559cfdcfe442d71430bd2eb7ad6b9b3810717a155b8087e2bf50004|8905050eba39fdfbf71ed41e289d2d4759742dfd50ddda6242fd43b9cfe83283|6aadca0a4c26a951315155e1511f3a9c5eb13a98cd4c165f3311b9f7018140f1|11b98c5209812fef54ef0b2c56897a8952abe3682e8bb3d9dcc11332e0c0ca5e|35a716f022e5f2f31ed46e7915b0476442c6640017d50ed35454a405a6e0e13b,faq|faq|faq|faq|faq,4d187f2b6559cfdcfe442d71430bd2eb7ad6b9b3810717a155b8087e2bf50004|8905050eba39fdfbf71ed41e289d2d4759742dfd50ddda6242fd43b9cfe83283|6aadca0a4c26a951315155e1511f3a9c5eb13a98cd4c165f3311b9f7018140f1|11b98c5209812fef54ef0b2c56897a8952abe3682e8bb3d9dcc11332e0c0ca5e|35a716f022e5f2f31ed46e7915b0476442c6640017d50ed35454a405a6e0e13b,1,1,1,1.0,1.0,1.0,0.33239102363586426
FAQ_INDEXED_RETRIEVAL_0023,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: أي استفسار يتعلق بالدوارات التدريبية أو الخبرات أو التعليم الزائد؟,e690e639162edce86ec1e83c3cc79a47d182549e9383106d3e256e957d5b9a2b,e690e639162edce86ec1e83c3cc79a47d182549e9383106d3e256e957d5b9a2b|84ac9103b80802e1546c4996c039afafed40a46d7138b7275465e7bb3370ff47|94287a1ac289d0b9ae8ce721582aabb9fb36b786d23e9639d617ced08c4c706e|da95a914fb289bfafe5b71eb8e1ad9e6b8faec5c901ab8e9889e9dc3e968aeb7|c6d27b1007b1f6b05440c77f0e5411f53ec19fa47ef84826ec88b152fcd3e30c,faq|faq|faq|faq|faq,e690e639162edce86ec1e83c3cc79a47d182549e9383106d3e256e957d5b9a2b|84ac9103b80802e1546c4996c039afafed40a46d7138b7275465e7bb3370ff47|94287a1ac289d0b9ae8ce721582aabb9fb36b786d23e9639d617ced08c4c706e|da95a914fb289bfafe5b71eb8e1ad9e6b8faec5c901ab8e9889e9dc3e968aeb7|c6d27b1007b1f6b05440c77f0e5411f53ec19fa47ef84826ec88b152fcd3e30c,1,1,1,1.0,1.0,1.0,0.30502939224243164
