eval_id,eval_type,question,gold_source_type,gold_document_unit_ids,gold_article_numbers,chunking_strategy,embedding_model,retriever,alpha,hit_at_1,hit_at_3,hit_at_5,rr,ndcg_at_5,latency_sec,top1_chunk_id,top1_parent_document_id,top1_source_type,top1_article_number,top1_article_title,top1_score,top1_retrieval_backend,top5_parent_document_ids,top5_article_numbers,top5_chunk_ids,top5_relevance
132,legal_article_retrieval,ما حالات انتهاء عقد العمل؟,legal_article,c5fe5ae610393ddae09149a89430aca1a42c6dad1a6f45520c3ade29035a9590,74,structural,none,bm25,,0,0,0,0.0,0.0,0.0005702972412109375,STRUCT_000324,706550432de905d72a6ff5a565caaa61d2cbd016555a049798a31ebf73a58218,faq,,,11.059276226000948,bm25,706550432de905d72a6ff5a565caaa61d2cbd016555a049798a31ebf73a58218|c2120ad8060085d149d56e7777696fcbdec3f54a9736bd9c285b05ee0ecfeabb|e93f3f71736fed52e5271fa1a8972cc1e59463e29894bb8acedfbc882f8f3fd6|a5c97c0a44012239497929539ec3ce025b26c4344a3df4a284a9f39e8dbc6a78|d455916914c6215e4c60380d25e1f5d5c34d3eeb6bafc32103993d12677218e4,||||,STRUCT_000324|STRUCT_000368|STRUCT_000268|STRUCT_000367|STRUCT_000300,00000
133,legal_article_retrieval,ما مدة الإشعار عند إنهاء العقد غير محدد المدة؟,legal_article,7c9e26395726e0e83b0257107e4165be7e87f8192406099d51844352f5c313c0,75,structural,none,bm25,,0,0,0,0.0,0.0,0.0007145404815673828,STRUCT_000303,2df94b7bed2c214362aa8d3421184d36f5e446f3d73aabdf0f6201220ae46187,faq,,,26.66571764094508,bm25,2df94b7bed2c214362aa8d3421184d36f5e446f3d73aabdf0f6201220ae46187|5b731056ef895b73c139f974e421ba5d2cb4a60ba5b11b5ba0bbcd86d71e1c88|0b9ac41855c09ab359d1ad7b0caea1e8c8740f27ad9599ff977b8a560fae8ae2|d455916914c6215e4c60380d25e1f5d5c34d3eeb6bafc32103993d12677218e4|5c6005e9608288e59a35340db795825073076a74dffc336c240a633e0420dcb1,||||,STRUCT_000303|STRUCT_000323|STRUCT_000298|STRUCT_000300|STRUCT_000304,00000
134,legal_article_retrieval,متى يستحق العامل تعويضًا عند إنهاء العقد لسبب غير مشروع؟,legal_article,1b19a4fb2b4d423df5c66d04b1a372b80a041caaf759a0b8ba32555c20a6f902,77,structural,none,bm25,,0,1,1,0.5,0.6309297535714575,0.000865936279296875,STRUCT_000298,0b9ac41855c09ab359d1ad7b0caea1e8c8740f27ad9599ff977b8a560fae8ae2,faq,,,26.89616069082238,bm25,0b9ac41855c09ab359d1ad7b0caea1e8c8740f27ad9599ff977b8a560fae8ae2|1b19a4fb2b4d423df5c66d04b1a372b80a041caaf759a0b8ba32555c20a6f902|7165c86d716212cae3d2a66e831f493050f36ea6823907e713599bc67ab6d46e|d455916914c6215e4c60380d25e1f5d5c34d3eeb6bafc32103993d12677218e4|ab8af4e6ecab46b0bf5b588cc55664b9d0a008dc9073912d3417c1f04d083142,|77|||54,STRUCT_000298|STRUCT_000077|STRUCT_000322|STRUCT_000300|STRUCT_000054,01000
135,legal_article_retrieval,متى يجوز لصاحب العمل إنهاء العقد دون مكافأة أو تعويض؟,legal_article,1b6eab8234c7882e95dd2d1aeb5b2f561e3c1fff20c3f73d3c76785fe09b13a8,80,structural,none,bm25,,0,0,0,0.0,0.0,0.0007987022399902344,STRUCT_000323,5b731056ef895b73c139f974e421ba5d2cb4a60ba5b11b5ba0bbcd86d71e1c88,faq,,,22.35492609633449,bm25,5b731056ef895b73c139f974e421ba5d2cb4a60ba5b11b5ba0bbcd86d71e1c88|0b9ac41855c09ab359d1ad7b0caea1e8c8740f27ad9599ff977b8a560fae8ae2|f0bec4f39347426ffbde6220b8b2aae4890f2dfcf26a2b2ea96206fbc0e0ee6d|2548839ac5c9512338df6e72f5d4bb945dca0436f2c04612340ca8aef097a532|a88a7bb90c0bf2d9a898d2e5e316d202ec39d4b4eff95cc8679889fcfb188461,||182|48|66,STRUCT_000323|STRUCT_000298|STRUCT_000180|STRUCT_000048|STRUCT_000066,00000
136,legal_article_retrieval,متى يجوز للعامل ترك العمل دون إشعار مع احتفاظه بحقوقه؟,legal_article,93106f92e2e463b2afeee9b680ab418b16cc3907a7b7f1d8308274a5081c8839,81,structural,none,bm25,,0,1,1,0.5,0.6309297535714575,0.0007495880126953125,STRUCT_000323,5b731056ef895b73c139f974e421ba5d2cb4a60ba5b11b5ba0bbcd86d71e1c88,faq,,,24.738042144176063,bm25,5b731056ef895b73c139f974e421ba5d2cb4a60ba5b11b5ba0bbcd86d71e1c88|93106f92e2e463b2afeee9b680ab418b16cc3907a7b7f1d8308274a5081c8839|f196cb04ac077b585020c6b00dd03592845742a0e51983c0e22991f007640855|a88a7bb90c0bf2d9a898d2e5e316d202ec39d4b4eff95cc8679889fcfb188461|da16479b7a8e9473b9f480797836098c83e2fb171698804bf6fd77853df3aba5,|81||66|,STRUCT_000323|STRUCT_000082|STRUCT_000321|STRUCT_000066|STRUCT_000390,01000
137,legal_article_retrieval,متى يستحق العامل مكافأة نهاية الخدمة؟,legal_article,5b972d3ae51a19b2a3ebe1ab525fc3fb05eefd24224b1f22cd598c050d3194bf|343ee48aabd2cf26f0312d0efdb39d7547ea2d705cf92251d1663ca801c6d9d0,"84,85",structural,none,bm25,,0,0,0,0.0,0.0,0.0005791187286376953,STRUCT_000392,7baefc03492cb2b83afc30fc033fcf8b64a0c6bb73d582d728625ec5ac857cab,faq,,,13.815065189076318,bm25,7baefc03492cb2b83afc30fc033fcf8b64a0c6bb73d582d728625ec5ac857cab|4793db46dc99343073200c5fb5e6966468d84b96930f7e09fc7a759044001693|ab8af4e6ecab46b0bf5b588cc55664b9d0a008dc9073912d3417c1f04d083142|805230b359c36c66f227ede181f48e9fe418ada20a1e2ea5d557d3e3d1169707|3263066d342718e76c573da28d98331c61d5ee9485578ae6c320d62049b55b12,||54||,STRUCT_000392|STRUCT_000325|STRUCT_000054|STRUCT_000437|STRUCT_000485,00000
138,legal_article_retrieval,هل يحق لصاحب العمل نقل العامل من مكان عمله الأصلي؟,legal_article,1051ab3d809d019bdc3a3f42ad5a02fc91dd155ec2c502a040180ae5cdd91a46,58,structural,none,bm25,,0,1,1,0.3333333333333333,0.5,0.0007524490356445312,STRUCT_000324,706550432de905d72a6ff5a565caaa61d2cbd016555a049798a31ebf73a58218,faq,,,20.8332949066872,bm25,706550432de905d72a6ff5a565caaa61d2cbd016555a049798a31ebf73a58218|2c55970491f40a3dae9554824f4a7a5629081787ebebf71d02c75edfe1ea78a8|1051ab3d809d019bdc3a3f42ad5a02fc91dd155ec2c502a040180ae5cdd91a46|1f12f3dacb77ce8e85f699e38a238ee6b25f630cafc48e7bb1a1fbd073f0d76a|b3876c966b01e9a1cfb96da8623760f54ba2f8441bc6e7297ff6dd9c6a302986,||58||,STRUCT_000324|STRUCT_000404|STRUCT_000058|STRUCT_000273|STRUCT_000274,00100
139,legal_article_retrieval,ما المقصود بعقد العمل في نظام العمل؟,legal_article,5041298e7168e1f1df106309d08bbb7448bfed1640704796254ea7358d898704,50,structural,none,bm25,,0,0,0,0.0,0.0,0.0007953643798828125,STRUCT_000367,a5c97c0a44012239497929539ec3ce025b26c4344a3df4a284a9f39e8dbc6a78,faq,,,13.713388719355738,bm25,a5c97c0a44012239497929539ec3ce025b26c4344a3df4a284a9f39e8dbc6a78|856b638fc209612bdc2d28e7afef1aad1cc471416570bb628c18f35936b69303|35cab51a5efc9d7b0a8af1ebfcb8a18c5b6b441ad4a03ffffd1bd35940e2c7d6|7165c86d716212cae3d2a66e831f493050f36ea6823907e713599bc67ab6d46e|fdf3586932e845d524f50288f792920896e157d1cad0916dc06a32ca240a679b,||||,STRUCT_000367|STRUCT_000405|STRUCT_000453|STRUCT_000322|STRUCT_000299,00000
140,legal_article_retrieval,كيف يتم دفع أجر العامل؟,legal_article,031f36fa1e7e63160f095bbe59710e050dcc0786bd6822a7d02cf125d764d9fe,90,structural,none,bm25,,0,0,0,0.0,0.0,0.0005552768707275391,STRUCT_000370,2006423bfc7b9ce64c35932c4ff056705e4450a01673aec2b0d763290a8ac869,faq,,,16.34432280919343,bm25,2006423bfc7b9ce64c35932c4ff056705e4450a01673aec2b0d763290a8ac869|529eb529660f41db8b40d522f7914d1ea87fc055ca2c0bd6017d77fdd2d80aa3|d15d4f9d9546ac825941020f027d112ee2098014cbc76475ab11efb09f884871|b2905996e384ac499094480daa4e70ad78767c78ee6c03d28ce5c130522f2f01|8639d2bc223809ed44ded9320ec04460245b1eb00eff93e6ddc5a1ce681493ff,||||,STRUCT_000370|STRUCT_000214|STRUCT_000310|STRUCT_000371|STRUCT_000317,00000
141,legal_article_retrieval,ما واجبات صاحب العمل تجاه العامل؟,legal_article,dbbeba8d4f9910bcd65ecb259ee92e14fbecd8072fd7ecbdeb15c471cdabd0b7,61,structural,none,bm25,,0,0,0,0.0,0.0,0.0006029605865478516,STRUCT_000170,e9eb80c13f7f7f413321eb1478d0486b22abbc7b32df06194cd87a90e7ba8136,legal_article,172,المادة الثانية والسبعون بعد المائة:,12.401479738890256,bm25,e9eb80c13f7f7f413321eb1478d0486b22abbc7b32df06194cd87a90e7ba8136|8639d2bc223809ed44ded9320ec04460245b1eb00eff93e6ddc5a1ce681493ff|2006423bfc7b9ce64c35932c4ff056705e4450a01673aec2b0d763290a8ac869|75712469249444225b0d8076c807d51f8c883d982d9aa3143725251780f39f25|2c55970491f40a3dae9554824f4a7a5629081787ebebf71d02c75edfe1ea78a8,172|||64|,STRUCT_000170|STRUCT_000317|STRUCT_000370|STRUCT_000064|STRUCT_000404,00000
142,legal_article_retrieval,ما التزامات العامل في نظام العمل؟,legal_article,84a4ea6ef2688f7a6d64ca482e2677852748da3680abc96c5fe362ec12501940,65,structural,none,bm25,,0,0,0,0.0,0.0,0.000591278076171875,STRUCT_000322,7165c86d716212cae3d2a66e831f493050f36ea6823907e713599bc67ab6d46e,faq,,,11.485942155388628,bm25,7165c86d716212cae3d2a66e831f493050f36ea6823907e713599bc67ab6d46e|a5c97c0a44012239497929539ec3ce025b26c4344a3df4a284a9f39e8dbc6a78|c2120ad8060085d149d56e7777696fcbdec3f54a9736bd9c285b05ee0ecfeabb|cc0c14ff492538de96aca05538933b0a3d514a136d52d8adac5552ccf866ba73|904ab34b5c9b43d2fe7a741ce82e65e27d0d5d6fb0315878dd8e0ce0667d8d04,|||131|,STRUCT_000322|STRUCT_000367|STRUCT_000368|STRUCT_000133|STRUCT_000366,00000
143,legal_article_retrieval,ما الحد الأقصى لساعات العمل الإضافية وكيف تُحتسب؟,legal_article,e8b5ef7c86bc97c469eb6af936fc5aeafda9ce44bf0eed4b9c3c3a7130387fc6,107,structural,none,bm25,,0,1,1,0.3333333333333333,0.5,0.0006494522094726562,STRUCT_000311,139a495e5833db8719d8b962673d1f8e9de497b5a0e408371c98ec4345f855a7,faq,,,19.08058169923244,bm25,139a495e5833db8719d8b962673d1f8e9de497b5a0e408371c98ec4345f855a7|9814695f188324862273b04b0b0acc251c11f65b23bddd19e546693785c037d2|e8b5ef7c86bc97c469eb6af936fc5aeafda9ce44bf0eed4b9c3c3a7130387fc6|e4d470e6c895aa67ddcc96c01053ca76ea671eef5bb06b15c750fe1c5c6a5369|1157999dfa071a7320606edb9b747429aa71cb7707dcaf5be88784d6c4e2f7ca,|106|107|49|6,STRUCT_000311|STRUCT_000107|STRUCT_000108|STRUCT_000049|STRUCT_000006,00100
144,legal_article_retrieval,ما أحكام السلامة والصحة المهنية في بيئة العمل؟,legal_article,2c132d9982a39134c2ebd7d280302b4b9dc2fc1e0b8b95541510c68a869332b2,121,structural,none,bm25,,0,0,0,0.0,0.0,0.0006589889526367188,STRUCT_000357,7f81cd3c5fe470535b1c65952f22fe04293266fcfecef972015291b3f3ccfa95,faq,,,28.121554507485406,bm25,7f81cd3c5fe470535b1c65952f22fe04293266fcfecef972015291b3f3ccfa95|d21b899f7a1947bd96bb2eea7bff5a7a21639fee8abe294346d54a91339631f9|4bf651b06be4ad61e272c0c2ce7db53631c776e5b2211a4bf4fb1e74d6a45687|36462a1994041a9a3f02437aa99d3b623d30043e1e0b9ab39c805101fe7593f3|e4d470e6c895aa67ddcc96c01053ca76ea671eef5bb06b15c750fe1c5c6a5369,|120|204||49,STRUCT_000357|STRUCT_000121|STRUCT_000199|STRUCT_000240|STRUCT_000049,00000
145,legal_article_retrieval,ما حقوق العاملة في إجازة الوضع؟,legal_article,5f9d2dbc4ff1b2f8a86d962674e28ab1c5f5a74746a5b2297dfaced8e76c40b7,151,structural,none,bm25,,0,1,1,0.3333333333333333,0.5,0.0006792545318603516,STRUCT_000328,aa2e956b9c52894256ab98990c0b93361167d76b366391f0919b4d79912f692f,faq,,,13.007334100919197,bm25,aa2e956b9c52894256ab98990c0b93361167d76b366391f0919b4d79912f692f|f6453a423efeb3454fba6ac956ef7af349d981a6520c3e35fab737e31077fa72|5f9d2dbc4ff1b2f8a86d962674e28ab1c5f5a74746a5b2297dfaced8e76c40b7|3008cf85045575dc64e17b75a9e0d66c33d546e1d9f751792a2d262f97a74d56|2268fae0a2babad992d47db37dddf257006f2dc21677fb99f3e5c5c350bda7c8,||151||,STRUCT_000328|STRUCT_000316|STRUCT_000151|STRUCT_000315|STRUCT_000329,00100
122,legal_article_retrieval,كم مدة فترة التجربة في نظام العمل السعودي؟,legal_article,b56e9c99f1c551928c8727dae90850186c14efc78d6272f429f0c448add3f3dc,53,structural,bge_m3,dense,,0,1,1,0.5,0.6309297535714575,0.010197877883911133,STRUCT_000325,4793db46dc99343073200c5fb5e6966468d84b96930f7e09fc7a759044001693,faq,,,0.6529234051704407,chromadb_dense,4793db46dc99343073200c5fb5e6966468d84b96930f7e09fc7a759044001693|b56e9c99f1c551928c8727dae90850186c14efc78d6272f429f0c448add3f3dc|ab8af4e6ecab46b0bf5b588cc55664b9d0a008dc9073912d3417c1f04d083142|5c6005e9608288e59a35340db795825073076a74dffc336c240a633e0420dcb1|4f2961046b5fffdc637e2b7de4dfb1fd862ccc7b9f3069349681b04ff17df638,|53|54||2,STRUCT_000325|STRUCT_000053|STRUCT_000054|STRUCT_000304|STRUCT_000002,01000
123,legal_article_retrieval,هل يجوز وضع العامل تحت التجربة أكثر من مرة لدى نفس صاحب العمل؟,legal_article,ab8af4e6ecab46b0bf5b588cc55664b9d0a008dc9073912d3417c1f04d083142,54,structural,bge_m3,dense,,1,1,1,1.0,1.0,0.014652729034423828,STRUCT_000054,ab8af4e6ecab46b0bf5b588cc55664b9d0a008dc9073912d3417c1f04d083142,legal_article,54,المادة الرابعة والخمسون:,0.7398544549942017,chromadb_dense,ab8af4e6ecab46b0bf5b588cc55664b9d0a008dc9073912d3417c1f04d083142|4793db46dc99343073200c5fb5e6966468d84b96930f7e09fc7a759044001693|4ea6ce0796de3bb69240c3b7af0517a5fce42393f56f99a3648f6ae81f915215|b56e9c99f1c551928c8727dae90850186c14efc78d6272f429f0c448add3f3dc|54dd78f3d97e2df85a7182709a503a95478bc0ac5188edebd35d5cdb2aa670d5,54|||53|,STRUCT_000054|STRUCT_000325|STRUCT_000451|STRUCT_000053|STRUCT_000403,10000
124,legal_article_retrieval,ما الحد الأقصى لساعات العمل اليومية في نظام العمل؟,legal_article,a28d9d1238f829c664612f6e0f62f0152a39351f1f09ec1d7016a52c65a95792,98,structural,bge_m3,dense,,0,0,1,0.25,0.43067655807339306,0.011732339859008789,STRUCT_000313,2bc533aff9fa683ca0a03934a22e3d351b3e9b2f3e2789a0f08115162e6e03fa,faq,,,0.6688814163208008,chromadb_dense,2bc533aff9fa683ca0a03934a22e3d351b3e9b2f3e2789a0f08115162e6e03fa|139a495e5833db8719d8b962673d1f8e9de497b5a0e408371c98ec4345f855a7|d3df245fa2410ecc7d76ecb885576d34412f45e773373fdf999e9b76be2dec73|a28d9d1238f829c664612f6e0f62f0152a39351f1f09ec1d7016a52c65a95792|4d7b6567adef57ae0d1350a027920ae7d11610e7cf8da52e68e0c806900f687e,||100|98|99,STRUCT_000313|STRUCT_000311|STRUCT_000101|STRUCT_000099|STRUCT_000100,00010
125,legal_article_retrieval,ما الحد الأقصى لساعات العمل الأسبوعية؟,legal_article,a28d9d1238f829c664612f6e0f62f0152a39351f1f09ec1d7016a52c65a95792,98,structural,bge_m3,dense,,0,0,1,0.25,0.43067655807339306,0.013046026229858398,STRUCT_000311,139a495e5833db8719d8b962673d1f8e9de497b5a0e408371c98ec4345f855a7,faq,,,0.6806744337081909,chromadb_dense,139a495e5833db8719d8b962673d1f8e9de497b5a0e408371c98ec4345f855a7|2bc533aff9fa683ca0a03934a22e3d351b3e9b2f3e2789a0f08115162e6e03fa|d3df245fa2410ecc7d76ecb885576d34412f45e773373fdf999e9b76be2dec73|a28d9d1238f829c664612f6e0f62f0152a39351f1f09ec1d7016a52c65a95792|629a54386afaa4d116641b263f5724c688a053c4ad0200ae49df7d2e0ece6554,||100|98|105,STRUCT_000311|STRUCT_000313|STRUCT_000101|STRUCT_000099|STRUCT_000106,00010
126,legal_article_retrieval,هل تختلف ساعات العمل في شهر رمضان؟,legal_article,a28d9d1238f829c664612f6e0f62f0152a39351f1f09ec1d7016a52c65a95792,98,structural,bge_m3,dense,,0,1,1,0.3333333333333333,0.5,0.009486913681030273,STRUCT_000313,2bc533aff9fa683ca0a03934a22e3d351b3e9b2f3e2789a0f08115162e6e03fa,faq,,,0.7109161615371704,chromadb_dense,2bc533aff9fa683ca0a03934a22e3d351b3e9b2f3e2789a0f08115162e6e03fa|b000be40b42e62b53767d8a6b3ce98a52925518bcd3ea5df158e0bdfd70d9401|a28d9d1238f829c664612f6e0f62f0152a39351f1f09ec1d7016a52c65a95792|cec536604892a87a31be7de8523c3bfbd54270f22f28c2d601bfe91b605a8376|5a356cdb0bebaddc4e75f9c17283d8015c2bb4ae6571eb8c393aba98e267920f,||98||164,STRUCT_000313|STRUCT_000312|STRUCT_000099|STRUCT_000272|STRUCT_000162,00100
