eval_id,eval_type,question,gold_document_unit_ids,gold_article_numbers,chunking_strategy,embedding_model,retriever,alpha,hit_at_1,hit_at_3,hit_at_5,rr,ndcg_at_5,latency_sec,top1_chunk_id,top1_parent_document_id,top1_source_type,top1_article_number,top1_article_title,top1_score,top1_retrieval_backend,top5_parent_document_ids,top5_article_numbers,top5_relevance,runtime_error,gold_article_numbers_from_eval,gold_article_numbers_before_repair
FAQ_INDEXED_RETRIEVAL_0011,faq_paraphrase_retrieval,أريد توضيح الحكم النظامي بخصوص: في حال تم رصد مخالفات في ملف الأجور، أين أجد تفاصيل المخالفة وتنبيهات السجلات؟,f57c2b160f50a286f048602402e5d676a4cf0bbe511b687093e968c02386c8d0,57|2|160|50|286|5|4|8,structural,none,bm25,,0,0,0,0.0,0.0,0.0075953006744384766,STRUCT_000291,f57c2b160f50a286f048602402e5d676a4cf0bbe511b687093e968c02386c8d0,faq,,nan,95.8724136352539,bm25,f57c2b160f50a286f048602402e5d676a4cf0bbe511b687093e968c02386c8d0|661a8130be4d0da1b9ea1a855571c4af0014764e4cc9183b3430ef61698f77d1|5c173beff3f129204768a7c4a37ccf1caf9604dbb76fa9ee8692ae1d1ecf66c6|302be7a68fdb250526324c51d10519a63a0be5af74182ca175da01c1c59f158a|904ab34b5c9b43d2fe7a741ce82e65e27d0d5d6fb0315878dd8e0ce0667d8d04,,00000,,57|2|160|50|286|5|4|8,
FAQ_INDEXED_RETRIEVAL_0012,faq_paraphrase_retrieval,أريد توضيح الحكم النظامي بخصوص: ما المقصود من كون عمال المستشفيات ضمن المساعدين الفنيين ومن هم عمال المستشفيات الذين يندرجون تحت هذه المجموعة؟,5d89c328b1fd5f76bbb0bb1f436a64a11b7c970590220950c748345407506932,5|89|1|76|64|11|7,structural,none,bm25,,1,1,1,1.0,1.0,0.008933305740356445,STRUCT_000422,5d89c328b1fd5f76bbb0bb1f436a64a11b7c970590220950c748345407506932,faq,,nan,114.30889129638672,bm25,5d89c328b1fd5f76bbb0bb1f436a64a11b7c970590220950c748345407506932|856b638fc209612bdc2d28e7afef1aad1cc471416570bb628c18f35936b69303|c91b6c3872f87c320cac960229321ad90710d58e53361f20475d343cc1d88d2d|a03900ffe9b536bc7774b84e1eb41826aacf458ed3920b36e463e08ac8bde4cd|bee1fb7779d1e1a0fe8219edb2c57c3a92726d0ab584775eddc0df60a5cfa1fc,7|5,11000,,5|89|1|76|64|11|7,
FAQ_INDEXED_RETRIEVAL_0013,faq_paraphrase_retrieval,أريد توضيح الحكم النظامي بخصوص: موظف قدم للرياض للالتحاق بدورة تدريبية وبعد انتهاء الفترة التدريبية عاد إلى مقر عمله الأصلي وفي أثناء الطريق حصل عليه حادث توفي بسببه، هل يستحق ورثته التعويض المنصوص عليه بالمادة (35) من لائحة الحقوق والمزايا المالية؟,3817232e84c2b627b82a38def619dcc93a71bf05555e6f194b8ee29d98318dc5,84|2|82|38|93|71|6|194|8|29|5,structural,none,bm25,,0,0,0,0.0,0.0,0.01009058952331543,STRUCT_000444,3817232e84c2b627b82a38def619dcc93a71bf05555e6f194b8ee29d98318dc5,faq,,nan,177.88160705566406,bm25,3817232e84c2b627b82a38def619dcc93a71bf05555e6f194b8ee29d98318dc5|805230b359c36c66f227ede181f48e9fe418ada20a1e2ea5d557d3e3d1169707|3a53919d4dc1c1ec2031fd1fb1ddb53c2b9914440cced3ff92a7921a568c4119|28c7e1dfc1f40ebb7b007a201360d537c4fc081c6d57f7bcda5166491de1ba69|c492292698eb771cf8d3ea473e40358b6d243ac6e935a6fc60527e0dcf8ad53f,,00000,,84|2|82|38|93|71|6|194|8|29|5,
FAQ_INDEXED_RETRIEVAL_0014,faq_paraphrase_retrieval,أريد معرفة ما إذا كان يخصم بدل المواصلات من راتب الإجازة السنوية؟,b1274bf7adc64bdf451019e4044a08171998e04e52da706e1753c4c39cb3f88e,7|64|4|52|39|3|88,structural,none,bm25,,0,0,0,0.0,0.0,0.0047414302825927734,STRUCT_000314,b1274bf7adc64bdf451019e4044a08171998e04e52da706e1753c4c39cb3f88e,faq,,nan,44.667545318603516,bm25,b1274bf7adc64bdf451019e4044a08171998e04e52da706e1753c4c39cb3f88e|b76ea04712c59028bb223bbf40e23918f0f83b5df12af4d870883b02fc349733|2c55970491f40a3dae9554824f4a7a5629081787ebebf71d02c75edfe1ea78a8|7f703e904ef315474ca52b6a1a7dec42df2957512b7d2c54d031da523ec7d4ad|5eba454702f0e063612cb5d6d44774a791231781c240e5f90e4e97f8b55b81b5,,00000,,7|64|4|52|39|3|88,
FAQ_INDEXED_RETRIEVAL_0015,faq_paraphrase_retrieval,أريد توضيح الحكم النظامي بخصوص: موظف استقال من وظيفة بالمرتبة الرابعة ومن ثم عاد للخدمة على المرتبة الخامسة بعد نجاحه في المسابقة، ما مدى إمكانية احتفاظه بما كان يتقاضاه من راتب حين كان يشغل المرتبة الرابعة؟,5107dac49f2f062efde03d2678c519400560af163fc12ecad735831b7cec76ab,49|2|62|3|163|12|7|76,structural,none,bm25,,0,0,0,0.0,0.0,0.006958484649658203,STRUCT_000408,5107dac49f2f062efde03d2678c519400560af163fc12ecad735831b7cec76ab,faq,,nan,141.85887145996094,bm25,5107dac49f2f062efde03d2678c519400560af163fc12ecad735831b7cec76ab|4148ec449d75bd487a957b9174cedbddad8ac663125b8cb4baadfe4f9896054d|dd38d57da187d26b89973bf8d21829a22f466c21d4ab8d38c9a739e52edfb50e|686b9d5bd1fcce6cfc3aacc73d15d60d39ef640488e4b19105b80cca2480db6f|60a2b26be2d81a570074da6a1f7040a4c7d61f53d6f7a1f00f401b59f9d113a6,,00000,,49|2|62|3|163|12|7|76,
FAQ_INDEXED_RETRIEVAL_0016,faq_paraphrase_retrieval,أريد معرفة عقد العمل؟,bee1fb7779d1e1a0fe8219edb2c57c3a92726d0ab584775eddc0df60a5cfa1fc,1|2|57|3|60|5,structural,none,bm25,,0,0,0,0.0,0.0,0.0047571659088134766,STRUCT_000367,a5c97c0a44012239497929539ec3ce025b26c4344a3df4a284a9f39e8dbc6a78,faq,,nan,8.881467819213867,bm25,a5c97c0a44012239497929539ec3ce025b26c4344a3df4a284a9f39e8dbc6a78|5eba454702f0e063612cb5d6d44774a791231781c240e5f90e4e97f8b55b81b5|bee1fb7779d1e1a0fe8219edb2c57c3a92726d0ab584775eddc0df60a5cfa1fc|8bbf575ad1766bf715e0035a740eeecfe0375e1df9582aa1d446c417832408ce|7165c86d716212cae3d2a66e831f493050f36ea6823907e713599bc67ab6d46e,,00000,,1|2|57|3|60|5,
FAQ_INDEXED_RETRIEVAL_0017,faq_paraphrase_retrieval,أريد معرفة ما إذا كان تحسم رواتب العطل الرسمية والأعياد إذا سبقها غياب ولحقها غياب على ضوء تعميم وزارة الخدمة المدنية رقم 33708/15 وتاريخ 23/12/1410هـ؟,1bcea91ad64fc2632630ba3f80236d5f518715ce96a592e289c1a1698d86b3db,1|91|64|3|5|96|289|86,structural,none,bm25,,0,0,0,0.0,0.0,0.009238719940185547,STRUCT_000407,1bcea91ad64fc2632630ba3f80236d5f518715ce96a592e289c1a1698d86b3db,faq,,nan,136.2138671875,bm25,1bcea91ad64fc2632630ba3f80236d5f518715ce96a592e289c1a1698d86b3db|c492292698eb771cf8d3ea473e40358b6d243ac6e935a6fc60527e0dcf8ad53f|83981030170e4ea6a8956ffbdc0b58832c4dbd087a517f44ab9517da1b219fcb|5b87145d53f6e42bb77d0b3659f225a8caf02ac5e8410dbd33c93193f2bc89dd|c8d8b6fbb618376d310d6b8cd3609518895ebfa3cd038b18120a221f161db0f2,,00000,,1|91|64|3|5|96|289|86,
FAQ_INDEXED_RETRIEVAL_0018,faq_paraphrase_retrieval,أريد معرفة العمل المرن؟,cec536604892a87a31be7de8523c3bfbd54270f22f28c2d601bfe91b605a8376,87|31|7|3|22|28|2|91,structural,none,bm25,,0,0,0,0.0,0.0,0.004586219787597656,STRUCT_000338,6608f4bd302f00acf422a976642b282443e43b1b69db100624218d2f3f76d949,faq,,nan,7.297031402587891,bm25,6608f4bd302f00acf422a976642b282443e43b1b69db100624218d2f3f76d949|5eba454702f0e063612cb5d6d44774a791231781c240e5f90e4e97f8b55b81b5|c2f5ec9f530b9b0a4fe988a3bb659b66f6150627815e264eb336c9214c6c95cd|2edd67f62b6108dad9a62ceaeac4e7fcc5c617562e84f22a3d81d0fe89edfd64|8625f9bde4c32fc657c5b87bb02f1db2fe9eb7ecab856118316c8b04083c709e,,00000,,87|31|7|3|22|28|2|91,
FAQ_INDEXED_RETRIEVAL_0019,faq_paraphrase_retrieval,أريد توضيح الحكم النظامي بخصوص: ما مدى جواز منح الموظف المنقول بترقية الدرجة الإضافية المنصوص عليها بالمادة (18/ب) من نظام الخدمة المدنية؟,e2a9764eb94b7e7f04f21c773b92eaf24340fc706745b8ea8f0db4e2a51f3e82,2|94|7|4|21|92|8|51|3|82,structural,none,bm25,,0,0,0,0.0,0.0,0.006740093231201172,STRUCT_000416,e2a9764eb94b7e7f04f21c773b92eaf24340fc706745b8ea8f0db4e2a51f3e82,faq,,nan,79.63886260986328,bm25,e2a9764eb94b7e7f04f21c773b92eaf24340fc706745b8ea8f0db4e2a51f3e82|7e0d7b015b7a7a782dbb454beaac8c06cc365d8e05e4999fb5fd0c39079c9a6e|5b87145d53f6e42bb77d0b3659f225a8caf02ac5e8410dbd33c93193f2bc89dd|94287a1ac289d0b9ae8ce721582aabb9fb36b786d23e9639d617ced08c4c706e|7baefc03492cb2b83afc30fc033fcf8b64a0c6bb73d582d728625ec5ac857cab,,00000,,2|94|7|4|21|92|8|51|3|82,
FAQ_INDEXED_RETRIEVAL_0020,faq_paraphrase_retrieval,أريد توضيح الحكم النظامي بخصوص: في حالة غياب الموظف عن العمل وإيقاع عقوبة تأديبية عليه بسبب ذلك فهل تحتسب أيام الغياب التي عوقب عنها ضمن أيام الغياب التي يجوز للإدارة طي قيد الموظف وفقاً للمادة (226) من اللائحة التنفيذية للموارد البشرية في الخدمة المدنية؟,2160bc70c3da1caf9900d19ed1bb256f967be922b1e26fcba66d9709045a8e86,70|3|1|19|256|26|66|8|86,structural,none,bm25,,0,0,0,0.0,0.0,0.007917404174804688,STRUCT_000455,2160bc70c3da1caf9900d19ed1bb256f967be922b1e26fcba66d9709045a8e86,faq,,nan,162.78631591796875,bm25,2160bc70c3da1caf9900d19ed1bb256f967be922b1e26fcba66d9709045a8e86|c6427e9cf5dbbc6ff0fb06f99129bc44cfbe933e08cf0d1edd5c5b99dc80744f|4b68b15940234236ff62c01696caf43d5d9bb572ccc75cad8a58f510bdc58fce|65455c943e5ae433f16b0bae3362dd77d594b34ec61cdbb0dc532a72463d7036|da95a914fb289bfafe5b71eb8e1ad9e6b8faec5c901ab8e9889e9dc3e968aeb7,,00000,,70|3|1|19|256|26|66|8|86,
FAQ_INDEXED_RETRIEVAL_0021,faq_paraphrase_retrieval,"ما طريقة يتم طلب المدرب الاختياري قبل التقدم بطلب شهادة ""مواءمة""؟",168103dc1e3bce55d0baf904d258bcfeb5a2940e3cf0c8fa6b0fe33fb65016ab,1|3|55|258|5|8|6|33,structural,none,bm25,,0,0,0,0.0,0.0,0.00390934944152832,STRUCT_000257,168103dc1e3bce55d0baf904d258bcfeb5a2940e3cf0c8fa6b0fe33fb65016ab,faq,,nan,58.08561325073242,bm25,168103dc1e3bce55d0baf904d258bcfeb5a2940e3cf0c8fa6b0fe33fb65016ab|682bb580f3adee84d64edf54c0b88d7cccf1715956e0a94b19c5e5609df66598|0daa0c26ae506fc5813aa4fbcaff4cd59e71f18f6c60f7316a820436f569c881|bf786ea67c49c6346c7f0f01e08c92730964c0cbea940d6b9dac2f06e63c961b|6a55490c06050d18e6ab64422f2f30529407169fd86446f4d9c72341dd246ad8,,00000,,1|3|55|258|5|8|6|33,
FAQ_INDEXED_RETRIEVAL_0022,faq_paraphrase_retrieval,هل مسموح نظاماً للعامل الانتقال من منشأة في النطاق الأحمر بدون إذن صاحب العمل إلى منشأة لم تدخل في النطاقات (أقل من 10 عمال)؟,a5df99c1d79bacfdba628c3d9ca2b8918e7b0fa90361b9b4f0fe94a31b77a08b,5|99|1|79|3|9|2|7|4|94|31|77|8,structural,none,bm25,,0,0,0,0.0,0.0,0.005987405776977539,STRUCT_000285,a5df99c1d79bacfdba628c3d9ca2b8918e7b0fa90361b9b4f0fe94a31b77a08b,faq,,nan,93.96280670166016,bm25,a5df99c1d79bacfdba628c3d9ca2b8918e7b0fa90361b9b4f0fe94a31b77a08b|8263708b5f1d5fc0777b842b3e1f4fe320e1e3e3c258f86e58688dbab8cb6cce|714ec2bf3c376a2dbb852dfa35e22081af7d056652cec27acb1e5ff1393dfae1|6a55490c06050d18e6ab64422f2f30529407169fd86446f4d9c72341dd246ad8|a820055843ea72d03dd636cd0ff8e31f0f0c737407dfbc5d535885f31026f53e,,00000,,5|99|1|79|3|9|2|7|4|94|31|77|8,
FAQ_INDEXED_RETRIEVAL_0023,faq_paraphrase_retrieval,أريد توضيح الحكم النظامي بخصوص: ما مدى امكانية ابتعاث أوايفاد العامل المعين على بند الأجور للدراسة؟,a9c67021f17a655e0f76d00ca7fb9c2dd13161a4b164c16c29800bedf670a313,9|17|76|7|2|4|164|16,structural,none,bm25,,0,0,0,0.0,0.0,0.006667375564575195,STRUCT_000395,a9c67021f17a655e0f76d00ca7fb9c2dd13161a4b164c16c29800bedf670a313,faq,,nan,44.94706726074219,bm25,a9c67021f17a655e0f76d00ca7fb9c2dd13161a4b164c16c29800bedf670a313|7e0d7b015b7a7a782dbb454beaac8c06cc365d8e05e4999fb5fd0c39079c9a6e|60a2b26be2d81a570074da6a1f7040a4c7d61f53d6f7a1f00f401b59f9d113a6|1b41f4a6c2e24fdcc963aaf2b1982b9a619387cc679cab947499d0e78a09eba6|7baefc03492cb2b83afc30fc033fcf8b64a0c6bb73d582d728625ec5ac857cab,,00000,,9|17|76|7|2|4|164|16,
FAQ_INDEXED_RETRIEVAL_0024,faq_paraphrase_retrieval,هل مسموح منح الموظف أثناء فترة التجربة إجازة استثنائية؟,78f81c83dd04fa5ab3381ae749af2ce057520311f0ab6e19511a79a62a4edefd,78|81|83|4|5|2|6|79|62,structural,none,bm25,,0,0,0,0.0,0.0,0.005292177200317383,STRUCT_000471,78f81c83dd04fa5ab3381ae749af2ce057520311f0ab6e19511a79a62a4edefd,faq,,nan,41.71726989746094,bm25,78f81c83dd04fa5ab3381ae749af2ce057520311f0ab6e19511a79a62a4edefd|252f692c8312ef6d3c924a55f14b510ccfc6473b464954261010cc34ab085e39|4ea6ce0796de3bb69240c3b7af0517a5fce42393f56f99a3648f6ae81f915215|54dd78f3d97e2df85a7182709a503a95478bc0ac5188edebd35d5cdb2aa670d5|7c0fba80abbbfac68dd54e5a6fb24eacdd94cb9ec1d7cdedb9c9477c5add56f1,,00000,,78|81|83|4|5|2|6|79|62,
FAQ_INDEXED_RETRIEVAL_0025,faq_paraphrase_retrieval,أريد توضيح الحكم النظامي بخصوص: ما مدى إلزام الموظف بالعمل خارج وقت الدوام، وهل يعتبر امتناعه عنه مخالفة إدارية تخل بواجبات وظيفته؟,9b91a9d089c343bc5c99807677240edc17f246b0c6916d09788eeb78557da2b9,9|91|89|5|17|246|2,structural,none,bm25,,0,0,0,0.0,0.0,0.00536656379699707,STRUCT_000488,9b91a9d089c343bc5c99807677240edc17f246b0c6916d09788eeb78557da2b9,faq,,nan,108.66252136230469,bm25,9b91a9d089c343bc5c99807677240edc17f246b0c6916d09788eeb78557da2b9|2c55970491f40a3dae9554824f4a7a5629081787ebebf71d02c75edfe1ea78a8|7f703e904ef315474ca52b6a1a7dec42df2957512b7d2c54d031da523ec7d4ad|b0c12a67606179951e984f2f3e51d30baf2e5494e7bcc0f8c820453563770454|09bd9b28fb405d84780b2d5e5debda9e0093df5364847ca6754d31e3b7057749,,00000,,9|91|89|5|17|246|2,
FAQ_INDEXED_RETRIEVAL_0026,faq_paraphrase_retrieval,أريد توضيح الحكم النظامي بخصوص: ما مدى انطباق المزايا المالية التي تصرف للمشاركين في أعمال الحج على العمال المعينين على بند الأجور؟,18c49d682abe023256d4e29352c754105af96a17549f0470dc4dbdd4a721b1ca,18|49|4|96|1,structural,none,bm25,,0,0,0,0.0,0.0,0.0062220096588134766,STRUCT_000426,18c49d682abe023256d4e29352c754105af96a17549f0470dc4dbdd4a721b1ca,faq,,nan,76.54273223876953,bm25,18c49d682abe023256d4e29352c754105af96a17549f0470dc4dbdd4a721b1ca|55c6480dc2fde72eebcdcae651f5b8b4970b138d7009b692dfec858b088dd88e|e25791ae74f46fef5797dbe7fa70beffff233c36730bfb9d274bd38416f60c5e|a4e37ac3c051479b40c79d3e2df3219718a8dbec5b182a1f0ae1487b87478c3c|824c4a5d30aae6ff54a965c0d935053b71e6034d36d4318118658fa3cf365068,,00000,,18|49|4|96|1,
