chunk_id,chunking_strategy,chunk_text,chunk_word_count,chunk_char_count,chunk_order,parent_document_id,record_id,source_type,source_name,legal_category,rag_usage,article_number_int,article_number_label,bab_label,bab_title,fasl,article_title
STRUCT_000011,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 11
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة الحادية عشرة: رقم المادة: 11 حالة المادة: active النص: إذا عهد صاحب العمل لأي شخص طبيعي أو معنوي القيام بعمل من أعماله الأصلية , أو جزء منها ؛ وجب على الأخير أن يعطي عماله جميع الحقوق والمزايا التي يعطيها صاحب العمل الأصلي لعماله .",68,373,1,1fed385edf407e439673e792539ec81f8ea2026e073f67e479ee0650dd4c3d5f,11,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,11,11,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الحادية عشرة:
STRUCT_000012,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 11مكرر
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة الحادية عشرة مكرر : رقم المادة: 11مكرر حالة المادة: active النص: مع عدم الإخلال بأحكام هذا النظام والأنظمة ذات العلاقة؛ للوزير أن يتخذ الإجراءات التي من شأنها أن تكفل تحسين أداء سوق العمل ، وتنظيم حركة انتقال الأيدي العاملة .",64,371,1,721e33c80e40e4a957360447cdaa1dcd5d7fa6a1df674ae5c4f9dd291c69813e,12,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,11,11مكرر,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الحادية عشرة مكرر :
STRUCT_000013,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 12
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة الثانية عشرة: رقم المادة: 12 حالة المادة: active النص: تضع الوزارة نموذجاً موحداً - أو أكثر - للائحة تنظيم العمل ، على أن يكون شاملاً لقواعد تنظيم العمل وما يتصل به من أحكام ، بما في ذلك الأحكام المتعلقة بالميزات والأحكام الخاصة بالمخالفات والجزاءات التأديبية . تضع الوزارة ضوابط وآليات اعتماد لوائح تنظيم العمل .",79,455,1,88be1d55640fa06129413c2d804c48e54ea15adf2c278d9985fcd9c8dab5c6fc,13,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,12,12,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الثانية عشرة:
STRUCT_000014,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 13
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة الثالثة عشرة : رقم المادة: 13 حالة المادة: active النص: يلتزم كل صاحب عمل بإعداد لائحة لتنظيم العمل في منشأته وفق النموذج المعد من الوزارة ، ويجوز للوزير الاستثناء من ذلك . يجوز لصاحب العمل تضمين اللائحة شروطاً وأحكاماً إضافية ، بما لا يتعارض مع أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له . يجب على صاحب العمل أن يعلن لائحة تنظيم العمل وأي تعديل يطرأ عليها في مكان ظاهر في المنشأة أو أي وسيلة أخرى تكفل علم الخاضعين لها بأحكامها .",106,583,1,5bfc67727fafb0d0d8c36067f8d1d7c1e99f1ebd374c22b80b991e29566d7620,14,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,13,13,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الثالثة عشرة :
STRUCT_000015,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 15
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة الخامسة عشرة: رقم المادة: 15 حالة المادة: active النص: على صاحب العمل عند بدء العمل في أي منشأة أن يبلغ مكتب العمل المختص كتابة بالبيانات الآتية: إسم المنشأة ونوعها ومركزها ، والعنوان الذي توجه إليه المراسلات ، وأي معلومة يكون من شأنها سهولة الإتصال بالمنشأة . النشاط الإقتصادي المرخص له بمزاولته مع ذكر رقم السجل التجاري أو الترخيص وتاريخه ، وجهة إصداره ، وإرفاق صورة منه . عدد العمال المراد تشغيلهم في المنشأة . إسم مدير المنشأة المسؤول . أي بيانات أخرى تطلبها الوزارة .",109,614,1,d83ce1bde91b6a48be946bc9636c4a1badd44979301ce6d2f80b1dd246c13b67,15,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,15,15,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الخامسة عشرة:
STRUCT_000016,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 16
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة السادسة عشرة: رقم المادة: 16 حالة المادة: active النص: إذا لم يتمكن صاحب العمل من ممارسة العمل بنفسه ، فعليه أن يعين مسؤولاً يمثله في مكان العمل . وفي حالة تعدد الشركاء أو المديرين في المنشأة يسمى أحدهم من المقيمين في مكان العمل ، يمثل صاحب العمل ويكون مسؤولاً عن أي مخالفة لأحكام هذا النظام . على صاحب العمل أن يبلغ مكتب العمل المختص كتابة باسم الشريك أو المدير ، وعليه في حالة تغييره أن يبلغ المكتب بإسم الشريك أو المدير الجديد خلال سبعة أيام على الأكثر من تولي هذا الأخير عمله . إذا لم يوجد شخص معين بصفة مدير مسؤول للمنشأة - او إذا لم يباشر الشخص المعين عمله – فإن من يقوم فعلاً بأعمال المدير أو صاحب العمل نفسه يعد مديراً مسؤولاً عن المنشأة . وفي كل الأحوال تبقى مسؤولية صاحب العمل قائمة بصفة أصلية .",162,847,1,b9bf91a5f0db3448fa64a29308554011b316a4ecfc1d1fb8920b3fd2cc93d4a5,16,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,16,16,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة السادسة عشرة:
STRUCT_000017,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 17
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة السابعة عشرة: رقم المادة: 17 حالة المادة: active النص: على صاحب العمل أن يحتفظ في مكان العمل بالسجلات والكشوف والملفات التي تحدد ماهيتها ، والبيانات التي يجب أن تتضمنها اللائحة . وعليه أن يضع في مكان ظاهر بموقع العمل جدولاً بمواعيد العمل ، وفترات الراحة ، ويوم الراحة الأسبوعي ، ومواعيد بدء كل نوبة وإنتهائها في حالة العمل بأسلوب المناوبة .",85,482,1,ea1f1209163b988eca5f54c00cd45c470586815867fdbf12f7c57c9a2284dd89,17,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,17,17,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة السابعة عشرة:
STRUCT_000018,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 18
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة الثامنة عشرة: رقم المادة: 18 حالة المادة: active النص: إذا انتقلت ملكية المنشأة لمالك جديد، أو طرأ تغيير على شكلها النظامي بالدمج أو التجزئة أو غير ذلك، تبقى عقود العمل نافذة في الحالين، وتعد الخدمة مستمرة. أما بالنسبة لحقوق العمال الناشئة عن المدة السابقة لهذا التغيير من أجور، أو مكافأة نهاية خدمة مفترضة الاستحقاق بتاريخ انتقال الملكية، أو غير ذلك من حقوق؛ فيكون الخلف والسلف مسؤولين عنها بالتضامن. ويجوز في حال انتقال المنشآت الفردية لأي سبب اتفاق السلف والخلف على انتقال جميع حقوق العمال السابقة إلى المالك الجديد بموافقة العامل الخطية. وللعامل في حال عدم موافقته طلب إنهاء عقده وتسلّم مستحقاته من السلف.",127,751,1,4292f786ad4ddc5494c1303d472769f24b1831a0153f9d394e738fe4f40b3c3a,18,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,18,18,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الثامنة عشرة:
STRUCT_000019,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 19
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة التاسعة عشرة: رقم المادة: 19 حالة المادة: active النص: تعد المبالغ المستحقة للعامل أو ورثته بمقتضى هذا النظام ديوناً ممتازة من الدرجة الأولى . وللعامل وورثته في سبيل إستيفائها إمتياز على جميع أموال صاحب العمل. وفي حالة إفلاس صاحب العمل أو تصفية منشأته تسجل المبالغ المذكورة ديوناً ممتازة، ويدفع للعامل مبلغ معجل يعادل أجر شهر واحد ، وذلك قبل سداد أي مصروف آخر - بما في ذلك المصروفات القضائية ومصروفات الإفلاس أو التصفية.",97,562,1,af6ed390637f338300035c2d826542ebf830bf9835b0f122aeb8573f22c25d9d,19,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,19,19,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة التاسعة عشرة:
STRUCT_000020,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 20
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة العشرون: رقم المادة: 20 حالة المادة: active النص: لا يجوز لصاحب العمل أو العامل أن يقوم بعمل من شأنه إساءة استعمال أحكام هذا النظام أو القرارات واللوائح الصادرة تنفيذاً لأحكامه كما لايجوز لأي منهما القيام بعمل من شأنه الضغط على حرية الآخر أو حرية عمال أو اصحاب عمل آخرين لتحقيق أي مصلحة أو وجهة نظر يتبناها مما يتنافى مع حرية العمل أو إختصاص الجهة المختصة بتسوية الخلافات.",91,514,1,71af7c7b9e20ec71a802f1c6536203aadfb28700b672c1461f2b6e212f405930,20,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,20,20,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة العشرون:
STRUCT_000021,safe_structural_chunking,"التعريفات / الأحكام العامة - الفصل الثاني - المادة 21
المصدر: نظام العمل السعودي الباب الأول - التعريفات / الأحكام العامة الفصل الثاني المادة الحادية والعشرون: رقم المادة: 21 حالة المادة: active النص: على الوزير – في سبيل تنفيذ أحكام هذا النظام – التنسيق مع الجهات ذات العلاقة كلما اقتضى الأمر ذلك.",52,298,1,28ea6ad66cd27367a93e5bd18475794d44ca318aca5693f3243b18db85c8cd23,21,legal_article,نظام العمل السعودي,التعريفات / الأحكام العامة,indexing_allowed_active_law,21,21,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الحادية والعشرون:
STRUCT_000022,safe_structural_chunking,"تنظيم عمليات التوظيف - الفصل الأول - المادة 22
المصدر: نظام العمل السعودي الباب الثاني - تنظيم عمليات التوظيف الفصل الأول المادة الثانية والعشرون: رقم المادة: 22 حالة المادة: active النص: توفر الوزارة قنوات للتوظيف دون مقابل، تقوم بما يأتي: 1. مساعدة العمال في الحصول على الأعمال المناسبة، ومساعدة أصحاب الأعمال في إيجاد العمال المناسبين. 2. جمع المعلومات الضرورية عن سوق العمل وتطوره وتحليلها؛ لكي تكون في متناول مختلف الهيئات العامة والخاصة المعنية بشؤون التخطيط الاقتصادي والاجتماعي. 3. تنفيذ الواجبات الآتية: 3/1- تسجيل طالبي العمل. 3/2- الحصول على بيانات بالأعمال الشاغرة من أصحاب الأعمال. 3/3-مواءمة طلبات طالبي العمل مع الأعمال الشاغرة وفق مؤهلاتهم. 3/4- تقديم النصح والمعونة إلى طالبي العمل فيما يختص بالتأهيل والتدريب المهني، أو بإعادة التدريب اللازم للحصول على الأعمال الشاغرة. 3/5- غير ذلك من الأمور التي تقررها الوزارة.",131,831,1,7acf7a005d26bbd068ca3713c389a26e74f153f6b0af8f44559af57de00465d6,22,legal_article,نظام العمل السعودي,تنظيم عمليات التوظيف,indexing_allowed_active_law,22,22,الباب الثاني,تنظيم عمليات التوظيف,الفصل الأول,المادة الثانية والعشرون:
STRUCT_000023,safe_structural_chunking,"تنظيم عمليات التوظيف - الفصل الأول - المادة 23
المصدر: نظام العمل السعودي الباب الثاني - تنظيم عمليات التوظيف الفصل الأول المادة الثالثة والعشرون: رقم المادة: 23 حالة المادة: active النص: لكل مواطن في سن العمل قادر على العمل وراغب فيه أن يطلب قيد اسمه في قنوات التوظيف ، مع بيان تاريخ مولده ومؤهلاته وأعماله السابقة ورغباته وعنوانه.",58,332,1,d1d285ff1132b5e2f6dd7fa93af80f742b029e04ae04b82c88f99c30ae2fad79,23,legal_article,نظام العمل السعودي,تنظيم عمليات التوظيف,indexing_allowed_active_law,23,23,الباب الثاني,تنظيم عمليات التوظيف,الفصل الأول,المادة الثالثة والعشرون:
STRUCT_000024,safe_structural_chunking,"تنظيم عمليات التوظيف - الفصل الأول - المادة 24
المصدر: نظام العمل السعودي الباب الثاني - تنظيم عمليات التوظيف الفصل الأول المادة الرابعة والعشرون: رقم المادة: 24 حالة المادة: active النص: تحدد اللائحة قواعد سير العمل وإجراءاته في قنوات التوظيف، ونماذج السجلات والإشعارات والأوراق المستخدمة في أعمالها ، وكذلك جداول تصنيف المهن وفقاً للتصنيف المهني المعتمد ، وتكون أساساً في تنظيم عمليات التوظيف .",64,396,1,dc10ff24572a38e895055e16fe7255901ed2483eaf326883b95ac2df100e7023,24,legal_article,نظام العمل السعودي,تنظيم عمليات التوظيف,indexing_allowed_active_law,24,24,الباب الثاني,تنظيم عمليات التوظيف,الفصل الأول,المادة الرابعة والعشرون:
