eval_id,question,expected_answer_preview,top1_source_type,top1_article_number,top1_chunk_id,top1_score,token_overlap_score,char_ngram_similarity,faq_support_score,support_label,latency_sec,top_context_preview
23,هل يمكن إلغاء رخصة العمل ؟,لا يمكن إلغاء رخصة العمل بعد إصدارها أو تجديدها.,faq,,FIXED_000242,1.0,0.5714285714285714,0.25871753288101423,0.5714285714285714,Strong,0.4753696918487549,نوع المصدر: سؤال شائع السؤال: هل يمكن إلغاء التأشيرة المصدرة من مساند؟ الإجابة: نعم يمكنك إلغاء التأشيرة من خلال حساب مقدم الطلب لدى مساند: التأشيرات المصدرة - اختيار التأشيرة المراد إلغاؤها - إلغاء التأشيرة. التصنيف: أص...
24,متى يُلزم الموظف بإصدار رخصة العمل؟,يجب على المنشأة إصدار رخصة العمل للموظف الوافد خلال أول 90 يوم بعد دخوله للمملكة.,faq,,FIXED_000269,1.0,0.5714285714285714,0.2804413920831489,0.5714285714285714,Strong,0.4960622787475586,نوع المصدر: سؤال شائع السؤال: متى يتاح تجديد رخصة العمل؟ الإجابة: يسمح للمنشأة بتجديد رخصة العمل في حال تبقي 180 يوم أو أقل على انتهاء صلاحيتها. التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مر...
25,هل يجب إبلاغ أو مرجعة أو تسليم قائمة العمال السعوديين إلى وزارة الموارد البشرية بعد تسجيلهم بالتأمينات؟,لا غير مطلوب منك ذلك حيث سيتم قراءتها آليا من قبل برنامج نطاقات.,faq,,FIXED_000283,1.0,0.2727272727272727,0.08100603719412602,0.2727272727272727,Moderate,0.5018784999847412,نوع المصدر: سؤال شائع السؤال: كيف يمكن التأكد من أن نطاق المنشأة يعكس النطاق الحقيقي الذي تستحقه؟ الإجابة: على المنشآت إتباع الخطوات التالية لتعديل بياناتهم والحصول على التقييم الحقيقي: التأكد من تطابق رقم المنشأة في الا...
26,سبب اختلاف عدد العمال السعوديين الظاهرين لدى الموارد البشرية عن العدد الفعلي لدي؟,أعداد السعوديين في الوزارة هو مطابق لما في التأمينات بعد تحديث بيانات المنشأة، لذلك يلزمك سداد جميع مبالغ اشتراكات العمال للتأمينات اما نسبة السعودة فهي مرتبطة ...,faq,,FIXED_000283,1.0,0.4,0.4336363149219926,0.4336363149219926,Strong,0.4845609664916992,نوع المصدر: سؤال شائع السؤال: كيف يمكن التأكد من أن نطاق المنشأة يعكس النطاق الحقيقي الذي تستحقه؟ الإجابة: على المنشآت إتباع الخطوات التالية لتعديل بياناتهم والحصول على التقييم الحقيقي: التأكد من تطابق رقم المنشأة في الا...
27,هل يتم احتساب الفرد الذي يعمل لدى أكثر من منشأة في نفس الوقت ضمن نسبة التوطين؟,لن يتم احتساب المشترك الذي يعمل في نفس الوقت إلا لدى صاحب العمل الأول الذي سجل عنده وذلك حسب متطلبات وزارة الموارد البشرية والتنمية الاجتماعية.,faq,,FIXED_000283,1.0,0.6818181818181818,0.46897241183061045,0.6818181818181818,Strong,0.5127577781677246,نوع المصدر: سؤال شائع السؤال: كيف يمكن التأكد من أن نطاق المنشأة يعكس النطاق الحقيقي الذي تستحقه؟ الإجابة: على المنشآت إتباع الخطوات التالية لتعديل بياناتهم والحصول على التقييم الحقيقي: التأكد من تطابق رقم المنشأة في الا...
28,كيف يحسب الخليجي في نسب التوطين؟,يحسب العامل الخليجي كسعودي واحد في نسب التوطين,faq,,FIXED_000332,1.0,0.42857142857142855,0.2925588029760009,0.42857142857142855,Strong,0.48399782180786133,نوع المصدر: سؤال شائع السؤال: ماهي آلية احتساب نسب التوطين بعد تطبيق نطاقات المطور؟ الإجابة: يتم احتساب نسب التوطين عن طريق تطبيق المعادلة المذكورة في الدليل الإجرائي، ولمعرفة قيم مدخلات المعادلة يرجى الاطلاع على ملحق ال...
29,كيف يحسب الوافد وزوجته سعودية أو الوافدة وزوجها سعودي؟,يحسب الوافد الوافدة وزوجته زوجها سعودية سعودي كسعودي إذا كان كانت على كفالة زوجته زوجها وفي حالة نقل كفالته كفالتها على المنشأة يحسب كوافد أجنبي,legal_article,7,FIXED_000008,1.0,0.18181818181818182,0.1478484979227062,0.18181818181818182,Weak,0.4784057140350342,نوع المصدر: مادة قانونية اسم المصدر: نظام العمل السعودي التصنيف القانوني: التعريفات / الأحكام العامة الباب: التعريفات / الأحكام العامة الفصل: الفصل الثاني رقم المادة: 7 عنوان المادة: المادة السابعة : حالة المادة: فعالة ا...
30,كيف يتم احتساب من سبق ونفذ بحقه عقوبة سجن؟,يحسب السعودي بسعوديين 2 في أول منشأة التحق بها بعد تنفيذ الحكم وحتى يصبح سجله خالياً، ويتطلب من صاحب العمل تسجيله في مكتب التأمينات الاجتماعية.,faq,,FIXED_000413,1.0,0.38095238095238093,0.4079369820557552,0.4079369820557552,Strong,0.48291873931884766,نوع المصدر: سؤال شائع السؤال: موظف كفت يده عن العمل على أثر سجنه ثم أفرج عنه وباشر عمله وتمت مساءلته على إثر ذلك تأديبياً حيث حكم عليه بالفصل وكان أثناء فترة كف اليد لا تصرف له أنصاف الرواتب، ما مدى استحقاقه لأنصاف الروا...
31,هل يحدد برنامج نطاقات العائد المادي؟,إن برنامج نطاقات يتعامل مع تحدي البطالة من منطلق عام يتعلق بتحديد النسب الملزمة للتوطين في كافة منشآت القطاع الخاص ثم يأتي برنامج حافز لإعانة الباحثين عن العمل ...,faq,,FIXED_000281,1.0,0.26229508196721313,0.5201739986208103,0.5201739986208103,Strong,0.506279468536377,نوع المصدر: سؤال شائع السؤال: ما هو برنامج نطاقات؟ وكيف يحسن بيئة العمل للسعوديين؟ الإجابة: يأتي برنامج نطاقات كمعيار جديد لتحفيز المنشآت على توطين الوظائف، تقوم الوزارة مستخدمةً آلية حساب التوطين بتصنيف الكيانات داخل كل...
32,ما هي الخطوات المتبعة عند تغيب عامل الخدمة المنزلية؟,عند ترك عامل الخدمة المنزلية العمل، على صاحب العمل أن يبلغ أقرب مركز شرطة لمقر منزله، وعلى مركز الشرطة المبلغ القيام بالآتي: إبلاغ إدارة الجوازات بهرب العامل لا...,faq,,FIXED_000284,1.0,0.3191489361702128,0.5858069749039101,0.5858069749039101,Strong,0.5041728019714355,نوع المصدر: سؤال شائع السؤال: ما هو العمل الذي لا يمكن تكليف العمالة المنزلية به؟ الإجابة: يلتزم صاحب العمل بالآتي: 1 - ألاَّ يكلف عامل الخدمة المنزلية بغير العمل المتفق عليه، إلا في حالات الضرورة، بشرط ألا يختلف العمل ا...
33,ما هي عقوبة المخالفة من قِبل صاحب العمل؟,مع عدم الإخلال بالعقوبات الواردة في الأنظمة الأخرى يعاقب عامل الخدمة المنزلية الذي يخالف أحكام هذه اللائحة وفق الآتي: • غرامة مالية لا تزيد عن ألفي ريال، أو بمن...,legal_article,66,FIXED_000067,1.0,0.39215686274509803,0.4918909522399403,0.4918909522399403,Strong,0.741462230682373,نوع المصدر: مادة قانونية اسم المصدر: نظام العمل السعودي التصنيف القانوني: علاقات العمل الباب: علاقات العمل الفصل: الفصل الثاني رقم المادة: 66 عنوان المادة: المادة السادسة والستون: حالة المادة: فعالة النص: المصدر: نظام ال...
34,ما هي المدة النظامية التي يحق للعامل فيها مطالبة صاحب العمل بحقوقه؟,لا تقبل أمام المحاكم العمالية أي دعوى تتعلق بالمطالبة بحق من الحقوق المنصوص عليها في هذا النظام أو الناشئة عن عقد العمل بعد مضي 12 شهر من تاريخ انتهاء علاقة الع...,legal_article,81,FIXED_000083,1.0,0.8837209302325582,0.6309322284871749,0.8837209302325582,Strong,0.7746720314025879,نوع المصدر: مادة قانونية اسم المصدر: نظام العمل السعودي التصنيف القانوني: علاقات العمل الباب: علاقات العمل الفصل: الفصل الثالث رقم المادة: 81 عنوان المادة: المادة الحادية والثمانون: حالة المادة: فعالة النص: المصدر: نظام ...
35,ما هو الأجر الذي يتم عليه احتساب مكافأة نهاية الخدمة؟ هل هو الأساسي أم الإجمالي؟,إذا انتهت علاقة العمل وجب على صاحب العمل أن يدفع إلى العامل مكافأة عن مدة خدمته تحسب على أساس أجر نصف شهر عن كل سنة من السنوات الخمس الأولى، وأجر شهر عن كل سنة ...,legal_article,84,FIXED_000086,1.0,0.8775510204081632,0.8024875206458496,0.8775510204081632,Strong,0.5124073028564453,نوع المصدر: مادة قانونية اسم المصدر: نظام العمل السعودي التصنيف القانوني: علاقات العمل الباب: علاقات العمل الفصل: الفصل الرابع رقم المادة: 84 عنوان المادة: المادة الرابعة والثمانون: حالة المادة: فعالة النص: المصدر: نظام ...
36,ماهي الجهات المرتبطة في منصة مُدد لإدارة الرواتب؟,"وزارة الموارد البشرية والتنمية الاجتماعية. نظام حماية الأجور. المؤسسة العامة للتأمينات الاجتماعية. البنوك السعودية: بنك الرياض ,البنك العربي وبنك الإنماء و بنك ...",faq,,FIXED_000290,1.0,0.375,0.5641078277799934,0.5641078277799934,Strong,0.5024137496948242,نوع المصدر: سؤال شائع السؤال: ما هي الخدمات المقدمة في نظام مُدد لإدارة الرواتب؟ الإجابة: تقدم منصة مُدد الخدمات التالية: إدارة البيانات: يقوم النظام بتوفير جميع بيانات المنشأة وبيانات الموظفين بشكل مباشر من خلال نظام ال...
37,في حال تحويل الرواتب عبر البنك، كيف أحصل على ملف حماية الأجور؟,تقدم بطلب من المصرف للحصول على ملف الأجور موقّع إلكترونيًا ثم قم بزيارة منصة مُدد والتسجيل واختيار المنشأة ورفع ملف الأجور بعد إدخال البيانات الصحيحة المطلوبة.,faq,,FIXED_000290,1.0,0.47619047619047616,0.4003940710989428,0.47619047619047616,Strong,0.5102086067199707,نوع المصدر: سؤال شائع السؤال: ما هي الخدمات المقدمة في نظام مُدد لإدارة الرواتب؟ الإجابة: تقدم منصة مُدد الخدمات التالية: إدارة البيانات: يقوم النظام بتوفير جميع بيانات المنشأة وبيانات الموظفين بشكل مباشر من خلال نظام ال...
38,ما المقصود بالتسويات؟,التسويات المالية هي المبالغ المالية التي تقوم منشأة بتقديمها للعامل كمثال: دفع الأجور المتأخرة لأكثر من ٩٠ يومًا. دفع أجر العمل الإضافي. دفع بدل سكن مقدم. أي عم...,faq,,FIXED_000307,1.0,0.3448275862068966,0.5124714006886595,0.5124714006886595,Strong,0.7869877815246582,نوع المصدر: سؤال شائع السؤال: ماذا لو تسبب العامل بأي تلفيات؟ الإجابة: وفقاً لنص المادة (91) من نظام العمل السعودي: 1- إذا تسبب عامل في فقد أو إتلاف أو تدمير آلات أو منتجات يملكها صاحب العمل أو هي في عهدته وكان ذلك ناشئً...
39,ماهي أنواع الأجور؟,أ - العمال باليومية: تصرف أجورهم مرة كل أسبوع على الأقل. ب - العمال ذوو الأجور الشهرية: تصرف أجورهم مرة في الشهر. ج - إذا كان العمل يؤدى بالقطعة، ويحتاج لمدة تز...,faq,,FIXED_000298,1.0,0.925,0.5189614593292503,0.925,Strong,0.4905683994293213,نوع المصدر: سؤال شائع السؤال: ماهي الأجور؟ الإجابة: الأجر الأساسي: كل ما يعطى للعامل مقابل عمله، بموجب عقد عمل مكتوب أو غير مكتوب، مهما كان نوع الأجر أو طريقة أدائه، مضافًا إليه العلاوات الدورية. الأجر الفعلي: الأجر الأس...
40,كيف يتم تعويض العامل عن الإصابة في حالتي العجز (الدائم-المؤقت)؟,للمصاب في حالة عجزه المؤقت عن العمل الناتج من إصابة عمل الحق في معونة مالية تعادل أجره كاملًا لمدة ستين يوماً ثم يستحق مقابلًا ماليًّا يعادل 75 % من أجره طوال ا...,legal_article,138,FIXED_000141,1.0,0.9381443298969072,0.5964513127757382,0.9381443298969072,Strong,0.7774913311004639,نوع المصدر: مادة قانونية اسم المصدر: نظام العمل السعودي التصنيف القانوني: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الباب: الوقاية من مخاطر العمل والوقاية من الح...
41,كيف اتابع الشكوى وما هي الوثائق المطلوبة؟,على العميل متابعة الموضوع مع مكتب الشكاوى في وزارة الموارد البشرية والتنمية الاجتماعية عن طريق مركز الاتصال أو الحضور شخصياً إلى الوزارة وإبراز رقم الشكوى المقد...,faq,,FIXED_000306,1.0,0.4358974358974359,0.5780312547179282,0.5780312547179282,Strong,0.5063159465789795,نوع المصدر: سؤال شائع السؤال: كيف أقدم شكوى على أحد الموظفين في مكاتب العمل؟ وما الحل إذا لم تتم الإفادة من المدير المباشر؟ الإجابة: على العميل التوجه إلى مكتب العمل الذي يعمل فيه الموظف، وتقديم الشكوى للمدير المباشر حيث...
42,ما هي الوثائق المطلوبة لتقديم دعوى عمالية إلكترونياً؟,التوجه إلى منصة ودي المقدمة من وزارة الموارد البشرية والتنمية الاجتماعية عبر الرابط التالي: https://www.mol.gov.sa/securessl/login.aspx&nbsp ; إرفاق عقد العمل إ...,faq,,FIXED_000357,1.0,0.2653061224489796,0.4548971373427341,0.4548971373427341,Strong,0.5095314979553223,نوع المصدر: سؤال شائع السؤال: اعرف حقوق العمال؟ الإجابة: 1. خدمة التظلمات : خدمة الكترونية تمكن المستخدمين من رفع التظلمات و متابعتها و الرد عليها من قبل الجهات المعنية كما و تتيح الإطلاع على الإفادة الكترونيا​ 3. السلام...
