eval_id,question,expected_answer,beneficiaries,sector,subsite,legal_category,source_name,source_url,eval_type,gold_source_type,gold_document_unit_id,gold_document_unit_ids,gold_article_number,gold_article_numbers,gold_article_title,is_out_of_scope,notes,has_valid_gold_article,eval_type_original,is_retrieval_eval,retrieval_eval_level,gold_validation_status,eval_type_for_retrieval,is_out_of_scope_bool,has_gold,gold_available_in_index
135,متى يجوز لصاحب العمل إنهاء العقد دون مكافأة أو تعويض؟,لا يجوز لصاحب العمل فسخ العقد دون مكافأة العامل ، أو إشعاره ، أو تعويضه ؛ إلا في الحالات الآتية ، وبشرط أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ : إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسئول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. إذا لم يؤدِ العامل التزاماته الجوهرية المترتبة على عقد العمل أو لم يطع الأوامر المشروعة أو لم يراعِ عمداً التعليمات - التي أعلن عنها صاحب العمل في مكان ظاهر - الخاصة بسلامة العمل والعمال رغم إنذاره كتابة . إذا ثبت اتباع العامل سلوكاً سيئاً ، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة . إذا وقع من العامل - عمداً - أيُّ فعلٍ أو تقصيرٍ يقصد به إلحاق خسارة مادية بصاحب العمل ، بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه . إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل . إذا كان العامل معيناً تحت الاختبار . إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة أو أكثر من خمسة عشر يوماً متتالية ، على أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في الحالة الأولى وانقطاعه عشرة أيام في الحالة الثانية . إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة للحصول على نتائج ومكاسب شخصية . إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل الذي يعمل فيه .,,العمل,نظام العمل,Termination without reward,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576001,legal_article_retrieval,legal_article,1b6eab8234c7882e95dd2d1aeb5b2f561e3c1fff20c3f73d3c76785fe09b13a8,1b6eab8234c7882e95dd2d1aeb5b2f561e3c1fff20c3f73d3c76785fe09b13a8,80,80,المادة الثمانون:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
136,متى يجوز للعامل ترك العمل دون إشعار مع احتفاظه بحقوقه؟,يحق للعامل أن يترك العمل دون إشعار ، مع احتفاظه بحقوقه النظامية كلها ، وذلك في أي من الحالات الآتية: إذا لم يقم صاحب العمل بالوفاء بالتزاماته العقدية أو النظامية الجوهرية إزاء العامل . إذا ثبت أن صاحب العمل أو من يمثله قد أدخل عليه الغش وقت التعاقد فيما يتعلق بشروط العمل وظروفه . إذا كلفه صاحب العمل دون رضاه بعمل يختلف جوهرياً عن العمل المتفق عليه ، وخلافاً لما تقرره المادة الستون من هذا النظام . إذا وقع من صاحب العمل أو من أحد أفراد أسرته ، أو من المدير المسئول اعتداء يتسم بالعنف ، أو سلوك مخل بالآداب نحو العامل أو أحد أفراد أسرته . إذا اتسمت معاملة صاحب العمل أو المدير المسئول بمظاهر من القسوة والجور أو الإهانة . إذا كان في مقر العمل خطر جسيم يهدد سلامة العامل أو صحته ، بشرط أن يكون صاحب العمل قد علم بوجوده ، ولم يتخذ من الإجراءات ما يدل على إزالته . إذا كان صاحب العمل أو من يمثله قد دفع العامل بتصرفاته وعلى الأخص بمعاملته الجائرة أو بمخالفته شروط العقد إلى أن يكون العامل في الظاهر هو الذي أنهى العقد .,,العمل,نظام العمل,Leaving without notice,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576001,legal_article_retrieval,legal_article,93106f92e2e463b2afeee9b680ab418b16cc3907a7b7f1d8308274a5081c8839,93106f92e2e463b2afeee9b680ab418b16cc3907a7b7f1d8308274a5081c8839,81,81,المادة الحادية والثمانون:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
137,متى يستحق العامل مكافأة نهاية الخدمة؟,"إذا انتهت علاقة العمل وجب على صاحب العمل أن يدفع إلى العامل مكافأة عن مدة خدمته تحسب على أساس أجر نصف شهر عن كل سنة من السنوات الخمس الأولى، وأجر شهر عن كل سنة من السنوات التالية، ويتخذ الأجر الأخير أساساً لحساب المكافأة ، ويستحق العامل مكافأة عن أجزاء السنة بنسبة ما قضاه منها في العمل .

إذا كان انتهاء علاقة العمل بسبب استقالة العامل يستحق في هذه الحالة ثلث المكافأة بعد خدمة لا تقل مدتها عن سنتين متتاليتين ، ولا تزيد على خمس سنوات ، ويستحق ثلثيها إذا زادت مدة خدمته على خمس سنوات متتالية ولم تبلغ عشر سنوات ويستحق المكافأة كاملة إذا بلغت مدة خدمته عشر سنوات فأكثر .",,العمل,نظام العمل,End-of-service benefit,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576001,legal_article_retrieval,legal_article,5b972d3ae51a19b2a3ebe1ab525fc3fb05eefd24224b1f22cd598c050d3194bf,5b972d3ae51a19b2a3ebe1ab525fc3fb05eefd24224b1f22cd598c050d3194bf|343ee48aabd2cf26f0312d0efdb39d7547ea2d705cf92251d1663ca801c6d9d0,84,"84,85",المادة الرابعة والثمانون: | المادة الخامسة والثمانون:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
138,هل يحق لصاحب العمل نقل العامل من مكان عمله الأصلي؟,لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته - كتابةً - من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته . لصاحب العمل - في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة - تكليف العامل بعمل في مكان يختلف عن المكان المتفق عليه دون اشتراط موافقته ، على أن يتحمل صاحب العمل تكاليف انتقال العامل وإقامته خلال تلك المدة.,,العمل,نظام العمل,Worker transfer,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576001,legal_article_retrieval,legal_article,1051ab3d809d019bdc3a3f42ad5a02fc91dd155ec2c502a040180ae5cdd91a46,1051ab3d809d019bdc3a3f42ad5a02fc91dd155ec2c502a040180ae5cdd91a46,58,58,المادة الثامنة والخمسون:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
139,ما المقصود بعقد العمل في نظام العمل؟,عقد العمل هو عقد مبرم بين صاحب عمل وعامل ، يتعهد الأخير بموجبه أن يعمل تحت إدارة صاحب العمل أو إشرافه مقابل أجر .,,العمل,نظام العمل,Contract definition,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576001,legal_article_retrieval,legal_article,5041298e7168e1f1df106309d08bbb7448bfed1640704796254ea7358d898704,5041298e7168e1f1df106309d08bbb7448bfed1640704796254ea7358d898704,50,50,المادة الخمسون:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
140,كيف يتم دفع أجر العامل؟,"يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية : العمال باليومية : تصرف أجورهم مرة كل أسبوع على الأقل . العمال ذوو الأجور الشهرية : تصرف أجورهم مرة في الشهر . إذا كان العمل يؤدى بالقطعة ، ويحتاج لمدة تزيد على أسبوعين ؛ فيجب أن يحصل العامل على دفعة كل أسبوع تتناسب مع ما أتمه من العمل ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل . في غير ما ذكر , تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل . تلزم المنشآت بدفع الأجور في حسابات العمال عن طريق البنوك المعتمدة في المملكة ، بشرط ألا يتجاوز موعد استحقاقها المواعيد المحددة أعلاه ، ويجوز للوزير استثناء بعض المنشآت من ذلك .",,العمل,نظام العمل,Wage payment,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576008,legal_article_retrieval,legal_article,031f36fa1e7e63160f095bbe59710e050dcc0786bd6822a7d02cf125d764d9fe,031f36fa1e7e63160f095bbe59710e050dcc0786bd6822a7d02cf125d764d9fe,90,90,المادة التسعون:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
141,ما واجبات صاحب العمل تجاه العامل؟,بالإضافة إلى الواجبات المنصوص عليها في هذا النظام واللوائح والقرارات الصادرة تطبيقاً له، يجب على صاحب العمل ما يأتي: أن يمتنع عن تشغيل العامل سخرة ، وألا يحتجز دون سند قضائي أجر العامل أو جزءاً منه ، وأن يعامل عماله بالإحترام اللائق ، وأن يمتنع عن كل قول أو فعل يمس كرامتهم ودينهم. أن يعطي العمال الوقت اللازم لممارسة حقوقهم المنصوص عليها في هذا النظام دون تنزيل من الأجور لقاء هذا الوقت ، وله أن ينظم ممارسة هذا الحق بصورة لا تخل بسير العمل . أن يسهل لموظفي الجهات المختصة كل مهمة تتعلق بتطبيق أحكام هذا النظام . أن يمتنع عن القيام بكل ما من شأنه إبطال أو إضعاف تطبيق تكافؤ الفرص أو المعاملة في الاستخدام والمهنة، سواء من خلال الاستبعاد أو التفريق أو التفضيل بين المتقدمين للعمل أو العاملين لديه على أساس العرق أو اللون أو الجنس أو السن أو الإعاقة أو الحالة الاجتماعية أو أي شكل من أشكال التمييز الأخرى. أن يوفر السكن اللائق لعماله. وله أن يستعيض عن ذلك ببدل نقدي مناسب يدفعه لهم مع الأجر. أن يوفر وسيلة مواصلات مناسبة لعماله من مقر سكنهم إلى مقر العمل. وله أن يستعيض عن ذلك ببدل نقدي مناسب يدفعه لهم مع الأجر.,,العمل,نظام العمل,Employer obligations,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576001,legal_article_retrieval,legal_article,dbbeba8d4f9910bcd65ecb259ee92e14fbecd8072fd7ecbdeb15c471cdabd0b7,dbbeba8d4f9910bcd65ecb259ee92e14fbecd8072fd7ecbdeb15c471cdabd0b7,61,61,المادة الحادية والستون:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
142,ما التزامات العامل في نظام العمل؟,بالإضافة إلى الواجبات المنصوص عليها في هذا النظام واللوائح والقرارات الصادرة تطبيقاً له ، يجب على العامل : أن ينجز العمل وفقاً لأصول المهنة ووفق تعليمات صاحب العمل ، إذا لم يكن في هذه التعليمات ما يخالف العقد أو النظام أو الآداب العامة ، ولم يكن في تنفيذها ما يعرض للخطر . أن يعتني عناية كافية بالآلات والأدوات والمهمات والخامات المملوكة لصاحب العمل الموضوعة تحت تصرفه ، أو التي تكون في عهدته ، وأن يعيد إلى صاحب العمل المواد غير المستهلكة . أن يلتزم حسن السلوك والأخلاق أثناء العمل . أن يقدم كل عون ومساعدة دون أن يشترط لذلك أجراً إضافيا في حالات الكوارث و الأخطار التي تهدد سلامة مكان العمل أو الأشخاص العاملين فيه . أن يخضع – وفقاً لطلب صاحب العمل – للفحوص الطبية التي يرغب في إجرائها عليه قبل الإلتحاق بالعمل أو أثناءه، للتحقق من خلوه من الأمراض المهنية أو السارية . أن يحفظ الأسرار الفنية والتجارية والصناعية للمواد التي ينتجها ، أو التي أسهم في إنتاجها بصورة مباشرة أو غير مباشرة ، وجميع الأسرار المهنية المتعلقة بالعمل أو المنشأة التي من شأن إفشائها الإضرار بمصلحة صاحب العمل . أن يعتني عناية كافية بالآلات والأدوات والمهمات والخامات المملوكة لصاحب العمل الموضوعة تحت تصرفه ، أو التي تكون في عهدته ، وأن يعيد إلى صاحب العمل المواد غير المستهلكة . أن يلتزم حسن السلوك والأخلاق أثناء العمل . أن يقدم كل عون ومساعدة دون أن يشترط لذلك أجراً إضافيا في حالات الكوارث و الأخطار التي تهدد سلامة مكان العمل أو الأشخاص العاملين فيه . أن يخضع – وفقاً لطلب صاحب العمل – للفحوص الطبية التي يرغب في إجرائها عليه قبل الإلتحاق بالعمل أو أثناءه، للتحقق من خلوه من الأمراض المهنية أو السارية . أن يحفظ الأسرار الفنية والتجارية والصناعية للمواد التي ينتجها ، أو التي أسهم في إنتاجها بصورة مباشرة أو غير مباشرة ، وجميع الأسرار المهنية المتعلقة بالعمل أو المنشأة التي من شأن إفشائها الإضرار بمصلحة صاحب العمل . ثالثاً: قواعد التأديب,,العمل,نظام العمل,Worker obligations,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576001,legal_article_retrieval,legal_article,84a4ea6ef2688f7a6d64ca482e2677852748da3680abc96c5fe362ec12501940,84a4ea6ef2688f7a6d64ca482e2677852748da3680abc96c5fe362ec12501940,65,65,المادة الخامسة والستون:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
143,ما الحد الأقصى لساعات العمل الإضافية وكيف تُحتسب؟,يجب على صاحب العمل أن يدفع للعامل أجراً إضافيًّا عن ساعات العمل الإضافية يوازي أجر الساعة مضافاً إليه (50%) من أجره الأساسي، ويجوز لصاحب العمل بموافقة العامل أن يحتسب للعامل أيام إجازة تعويضية مدفوعة الأجر بدلًا عن الأجر المستحق للعامل لساعات العمل الإضافية. وتبين اللائحة الأحكام المتصلة بذلك. إذا كان التشغيل في المنشأة على أساس المعيار الأسبوعي لساعات العمل تعد الساعات التي تزيد على الساعات المتخذة لهذا المعيار ساعات عمل إضافية . تعد جميع ساعات العمل التي تؤدَّى في أيام العطل والأعياد ساعات إضافية .,,العمل,نظام العمل,Overtime,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576008,legal_article_retrieval,legal_article,e8b5ef7c86bc97c469eb6af936fc5aeafda9ce44bf0eed4b9c3c3a7130387fc6,e8b5ef7c86bc97c469eb6af936fc5aeafda9ce44bf0eed4b9c3c3a7130387fc6,107,107,المادة السابعة بعد المائة:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
144,ما أحكام السلامة والصحة المهنية في بيئة العمل؟,على صاحب العمل حفظ المنشأة في حالة صحية ونظيفة ، وإنارتها وتأمين المياه الصالحة للشرب والاغتسال ، وغير ذلك من قواعد الحماية والسلامة والصحة المهنية وإجراءاتها ومستوياتها وفقاً لما يحدده الوزير بقرار منه.,,العمل,نظام العمل,Occupational safety,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576022,legal_article_retrieval,legal_article,2c132d9982a39134c2ebd7d280302b4b9dc2fc1e0b8b95541510c68a869332b2,2c132d9982a39134c2ebd7d280302b4b9dc2fc1e0b8b95541510c68a869332b2,121,121,المادة الحادية والعشرون بعد المائة:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
145,ما حقوق العاملة في إجازة الوضع؟,للمرأة العاملة الحق في إجازة وضع بأجر كامل لمدة (اثني عشر) أسبوعًا، منها وجوبيًّا الأسابيع الستة التالية للوضع، ولها أن توزع الأسابيع الستة المتبقية وفق ما تراه، ابتداءً من أربعة أسابيع قبل التاريخ المرجح للوضع. ويحدد التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية. وفي حال قل المتبقي من مدة الإجازة عن (ستة) أسابيع نتيجة تأخر الوضع عن تاريخه المرجح، فتحتسب المدة المكملة لها إجازة دون أجر. وفي جميع الأحوال يحق للمرأة العاملة تمديد هذه الإجازة (شهراً) دون أجر. للمرأة العاملة -في حالة إنجاب طفل مريض أو من ذوي الإعاقة وتتطلب حالته الصحية مرافقاً مستمراً له- الحق في إجازة مدتها (شهر) بأجر كامل تبدأ بعد انتهاء مدة إجازة الوضع، ولها الحق في تمديد الإجازة لمدة شهر دون أجر.,,العمل,نظام العمل,Maternity leave,Manual Legal Evaluation,https://www.hrsd.gov.sa/node/5576027,legal_article_retrieval,legal_article,5f9d2dbc4ff1b2f8a86d962674e28ab1c5f5a74746a5b2297dfaced8e76c40b7,5f9d2dbc4ff1b2f8a86d962674e28ab1c5f5a74746a5b2297dfaced8e76c40b7,151,151,المادة الحادية والخمسون بعد المائة:,False,Manual legal question. ,True,legal_article_retrieval,True,legal_article,valid_gold_article,legal_article_retrieval,False,True,True
