eval_type,is_oos,top_score
faq_retrieval,False,0.6503273606300354
faq_retrieval,False,0.6371661702236617
faq_retrieval,False,0.7336407625675201
faq_retrieval,False,0.610710821301018
faq_retrieval,False,0.7054930925369263
faq_retrieval,False,0.6450154927751499
faq_retrieval,False,0.8107828438282012
faq_retrieval,False,0.6504943370819092
faq_retrieval,False,0.805562263727188
faq_retrieval,False,0.6248568558692932
faq_retrieval,False,0.6060114779289657
faq_retrieval,False,0.8090030968189239
faq_retrieval,False,0.7981371521949767
faq_retrieval,False,0.7953190803527832
faq_retrieval,False,0.7323749208450316
faq_retrieval,False,0.7761137425899505
faq_retrieval,False,0.8061221063137054
faq_retrieval,False,0.8054831147193908
faq_retrieval,False,0.8116134285926819
faq_retrieval,False,0.8109327554702759
faq_retrieval,False,0.6737583707709125
faq_retrieval,False,0.755258959531784
faq_retrieval,False,0.7642890598676741
faq_retrieval,False,0.8077486452443093
faq_retrieval,False,0.7742557271936116
faq_retrieval,False,0.7433022030966512
faq_retrieval,False,0.701835173368454
faq_retrieval,False,0.8103779196739196
faq_retrieval,False,0.774805766569808
faq_retrieval,False,0.8109553694725036
faq_retrieval,False,0.8114502906799317
faq_retrieval,False,0.7826347320341106
faq_retrieval,False,0.8064164638519287
faq_retrieval,False,0.7618167698383331
faq_retrieval,False,0.8083302259445191
faq_retrieval,False,0.8066869974136353
faq_retrieval,False,0.8111365735530853
faq_retrieval,False,0.676912963738215
faq_retrieval,False,0.7316523566707694
faq_retrieval,False,0.7916965007781982
faq_retrieval,False,0.6917187452316285
faq_retrieval,False,0.6268376485598119
faq_retrieval,False,0.6670893847942352
faq_retrieval,False,0.61661979864387
faq_retrieval,False,0.7284837809089675
faq_retrieval,False,0.5978366473306749
faq_retrieval,False,0.6043778293580091
faq_retrieval,False,0.7160853349132551
faq_retrieval,False,0.6685965120792389
faq_retrieval,False,0.6224714759593701
faq_retrieval,False,0.6825244602407522
faq_retrieval,False,0.7286935985088348
faq_retrieval,False,0.6451347403375798
faq_retrieval,False,0.6046147969744603
faq_retrieval,False,0.6676191257921198
faq_retrieval,False,0.6943426302983443
faq_retrieval,False,0.6562471690484575
faq_retrieval,False,0.8087289750576019
faq_retrieval,False,0.6839482079260708
faq_retrieval,False,0.6792078197002411
faq_retrieval,False,0.7757419075318716
faq_retrieval,False,0.7877899182910804
faq_retrieval,False,0.8052009403705596
faq_retrieval,False,0.6333370149206621
faq_retrieval,False,0.8029496371746063
faq_retrieval,False,0.775680199187644
faq_retrieval,False,0.6514693677425385
faq_retrieval,False,0.6492877392500367
faq_retrieval,False,0.8031055569648742
legal_article_retrieval,False,0.7494164943695067
legal_article_retrieval,False,0.8071722849376084
legal_article_retrieval,False,0.7226898665142127
legal_article_retrieval,False,0.7476286494915478
legal_article_retrieval,False,0.803394615650177
legal_article_retrieval,False,0.7805307360575389
legal_article_retrieval,False,0.6974320125709867
legal_article_retrieval,False,0.7833176939215131
legal_article_retrieval,False,0.809492427110672
legal_article_retrieval,False,0.7568083961310965
legal_article_retrieval,False,0.7757933115109069
legal_article_retrieval,False,0.7913438168303636
legal_article_retrieval,False,0.8056196641159924
legal_article_retrieval,False,0.8112211048603057
legal_article_retrieval,False,0.8107065320014952
legal_article_retrieval,False,0.7943216025829315
legal_article_retrieval,False,0.7970598106561979
legal_article_retrieval,False,0.756865977726571
legal_article_retrieval,False,0.75664403048499
legal_article_retrieval,False,0.7534487476288685
legal_article_retrieval,False,0.7396501624584197
legal_article_retrieval,False,0.8083451628684997
legal_article_retrieval,False,0.7814101338386535
legal_article_retrieval,False,0.808254998922348
out_of_scope,True,0.6452154477671879
out_of_scope,True,0.5900397205352783
out_of_scope,True,0.5900464379787445
out_of_scope,True,0.5930259370803832
out_of_scope,True,0.5900037133693694
out_of_scope,True,0.5902315640449524
out_of_scope,True,0.5900635862350463
out_of_scope,True,0.590002920627594
out_of_scope,True,0.6285033865733978
out_of_scope,True,0.6384372766807643
out_of_scope,True,0.6288246716472115
out_of_scope,True,0.619700268936791
out_of_scope,True,0.5902928555011748
out_of_scope,True,0.5950313944623962
out_of_scope,True,0.5900038802623748
