eval_id,eval_type,question,gold_source_type,gold_document_unit_ids,gold_article_numbers,chunking_strategy,embedding_model,retriever,alpha,hit_at_1,hit_at_3,hit_at_5,rr,ndcg_at_5,latency_sec,top1_chunk_id,top1_parent_document_id,top1_source_type,top1_article_number,top1_article_title,top1_score,top1_retrieval_backend,top5_parent_document_ids,top5_article_numbers,top5_chunk_ids,top5_relevance
11,faq_retrieval,هل تمكن البوابة والانظمة التابعة لها المستخدم من الوصول إلى البيانات الشخصية؟,faq,05543c0820c2cfa8fe2d9b672fd36dff12388d0aafda49c6978f1364b7e99054,,structural,none,bm25,,0,0,0,0.0,0.0,0.0012586116790771484,STRUCT_000221,eae7dc8ecb1a3b0eb7b1abc4f4c192109c9b33c032020e29a803bfadeec55761,faq,,,54.46346791973376,bm25,eae7dc8ecb1a3b0eb7b1abc4f4c192109c9b33c032020e29a803bfadeec55761|888e39bfc2f21b2ed78d3b648d26150c9737ce04a7004010d898d7d433c9a117|bd7dabf26abca821409c8f891bcd97d9571cec066f19591481e33f836ac45057|302be7a68fdb250526324c51d10519a63a0be5af74182ca175da01c1c59f158a|99aa320861320164887d6bdeee2c6d8400ad8bb317ab41af79ca6677bab9116d,||||,STRUCT_000221|STRUCT_000230|STRUCT_000231|STRUCT_000228|STRUCT_000229,00000
12,faq_retrieval,هل جميع السلالم ممكنة للجهات الحكومية؟,faq,57111ea10c779e5faa61fce540c6b8b25b50d24970b91f58460d5279fe645d99,,structural,none,bm25,,0,0,0,0.0,0.0,0.0006959438323974609,STRUCT_000476,56417832ce66ca28e1836f2029b8505b5666b9954af217782873c007282aaeab,faq,,,10.639083940868938,bm25,56417832ce66ca28e1836f2029b8505b5666b9954af217782873c007282aaeab|adcaaa10949d382740db29992cb7030f0f006e30c17322d0e75bec1a28c13dbd|b3876c966b01e9a1cfb96da8623760f54ba2f8441bc6e7297ff6dd9c6a302986|c4769345a10d4fb0836eeda1f17013b3b4186e695a61dbfde11992320885a04f|d19bfe351f11a6eb61482ae4ed61f0e34678076e137b4e8b4f17328d28a07ec8,||||,STRUCT_000476|STRUCT_000351|STRUCT_000274|STRUCT_000279|STRUCT_000423,00000
13,faq_retrieval,ماهي خدمة نقل العمل برقم الحدود,faq,1e256ec7bdd2e1ec26dc39ce955dcb614ede201f6d8943fa34e356fbf6c76e83,,structural,none,bm25,,0,0,0,0.0,0.0,0.0009810924530029297,STRUCT_000234,a32b4fe958f608594a64e2a93bf71f55cc618e802592a58eee687ce3a2b4884d,faq,,,14.134206355206713,bm25,a32b4fe958f608594a64e2a93bf71f55cc618e802592a58eee687ce3a2b4884d|8f191c3f893ed455a9a84c32b41bcffa42f4b559d9348eb1636899de16b0d8e7|3916277e05be0b396c523b497aa60496ed2eb268f70ff0179c126d5e94a0e3ba|714ec2bf3c376a2dbb852dfa35e22081af7d056652cec27acb1e5ff1393dfae1|b3630151fa7ee80e1fa74277893569f754b2cafba9da78a9597bd24047e09053,||||,STRUCT_000234|STRUCT_000373|STRUCT_000372|STRUCT_000364|STRUCT_000379,00000
14,faq_retrieval,هل يضمن مكتب شركة الاستقدام أهلية العمالة التي يتم اختيارهم من قبل صاحب العمل بنفسه (معين باسم)؟,faq,868af63e8e5136a3ee6c76ee4dbaa10876dc323c1776ddb89227b1cd27688640,,structural,none,bm25,,0,0,0,0.0,0.0,0.0014641284942626953,STRUCT_000016,b9bf91a5f0db3448fa64a29308554011b316a4ecfc1d1fb8920b3fd2cc93d4a5,legal_article,16,المادة السادسة عشرة:,26.321047811742808,bm25,b9bf91a5f0db3448fa64a29308554011b316a4ecfc1d1fb8920b3fd2cc93d4a5|568a058530e1492f0f0c8c399adbb8c8712bca9a0157e2108741c732f2172cf1|91f863ae18d68499e05cdf8223c6042bcc37a38e10e1085130d95f1d78a8830b|6a55490c06050d18e6ab64422f2f30529407169fd86446f4d9c72341dd246ad8|168103dc1e3bce55d0baf904d258bcfeb5a2940e3cf0c8fa6b0fe33fb65016ab,16||||,STRUCT_000016|STRUCT_000341|STRUCT_000339|STRUCT_000261|STRUCT_000257,00000
15,faq_retrieval,هل يمكنني تغيير مهنة الموظف الوافد إلى مهنة خاضعة لقرارات التوطين؟,faq,33bbdc81d58c8362d9928b3f892a9b5efc53e680df951f62a0fdcbc32a676701,,structural,none,bm25,,0,0,0,0.0,0.0,0.001104593276977539,STRUCT_000238,ac0493e4a60d1923d3e181202d0bfd389b31023b65ec159be502aee177c1a7a3,faq,,,17.2011683953868,bm25,ac0493e4a60d1923d3e181202d0bfd389b31023b65ec159be502aee177c1a7a3|f21821c706a73cea0189c74afd39b6fab9f3c00df86d508e4dbc347f8e2e81ff|449c1a3291d221fe0c04ade508ac1959939315e721ee71b5c7be7700281ee45b|05ee232a5f252c0851732661a67788bce3c029bc69bb858784994d44db521b7c|25d1087447d53f0cc4674a286d5e39b7dad521cb4312e49ff1cbfad5d51c260b,|||45|,STRUCT_000238|STRUCT_000242|STRUCT_000223|STRUCT_000045|STRUCT_000438,00000
16,faq_retrieval,هل يمكن تغيير المهنة في التأشيرة بعد إصدارها؟,faq,2f4eea80f000604efbd2df75024e38585299da915411a66d6eeebfc078be2b45,,structural,none,bm25,,0,0,0,0.0,0.0,0.0014379024505615234,STRUCT_000241,d7c4671d90f27ba13c9ad6e098620034fd87d67f2acde3cb4ea8d24d4811b8b8,faq,,,18.911031161311826,bm25,d7c4671d90f27ba13c9ad6e098620034fd87d67f2acde3cb4ea8d24d4811b8b8|4f0f69b8fac1e7834cab223a83325f60b6454649a2969c3526e38d9bda18d223|aec52611eb5bf56760f474e9260c82131532f29ed8596dec883698481890236f|ffc93c9f3480ebf619ea927c43824f97b6283806a0e2ae24b2edbb1241226b11|f21821c706a73cea0189c74afd39b6fab9f3c00df86d508e4dbc347f8e2e81ff,||||,STRUCT_000241|STRUCT_000361|STRUCT_000337|STRUCT_000222|STRUCT_000242,00000
17,faq_retrieval,ماذا لو كانت نتائج التقييم الذاتي للمنشأة غير جيّدة؟,faq,d6c696d3a52d1a49d31f6ecbf1aa83de0041610bd0055116e47fffa1cf9b8324,,structural,none,bm25,,0,0,0,0.0,0.0,0.0018398761749267578,STRUCT_000245,f43f2719e3ff9336ad9a1bfb44e7fb2cc9c5bdf824d2be9a97218366842a3bec,faq,,,16.29079793587581,bm25,f43f2719e3ff9336ad9a1bfb44e7fb2cc9c5bdf824d2be9a97218366842a3bec|8263708b5f1d5fc0777b842b3e1f4fe320e1e3e3c258f86e58688dbab8cb6cce|3faa40187393f2d6ff9b6d6cec0e6873173fe08352831d7a7e1d883f3a7db2a8|21cc731663cf0b85df7aa923c809fb11ebede568aafbf064f9da9fac9f748c66|ef103a6e3323f836d3b989bd2291dd16ed6a14c62decff4eac720c02e579140b,||230||,STRUCT_000245|STRUCT_000282|STRUCT_000203|STRUCT_000244|STRUCT_000259,00000
18,faq_retrieval,ما هي منصة التقييم الذاتي؟,faq,b2d6f7b202dfeb02ce907da61f098f5c5241cc70ab9923ea0d934a80851dc681,,structural,none,bm25,,0,0,0,0.0,0.0,0.0017592906951904297,STRUCT_000244,21cc731663cf0b85df7aa923c809fb11ebede568aafbf064f9da9fac9f748c66,faq,,,15.9385900550611,bm25,21cc731663cf0b85df7aa923c809fb11ebede568aafbf064f9da9fac9f748c66|f43f2719e3ff9336ad9a1bfb44e7fb2cc9c5bdf824d2be9a97218366842a3bec|ef103a6e3323f836d3b989bd2291dd16ed6a14c62decff4eac720c02e579140b|91f863ae18d68499e05cdf8223c6042bcc37a38e10e1085130d95f1d78a8830b|c568abd5af208d212478a694c2101c66545390985d13e4adc858333feb3c6e26,||||,STRUCT_000244|STRUCT_000245|STRUCT_000259|STRUCT_000339|STRUCT_000377,00000
19,faq_retrieval,هل هنالك مؤهلات محدده للانضمام للبرنامج؟,faq,d4680d14fa7ef691e8a9549218a31d522e86c6ac13ee973ef56077649723cc60,,structural,none,bm25,,0,0,0,0.0,0.0,0.0013976097106933594,STRUCT_000421,a3846b15852506509dce1b61a7259f4384c28e8aa22aa87bf3211c01d276eff0,faq,,,9.046951261625603,bm25,a3846b15852506509dce1b61a7259f4384c28e8aa22aa87bf3211c01d276eff0|fdf3586932e845d524f50288f792920896e157d1cad0916dc06a32ca240a679b|ffc93c9f3480ebf619ea927c43824f97b6283806a0e2ae24b2edbb1241226b11|23f96d2607660150ef76dbb1b285a7557f64ae21c60ce8df6f5ace1314d6b764|e9f66d270344d32dfb93564c03d68d688b7ffdf97897f2e0712c2163a8e1e5de,||||170,STRUCT_000421|STRUCT_000299|STRUCT_000222|STRUCT_000220|STRUCT_000168,00000
20,faq_retrieval,"ما هي معايير الحصول على شهادة ""مواءمة""؟",faq,63779797f15400d3de2c54144eeb14f4ca19ecc134a26ca7cc41ef271674d344,,structural,none,bm25,,0,0,0,0.0,0.0,0.0010557174682617188,STRUCT_000259,ef103a6e3323f836d3b989bd2291dd16ed6a14c62decff4eac720c02e579140b,faq,,,23.25787476059476,bm25,ef103a6e3323f836d3b989bd2291dd16ed6a14c62decff4eac720c02e579140b|bf786ea67c49c6346c7f0f01e08c92730964c0cbea940d6b9dac2f06e63c961b|0daa0c26ae506fc5813aa4fbcaff4cd59e71f18f6c60f7316a820436f569c881|a93623788b05bb2d98b159e01a3f1abedd31a8ceca7a38819503248ab402039d|5d1204530f339f4c15e9ec4a8be2614e885b5dd80f8fb409f0c2d5ae1f6084cb,||||,STRUCT_000259|STRUCT_000255|STRUCT_000262|STRUCT_000256|STRUCT_000260,00000
21,faq_retrieval,"ما هي الجهات المستفيدة من برنامج ""مواءمة""؟",faq,e3ae8f857e8706968d8ee624ae654a94328be33a1716d87c928f3793a03f812f,,structural,none,bm25,,0,0,0,0.0,0.0,0.0008015632629394531,STRUCT_000259,ef103a6e3323f836d3b989bd2291dd16ed6a14c62decff4eac720c02e579140b,faq,,,21.798191146002388,bm25,ef103a6e3323f836d3b989bd2291dd16ed6a14c62decff4eac720c02e579140b|0daa0c26ae506fc5813aa4fbcaff4cd59e71f18f6c60f7316a820436f569c881|682bb580f3adee84d64edf54c0b88d7cccf1715956e0a94b19c5e5609df66598|6a55490c06050d18e6ab64422f2f30529407169fd86446f4d9c72341dd246ad8|b5f816dcb590583069fede95347b380e449e904bcc2babd2cda26e59853b53c8,||||,STRUCT_000259|STRUCT_000262|STRUCT_000254|STRUCT_000261|STRUCT_000258,00000
22,faq_retrieval,"لماذا أشارك في برنامج ""مواءمة""؟",faq,7c3029a5eec33417795a0a6762e40f6e55bbf6802a4f1daf8ebb0d8846785f87,,structural,none,bm25,,0,0,0,0.0,0.0,0.0013566017150878906,STRUCT_000258,b5f816dcb590583069fede95347b380e449e904bcc2babd2cda26e59853b53c8,faq,,,23.715296089899105,bm25,b5f816dcb590583069fede95347b380e449e904bcc2babd2cda26e59853b53c8|6a55490c06050d18e6ab64422f2f30529407169fd86446f4d9c72341dd246ad8|0daa0c26ae506fc5813aa4fbcaff4cd59e71f18f6c60f7316a820436f569c881|ef103a6e3323f836d3b989bd2291dd16ed6a14c62decff4eac720c02e579140b|a93623788b05bb2d98b159e01a3f1abedd31a8ceca7a38819503248ab402039d,||||,STRUCT_000258|STRUCT_000261|STRUCT_000262|STRUCT_000259|STRUCT_000256,00000
23,faq_retrieval,هل يمكن إلغاء رخصة العمل ؟,faq,fd7917b974e05c55a82ce2bcc26e8e23fd23f9bd967194063663bfb85a073c59,,structural,none,bm25,,0,0,0,0.0,0.0,0.0009791851043701172,STRUCT_000241,d7c4671d90f27ba13c9ad6e098620034fd87d67f2acde3cb4ea8d24d4811b8b8,faq,,,18.21830601157783,bm25,d7c4671d90f27ba13c9ad6e098620034fd87d67f2acde3cb4ea8d24d4811b8b8|2df94b7bed2c214362aa8d3421184d36f5e446f3d73aabdf0f6201220ae46187|f21821c706a73cea0189c74afd39b6fab9f3c00df86d508e4dbc347f8e2e81ff|640d7433c6a8283bdeabfb8ca588f707116f94b9289d79f871410871be77a01c|cec536604892a87a31be7de8523c3bfbd54270f22f28c2d601bfe91b605a8376,||||,STRUCT_000241|STRUCT_000303|STRUCT_000242|STRUCT_000365|STRUCT_000272,00000
24,faq_retrieval,متى يُلزم الموظف بإصدار رخصة العمل؟,faq,cae84ea2d186e984b0b4b491d2179fecbcaa164c0203bc3ab834674a7973faac,,structural,none,bm25,,0,0,0,0.0,0.0,0.0008897781372070312,STRUCT_000268,e93f3f71736fed52e5271fa1a8972cc1e59463e29894bb8acedfbc882f8f3fd6,faq,,,19.38274957754062,bm25,e93f3f71736fed52e5271fa1a8972cc1e59463e29894bb8acedfbc882f8f3fd6|3263066d342718e76c573da28d98331c61d5ee9485578ae6c320d62049b55b12|904ab34b5c9b43d2fe7a741ce82e65e27d0d5d6fb0315878dd8e0ce0667d8d04|32eb108b6f903569184da38b034c69c1a6a30d7b9c8611dc0b99d6882b3df3e7|7165c86d716212cae3d2a66e831f493050f36ea6823907e713599bc67ab6d46e,|||35|,STRUCT_000268|STRUCT_000485|STRUCT_000366|STRUCT_000035|STRUCT_000322,00000
25,faq_retrieval,هل يجب إبلاغ أو مرجعة أو تسليم قائمة العمال السعوديين إلى وزارة الموارد البشرية بعد تسجيلهم بالتأمينات؟,faq,4046d778111f00f439cbb2c82f66ae3d9e98ac564e7e8e2f00e5591d35226324,,structural,none,bm25,,0,0,0,0.0,0.0,0.0013773441314697266,STRUCT_000219,53612f8f879579506fe457514d3af7812925a3583886242c3d2fcf62fefd19a9,faq,,,19.58114517753004,bm25,53612f8f879579506fe457514d3af7812925a3583886242c3d2fcf62fefd19a9|8c336978f0d8311fd695f34196d8b175c5eaa5c00345cac1fa521390bf458b3f|de1b7ad321e19009c2c7eecf721e380daa3235da951d5e33546f82ef31796b1c|44189693ee109aecca5003707e4ba942d3a5f7e9fdf11f5113be982bfc51588a|21cc731663cf0b85df7aa923c809fb11ebede568aafbf064f9da9fac9f748c66,||39||,STRUCT_000219|STRUCT_000296|STRUCT_000039|STRUCT_000292|STRUCT_000244,00000
26,faq_retrieval,سبب اختلاف عدد العمال السعوديين الظاهرين لدى الموارد البشرية عن العدد الفعلي لدي؟,faq,d4fe914b81490372146add9a49615e9937d8d82b6581ec0d64e2e6426419906d,,structural,none,bm25,,0,0,0,0.0,0.0,0.0009999275207519531,STRUCT_000282,8263708b5f1d5fc0777b842b3e1f4fe320e1e3e3c258f86e58688dbab8cb6cce,faq,,,20.16001665726014,bm25,8263708b5f1d5fc0777b842b3e1f4fe320e1e3e3c258f86e58688dbab8cb6cce|96d805e02ad45472b200f5fe9e0d0f250b88abdb635c63d737a5058647a60a05|de1b7ad321e19009c2c7eecf721e380daa3235da951d5e33546f82ef31796b1c|65a61f1918192bfca86a43b8aec0ca232d22d8438ff00f8c0895598856d25067|20298d1cc59a57e92064f98a3e87ae0fd6864cb6f17d3ca44f37bf5ab8a44f11,||39||,STRUCT_000282|STRUCT_000333|STRUCT_000039|STRUCT_000246|STRUCT_000253,00000
27,faq_retrieval,هل يتم احتساب الفرد الذي يعمل لدى أكثر من منشأة في نفس الوقت ضمن نسبة التوطين؟,faq,a78f94c86dd92b762fcc3c865abb5182e6facb506a9d5512a0f44e5b9c30e184,,structural,none,bm25,,0,0,0,0.0,0.0,0.0012319087982177734,STRUCT_000282,8263708b5f1d5fc0777b842b3e1f4fe320e1e3e3c258f86e58688dbab8cb6cce,faq,,,32.5717197515499,bm25,8263708b5f1d5fc0777b842b3e1f4fe320e1e3e3c258f86e58688dbab8cb6cce|5e8999400c09e0a2277f41f0e97cff194b05c8cf35263e18cbef8f40ed293c28|c96352320e519533ec7ed00a5e843a2ee414629ea6586cd6b059bf28e7644f94|e252e77fb4c76780bb6f5d884ce9327a271a6116de92fd8a662619b9ddca76a8|b0ba92ac7c9f773c8c38209272d49570f60ed5f90a4bf7ab85545435733fed29,||||,STRUCT_000282|STRUCT_000277|STRUCT_000275|STRUCT_000354|STRUCT_000335,00000
28,faq_retrieval,كيف يحسب الخليجي في نسب التوطين؟,faq,f23c58ccd8a25342f791b58780b1e9e7a52f6b5a9c55457d6548e44408239f71,,structural,none,bm25,,0,0,0,0.0,0.0,0.0006799697875976562,STRUCT_000354,e252e77fb4c76780bb6f5d884ce9327a271a6116de92fd8a662619b9ddca76a8,faq,,,19.12172334760534,bm25,e252e77fb4c76780bb6f5d884ce9327a271a6116de92fd8a662619b9ddca76a8|5e8999400c09e0a2277f41f0e97cff194b05c8cf35263e18cbef8f40ed293c28|c96352320e519533ec7ed00a5e843a2ee414629ea6586cd6b059bf28e7644f94|fc682f6f5b4b8540e2ec6ec2eb572aa151675ec4d3bc61347dd082d0c34fb1c5|ea4009886b78f181318b49de6f1c0dcde90a0cf64901bfd1c81dea65310433e9,||||,STRUCT_000354|STRUCT_000277|STRUCT_000275|STRUCT_000278|STRUCT_000276,00000
29,faq_retrieval,كيف يحسب الوافد وزوجته سعودية أو الوافدة وزوجها سعودي؟,faq,89b63a6cfdfbfb98ba1a6bc17aa33f138eb8477aed9d001cc464fa3a89569a76,,structural,none,bm25,,0,0,0,0.0,0.0,0.0007395744323730469,STRUCT_000378,4226b4e487242b97f8658cdb7aae59d870caa148fdbbccbb755ce57a34a70955,faq,,,15.078362957910816,bm25,4226b4e487242b97f8658cdb7aae59d870caa148fdbbccbb755ce57a34a70955|05de18d69fce6ed1907c94c7c20b138b55d903bea30f9ae95e29e043994174de|a820055843ea72d03dd636cd0ff8e31f0f0c737407dfbc5d535885f31026f53e|fc682f6f5b4b8540e2ec6ec2eb572aa151675ec4d3bc61347dd082d0c34fb1c5|3916277e05be0b396c523b497aa60496ed2eb268f70ff0179c126d5e94a0e3ba,||||,STRUCT_000378|STRUCT_000281|STRUCT_000286|STRUCT_000278|STRUCT_000372,00000
